Company_ID,Year,Environmental_Score,Social_Score,Governance_Score,ESG_Score
C0125,2024,70.83,44.31,82.61,65.92
C0126,2015,79.83,63.19,67.69,70.24
C0126,2016,64.08,48.70,75.89,62.89
C0126,2017,45.87,56.87,84.85,62.53
C0126,2018,46.26,40.90,85.09,57.42
C0126,2019,74.28,60.02,56.43,63.57
C0126,2020,61.52,67.49,87.62,72.21
C0126,2021,50.03,70.98,41.24,54.08
C0126,2022,64.58,73.17,58.84,65.53
C0126,2023,43.21,81.81,84.79,69.94
C0126,2024,69.10,50.77,53.73,57.87
C0127,2015,53.45,46.02,53.65,51.04
C0127,2016,79.88,82.58,55.13,72.53
C0127,2017,55.52,47.83,70.62,57.99
C0127,2018,62.76,88.74,61.92,71.14
C0127,2019,40.58,82.13,76.34,66.35
C0127,2020,43.62,65.04,84.75,64.47
C0127,2021,59.62,89.07,73.71,74.14
C0127,2022,64.00,44.87,50.22,53.03
C0127,2023,70.00,55.15,86.63,70.60
C0127,2024,54.58,71.91,53.22,59.91
C0128,2015,74.75,57.50,47.49,59.91
C0128,2016,83.01,86.42,44.50,71.31
C0128,2017,78.99,43.28,68.17,63.48
C0128,2018,41.98,67.47,45.69,51.71
C0128,2019,64.03,69.54,46.94,60.17
C0128,2020,45.25,72.64,55.00,57.63
C0128,2021,52.10,52.78,54.08,52.99
C0128,2022,89.33,58.23,70.21,72.59
C0128,2023,47.12,82.18,80.84,70.05
C0128,2024,64.94,49.75,78.07,64.25
C0129,2015,70.91,81.34,53.12,68.46
C0129,2016,75.12,68.13,52.27,65.17
C0129,2017,67.98,78.11,88.29,78.13
C0129,2018,40.49,75.68,40.41,52.19
C0129,2019,56.32,50.38,83.99,63.56
C0129,2020,65.89,68.44,49.99,61.44
C0129,2021,44.39,83.39,87.36,71.71
C0129,2022,57.53,61.61,57.12,58.75
C0129,2023,41.66,88.33,62.02,64.00
C0129,2024,43.93,62.61,75.36,60.63
C0130,2015,59.85,47.14,69.38,58.79
C0130,2016,46.64,59.47,55.90,54.00
C0130,2017,68.38,87.59,67.69,74.55
C0130,2018,74.47,55.99,76.54,69.00
C0130,2019,80.03,83.40,42.12,68.52
C0130,2020,50.01,84.06,40.56,58.21
C0130,2021,48.37,57.51,62.90,56.26
C0130,2022,45.23,44.16,46.59,45.33
C0130,2023,71.82,76.23,73.22,73.76
C0130,2024,75.32,55.58,50.70,60.53
C0131,2015,41.58,79.15,61.64,60.79
C0131,2016,86.81,62.13,49.88,66.28
C0131,2017,42.60,64.26,67.42,58.10
C0131,2018,67.06,78.90,45.80,63.92
C0131,2019,75.45,59.12,41.16,58.58
C0131,2020,83.55,62.16,42.56,62.75
C0131,2021,75.70,58.81,87.71,74.08
C0131,2022,80.09,58.37,47.11,61.86
C0131,2023,56.97,66.30,75.42,66.23
C0131,2024,80.74,80.44,43.40,68.19
C0132,2015,44.01,58.09,45.41,49.17
C0132,2016,84.74,66.21,65.44,72.13
C0132,2017,67.38,73.54,63.24,68.05
C0132,2018,80.86,53.47,87.58,73.97
C0132,2019,62.62,53.88,87.24,67.91
C0132,2020,72.18,86.67,78.98,79.28
C0132,2021,66.32,76.18,70.11,70.87
C0132,2022,76.58,68.86,62.75,69.40
C0132,2023,44.08,72.39,57.81,58.09
C0132,2024,43.02,41.46,87.35,57.28
C0133,2015,52.36,70.91,70.15,64.47
C0133,2016,47.98,65.48,68.95,60.80
C0133,2017,83.59,67.29,51.60,67.49
C0133,2018,50.96,57.97,42.33,50.42
C0133,2019,88.79,44.07,87.26,73.38
C0133,2020,56.84,49.67,55.69,54.07
C0133,2021,49.11,87.54,62.13,66.26
C0133,2022,79.48,60.43,45.73,61.88
C0133,2023,72.94,63.33,81.85,72.71
C0133,2024,64.91,42.64,41.38,49.64
C0134,2015,67.77,41.88,81.70,63.78
C0134,2016,75.96,75.86,47.01,66.28
C0134,2017,51.42,66.90,84.33,67.55
C0134,2018,89.82,65.44,76.49,77.25
C0134,2019,88.74,52.16,48.23,63.04
C0134,2020,72.52,77.24,68.29,72.68
C0134,2021,49.98,48.41,55.63,51.34
C0134,2022,74.01,49.50,48.91,57.47
C0134,2023,43.61,63.04,82.96,63.20
C0134,2024,41.53,54.31,60.18,52.01
C0135,2015,52.88,52.37,59.93,55.06
C0135,2016,63.13,72.26,48.49,61.30
C0135,2017,83.41,72.55,59.15,71.71
C0135,2018,76.36,81.23,83.58,80.39
C0135,2019,77.14,60.89,58.16,65.39
C0135,2020,61.27,43.65,87.58,64.17
C0135,2021,57.30,53.68,87.32,66.10
C0135,2022,58.55,89.00,47.24,64.93
C0135,2023,89.38,69.81,48.87,69.35
C0135,2024,42.01,75.49,83.13,66.88
C0136,2015,83.35,40.37,59.64,61.12
C0136,2016,68.93,65.91,40.22,58.35
C0136,2017,61.93,41.88,53.69,52.50
C0136,2018,76.26,68.46,69.88,71.54
C0136,2019,64.33,86.04,79.96,76.78
C0136,2020,83.67,88.42,46.67,72.92
C0136,2021,85.04,67.03,45.53,65.86
C0136,2022,61.09,62.91,86.10,70.03
C0136,2023,53.84,87.25,77.56,72.88
C0136,2024,69.62,73.68,69.49,70.93
C0137,2015,85.62,43.24,78.46,69.11
C0137,2016,50.53,63.29,61.44,58.42
C0137,2017,71.15,52.01,77.92,67.03
C0137,2018,71.58,63.49,58.59,64.55
C0137,2019,76.66,62.77,52.20,63.88
C0137,2020,46.58,69.11,76.45,64.05
C0137,2021,75.79,57.84,60.98,64.87
C0137,2022,85.45,48.21,89.07,74.24
C0137,2023,48.98,65.19,57.47,57.21
C0137,2024,51.88,81.51,86.09,73.16
C0138,2015,88.57,73.20,86.65,82.81
C0138,2016,49.05,56.92,52.09,52.69
C0138,2017,82.72,86.78,79.91,83.14
C0138,2018,64.61,85.61,61.65,70.63
C0138,2019,52.36,50.47,85.88,62.90
C0138,2020,83.54,41.97,62.51,62.67
C0138,2021,62.27,77.07,77.22,72.18
C0138,2022,65.74,81.38,63.35,70.16
C0138,2023,57.96,88.39,51.39,65.91
C0138,2024,69.65,84.49,49.97,68.04
C0139,2015,48.18,70.03,61.27,59.82
C0139,2016,59.55,66.50,77.77,67.94
C0139,2017,88.47,41.39,70.25,66.71
C0139,2018,52.91,52.33,74.43,59.89
C0139,2019,72.84,62.98,54.12,63.31
C0139,2020,56.26,71.43,64.07,63.92
C0139,2021,78.67,67.86,42.22,62.92
C0139,2022,46.54,77.13,80.88,68.18
C0139,2023,88.49,53.99,89.49,77.32
C0139,2024,62.69,68.25,60.34,63.76
C0140,2015,51.80,44.41,40.55,45.59
C0140,2016,43.67,60.68,48.49,50.95
C0140,2017,48.49,77.51,72.63,66.21
C0140,2018,65.99,74.67,70.60,70.42
C0140,2019,56.85,89.53,79.39,75.26
C0140,2020,81.44,53.89,52.69,62.68
C0140,2021,61.54,64.91,78.18,68.21
C0140,2022,52.44,56.48,74.40,61.10
C0140,2023,70.86,62.03,56.14,63.01
C0140,2024,75.34,82.85,67.27,75.15
C0141,2015,48.35,74.21,47.36,56.64
C0141,2016,48.38,84.12,62.63,65.04
C0141,2017,41.83,50.18,84.06,58.69
C0141,2018,76.82,83.67,61.06,73.85
C0141,2019,73.19,42.99,81.98,66.05
C0141,2020,63.73,84.43,69.51,72.56
C0141,2021,82.21,56.45,49.59,62.75
C0141,2022,80.28,55.73,69.06,68.36
C0141,2023,69.27,65.60,65.30,66.72
C0141,2024,83.41,87.03,59.93,76.79
C0142,2015,50.29,42.39,45.98,46.22
C0142,2016,45.60,57.61,60.84,54.68
C0142,2017,53.49,82.83,43.64,59.98
C0142,2018,42.85,59.80,44.94,49.20
C0142,2019,66.56,49.96,60.80,59.10
C0142,2020,86.83,61.24,55.27,67.78
C0142,2021,41.97,59.28,86.28,62.51
C0142,2022,46.11,85.77,58.79,63.55
C0142,2023,62.61,78.10,77.89,72.87
C0142,2024,86.69,65.26,66.51,72.82
C0143,2015,55.81,89.42,75.20,73.48
C0143,2016,65.36,63.26,53.01,60.54
C0143,2017,42.08,42.91,87.10,57.36
C0143,2018,47.42,53.11,66.50,55.68
C0143,2019,89.33,61.80,81.57,77.57
C0143,2020,88.26,47.85,58.25,64.78
C0143,2021,40.25,87.38,45.01,57.55
C0143,2022,87.59,78.34,73.69,79.87
C0143,2023,71.96,53.41,40.39,55.25
C0143,2024,83.40,69.54,63.76,72.23
C0144,2015,62.74,76.07,49.64,62.82
C0144,2016,65.78,87.06,71.37,74.74
C0144,2017,64.44,84.08,88.97,79.17
C0144,2018,73.34,65.76,63.22,67.44
C0144,2019,46.98,78.73,80.87,68.86
C0144,2020,41.50,68.11,65.39,58.33
C0144,2021,55.40,67.64,64.79,62.61
C0144,2022,75.23,45.74,86.52,69.16
C0144,2023,50.09,46.31,84.50,60.30
C0144,2024,73.67,66.48,79.29,73.15
C0145,2015,88.50,53.44,54.81,65.58
C0145,2016,44.70,41.05,67.25,51.00
C0145,2017,73.63,76.14,51.19,66.99
C0145,2018,62.19,41.62,62.20,55.34
C0145,2019,83.41,69.76,64.21,72.46
C0145,2020,48.86,66.96,81.58,65.80
C0145,2021,74.63,88.44,84.80,82.62
C0145,2022,81.91,64.21,60.73,68.95
C0145,2023,87.23,43.18,40.89,57.10
C0145,2024,74.16,67.58,83.09,74.95
C0146,2015,64.86,82.05,48.71,65.21
C0146,2016,70.89,89.84,71.09,77.28
C0146,2017,83.45,61.52,41.25,62.07
C0146,2018,68.53,56.01,59.98,61.51
C0146,2019,41.52,85.33,89.30,72.05
C0146,2020,86.55,49.56,45.03,60.38
C0146,2021,74.48,70.77,61.18,68.81
C0146,2022,73.83,60.29,55.36,63.16
C0146,2023,50.78,42.05,85.25,59.36
C0146,2024,72.94,57.36,83.47,71.26
C0147,2015,59.69,53.26,51.88,54.95
C0147,2016,72.56,74.30,44.06,63.64
C0147,2017,45.33,87.44,71.36,68.04
C0147,2018,72.89,53.40,56.82,61.04
C0147,2019,89.97,80.57,73.60,81.38
C0147,2020,42.41,42.77,41.61,42.26
C0147,2021,88.86,66.91,46.67,67.48
C0147,2022,60.35,43.53,74.32,59.40
C0147,2023,83.54,86.70,50.62,73.62
C0147,2024,79.12,78.32,82.88,80.11
C0148,2015,68.35,72.90,42.93,61.39
C0148,2016,76.92,81.19,50.77,69.63
C0148,2017,83.93,72.38,89.93,82.08
C0148,2018,60.21,88.45,61.65,70.10
C0148,2019,56.35,75.70,75.15,69.07
C0148,2020,73.38,86.23,49.13,69.58
C0148,2021,80.39,65.86,70.49,72.25
C0148,2022,78.11,45.85,76.31,66.76
C0148,2023,79.89,66.41,55.72,67.34
C0148,2024,61.78,46.34,81.44,63.19
C0149,2015,80.89,69.62,70.17,73.56
C0149,2016,46.01,64.12,59.46,56.53
C0149,2017,67.22,71.13,67.88,68.75
C0149,2018,40.29,40.50,68.84,49.88
C0149,2019,56.23,49.74,48.28,51.42
C0149,2020,58.32,64.57,60.14,61.01
C0149,2021,59.81,87.53,57.17,68.17
C0149,2022,74.77,59.18,60.05,64.67
C0149,2023,59.43,61.22,78.06,66.23
C0149,2024,62.43,75.73,64.13,67.43
C0150,2015,51.88,70.19,87.02,69.69
C0150,2016,58.66,54.95,54.68,56.10
C0150,2017,51.36,60.54,60.79,57.56
C0150,2018,43.66,50.88,79.35,57.96
C0150,2019,70.17,88.30,67.30,75.26
C0150,2020,73.41,46.53,67.35,62.43
C0150,2021,70.97,58.59,42.67,57.41
C0150,2022,63.17,41.29,59.93,54.80
C0150,2023,58.99,51.09,53.54,54.54
C0150,2024,83.17,79.02,89.97,84.05
C0151,2015,65.95,50.06,55.42,57.14
C0151,2016,63.96,44.00,84.22,64.06
C0151,2017,41.28,63.72,73.81,59.61
C0151,2018,57.06,40.50,57.05,51.54
C0151,2019,59.01,44.24,67.18,56.81
C0151,2020,59.94,80.38,82.03,74.12
C0151,2021,69.01,78.57,84.17,77.25
C0151,2022,66.68,85.76,48.02,66.82
C0151,2023,70.40,82.73,56.98,70.03
C0151,2024,78.24,74.16,56.76,69.72
C0152,2015,80.65,42.62,42.10,55.12
C0152,2016,75.91,79.14,69.91,74.99
C0152,2017,87.78,82.28,82.74,84.26
C0152,2018,40.91,79.95,59.08,59.98
C0152,2019,49.79,65.42,77.00,64.07
C0152,2020,40.38,51.65,71.39,54.47
C0152,2021,72.37,82.27,58.78,71.14
C0152,2022,84.90,76.36,47.05,69.44
C0152,2023,52.17,89.04,75.47,72.23
C0152,2024,86.35,47.78,82.73,72.29
C0153,2015,43.01,51.28,74.29,56.20
C0153,2016,86.72,50.59,40.89,59.40
C0153,2017,57.58,79.63,50.81,62.67
C0153,2018,45.07,49.35,43.47,45.96
C0153,2019,64.29,43.33,68.52,58.72
C0153,2020,52.84,89.93,77.82,73.53
C0153,2021,54.24,41.24,45.53,47.00
C0153,2022,55.36,81.76,81.92,73.01
C0153,2023,80.15,58.27,67.78,68.73
C0153,2024,66.96,82.08,74.50,74.51
C0154,2015,55.57,67.73,88.57,70.62
C0154,2016,70.52,85.08,44.18,66.59
C0154,2017,75.81,86.31,85.06,82.39
C0154,2018,53.63,40.45,46.31,46.80
C0154,2019,60.68,43.77,59.65,54.70
C0154,2020,46.09,52.52,82.57,60.39
C0154,2021,49.06,73.47,85.31,69.28
C0154,2022,74.06,84.41,65.32,74.60
C0154,2023,49.07,63.00,69.71,60.59
C0154,2024,66.26,70.35,75.41,70.67
C0155,2015,75.45,49.42,81.64,68.84
C0155,2016,45.34,80.25,46.08,57.22
C0155,2017,68.37,88.37,80.50,79.08
C0155,2018,52.83,53.43,64.06,56.77
C0155,2019,88.15,64.74,62.53,71.81
C0155,2020,64.18,44.31,61.19,56.56
C0155,2021,80.30,67.96,65.46,71.24
C0155,2022,67.51,65.14,87.25,73.30
C0155,2023,42.17,47.22,67.41,52.27
C0155,2024,71.66,62.10,87.66,73.81
C0156,2015,87.57,56.71,49.01,64.43
C0156,2016,70.08,66.09,76.21,70.79
C0156,2017,80.96,69.28,80.61,76.95
C0156,2018,84.21,40.42,73.96,66.20
C0156,2019,51.40,78.05,70.35,66.60
C0156,2020,50.60,75.65,68.24,64.83
C0156,2021,70.55,58.31,83.05,70.64
C0156,2022,60.55,42.65,81.08,61.43
C0156,2023,81.99,77.75,46.11,68.62
C0156,2024,85.00,87.76,82.43,85.06
C0157,2015,57.67,52.01,60.70,56.79
C0157,2016,51.84,56.18,52.68,53.57
C0157,2017,79.03,49.19,83.49,70.57
C0157,2018,53.74,68.85,61.60,61.40
C0157,2019,81.13,47.74,80.42,69.76
C0157,2020,61.19,57.81,53.17,57.39
C0157,2021,73.38,74.85,40.20,62.81
C0157,2022,44.78,68.01,64.77,59.19
C0157,2023,71.19,59.32,45.01,58.51
C0157,2024,62.59,61.01,77.72,67.11
C0158,2015,69.33,68.11,53.80,63.75
C0158,2016,48.40,40.29,62.18,50.29
C0158,2017,76.84,43.93,44.35,55.04
C0158,2018,83.14,84.06,54.33,73.85
C0158,2019,50.84,43.89,79.07,57.94
C0158,2020,44.79,75.34,47.58,55.90
C0158,2021,41.18,86.00,72.36,66.51
C0158,2022,72.10,53.53,85.87,70.50
C0158,2023,70.35,58.52,73.99,67.62
C0158,2024,67.33,68.45,80.55,72.11
C0159,2015,51.60,84.09,45.45,60.38
C0159,2016,59.55,87.10,52.54,66.39
C0159,2017,69.72,76.98,84.73,77.14
C0159,2018,64.84,44.33,75.76,61.64
C0159,2019,89.39,73.46,71.98,78.27
C0159,2020,46.82,60.52,73.19,60.18
C0159,2021,74.76,63.54,60.71,66.33
C0159,2022,60.22,42.46,42.23,48.30
C0159,2023,61.41,49.55,79.22,63.40
C0159,2024,75.88,79.53,73.94,76.45
C0160,2015,74.62,62.70,63.64,66.99
C0160,2016,89.56,55.08,84.99,76.54
C0160,2017,46.42,59.20,56.81,54.14
C0160,2018,45.21,82.72,54.72,60.88
C0160,2019,76.22,77.45,83.64,79.10
C0160,2020,68.92,53.62,79.85,67.46
C0160,2021,53.71,45.88,65.75,55.11
C0160,2022,43.97,52.60,46.54,47.70
C0160,2023,44.28,86.04,50.75,60.36
C0160,2024,84.71,69.08,72.81,75.53
C0161,2015,49.59,66.67,59.25,58.51
C0161,2016,56.17,69.82,81.82,69.27
C0161,2017,51.33,58.30,87.50,65.71
C0161,2018,57.75,80.36,80.28,72.80
C0161,2019,43.47,66.16,58.88,56.17
C0161,2020,65.95,45.84,79.43,63.74
C0161,2021,43.38,46.45,57.57,49.14
C0161,2022,80.02,66.84,48.36,65.07
C0161,2023,51.69,86.83,41.67,60.06
C0161,2024,67.00,55.42,59.29,60.57
C0162,2015,84.00,83.48,85.18,84.22
C0162,2016,72.54,78.20,51.95,67.57
C0162,2017,66.65,52.39,50.33,56.45
C0162,2018,56.22,41.82,88.49,62.17
C0162,2019,56.65,45.09,41.25,47.66
C0162,2020,73.47,76.42,79.29,76.40
C0162,2021,89.71,49.98,56.07,65.25
C0162,2022,73.09,58.56,41.87,57.84
C0162,2023,67.89,65.08,85.89,72.95
C0162,2024,76.53,76.27,46.98,66.60
C0163,2015,63.26,45.66,67.59,58.84
C0163,2016,43.01,60.32,53.70,52.34
C0163,2017,68.11,64.25,43.26,58.54
C0163,2018,87.88,67.04,42.50,65.81
C0163,2019,48.77,80.92,45.78,58.49
C0163,2020,74.50,48.58,43.57,55.55
C0163,2021,50.05,80.39,78.03,69.49
C0163,2022,66.79,74.64,64.28,68.57
C0163,2023,44.83,67.79,57.14,56.59
C0163,2024,62.52,74.98,60.92,66.14
C0164,2015,77.81,60.60,86.45,74.95
C0164,2016,57.38,46.92,85.54,63.28
C0164,2017,73.25,73.29,75.78,74.11
C0164,2018,79.77,66.23,84.23,76.75
C0164,2019,86.36,71.97,55.98,71.44
C0164,2020,51.73,56.90,59.06,55.90
C0164,2021,59.97,85.34,70.69,72.00
C0164,2022,47.62,69.37,71.18,62.72
C0164,2023,89.62,44.27,64.08,65.99
C0164,2024,86.35,62.49,60.03,69.62
C0165,2015,67.00,77.82,89.31,78.04
C0165,2016,82.10,79.71,81.06,80.95
C0165,2017,66.05,64.73,61.75,64.18
C0165,2018,71.18,84.74,76.36,77.43
C0165,2019,44.46,53.38,53.48,50.44
C0165,2020,77.76,60.53,45.01,61.10
C0165,2021,46.39,84.93,57.62,62.98
C0165,2022,81.30,84.81,60.15,75.42
C0165,2023,79.10,74.29,40.83,64.74
C0165,2024,75.44,82.95,80.74,79.71
C0166,2015,41.81,44.44,57.96,48.07
C0166,2016,55.16,83.25,69.02,69.14
C0166,2017,53.16,56.03,43.70,50.96
C0166,2018,58.01,48.92,48.75,51.89
C0166,2019,44.38,51.97,84.48,60.28
C0166,2020,86.85,60.90,70.43,72.73
C0166,2021,67.69,52.56,87.51,69.25
C0166,2022,55.28,56.03,89.94,67.08
C0166,2023,59.85,46.75,58.59,55.06
C0166,2024,62.36,54.81,54.94,57.37
C0167,2015,70.03,68.61,82.92,73.85
C0167,2016,65.78,62.09,89.93,72.60
C0167,2017,85.97,57.34,71.48,71.60
C0167,2018,64.85,77.32,79.76,73.98
C0167,2019,89.61,84.68,79.09,84.46
C0167,2020,82.57,77.84,57.77,72.73
C0167,2021,50.43,56.60,68.71,58.58
C0167,2022,86.53,77.22,81.65,81.80
C0167,2023,45.82,47.60,74.41,55.94
C0167,2024,80.87,46.52,41.06,56.15
C0168,2015,59.03,57.28,56.84,57.72
C0168,2016,83.90,80.39,47.22,70.50
C0168,2017,83.40,52.32,51.65,62.46
C0168,2018,80.30,43.16,85.27,69.58
C0168,2019,79.50,46.59,41.84,55.98
C0168,2020,55.23,82.94,50.99,63.05
C0168,2021,44.05,71.69,55.48,57.07
C0168,2022,60.15,52.66,70.84,61.22
C0168,2023,48.68,67.76,66.71,61.05
C0168,2024,74.75,66.38,50.91,64.01
C0169,2015,57.30,72.77,48.21,59.43
C0169,2016,88.78,51.66,51.84,64.09
C0169,2017,72.05,83.22,65.13,73.47
C0169,2018,81.12,55.47,53.56,63.38
C0169,2019,46.63,74.71,87.38,69.57
C0169,2020,83.10,40.81,63.19,62.37
C0169,2021,86.14,58.63,42.94,62.57
C0169,2022,64.35,57.59,76.46,66.13
C0169,2023,70.31,67.17,56.44,64.64
C0169,2024,78.24,43.64,72.67,64.85
C0170,2015,48.74,79.51,53.98,60.74
C0170,2016,65.13,50.89,68.54,61.52
C0170,2017,59.93,73.85,78.61,70.80
C0170,2018,47.32,80.16,86.40,71.29
C0170,2019,58.38,68.09,53.06,59.84
C0170,2020,43.41,77.04,56.74,59.07
C0170,2021,41.29,73.09,63.21,59.20
C0170,2022,46.76,57.78,86.36,63.63
C0170,2023,88.16,80.44,85.07,84.56
C0170,2024,67.48,54.74,44.49,55.57
C0171,2015,88.29,68.56,46.60,67.82
C0171,2016,61.62,77.27,64.78,67.89
C0171,2017,55.59,58.95,45.33,53.29
C0171,2018,65.31,55.14,57.28,59.24
C0171,2019,61.98,62.97,47.42,57.45
C0171,2020,45.28,80.90,71.80,65.99
C0171,2021,72.04,86.50,87.47,82.00
C0171,2022,50.80,67.25,89.84,69.30
C0171,2023,70.98,73.07,58.76,67.60
C0171,2024,72.51,85.16,69.95,75.87
C0172,2015,47.60,44.93,82.81,58.45
C0172,2016,43.07,51.60,45.87,46.85
C0172,2017,79.04,75.45,74.48,76.32
C0172,2018,62.99,81.19,60.44,68.21
C0172,2019,42.91,82.85,50.31,58.69
C0172,2020,89.74,60.76,60.14,70.21
C0172,2021,42.89,44.47,43.80,43.72
C0172,2022,74.75,61.89,74.77,70.47
C0172,2023,89.18,51.54,52.64,64.45
C0172,2024,51.96,54.56,55.57,54.03
C0173,2015,47.11,78.61,46.05,57.26
C0173,2016,46.07,43.78,83.23,57.69
C0173,2017,55.16,81.38,64.67,67.07
C0173,2018,45.05,61.38,68.61,58.35
C0173,2019,74.61,69.80,68.47,70.96
C0173,2020,43.11,44.48,60.52,49.37
C0173,2021,65.47,56.87,49.63,57.32
C0173,2022,89.83,44.49,77.26,70.53
C0173,2023,80.70,88.08,46.35,71.71
C0173,2024,70.76,80.36,45.19,65.44
C0174,2015,55.31,62.98,75.51,64.60
C0174,2016,71.19,51.18,50.44,57.61
C0174,2017,66.35,86.67,55.34,69.45
C0174,2018,61.30,57.23,63.76,60.77
C0174,2019,46.54,48.05,62.47,52.35
C0174,2020,84.33,68.16,75.43,75.97
C0174,2021,62.49,87.19,71.17,73.62
C0174,2022,49.73,40.19,72.22,54.05
C0174,2023,58.39,51.91,75.70,62.00
C0174,2024,60.71,86.92,54.63,67.42
C0175,2015,81.38,48.55,56.12,62.02
C0175,2016,76.68,45.66,61.90,61.41
C0175,2017,78.47,68.51,55.37,67.45
C0175,2018,40.55,83.09,89.25,70.96
C0175,2019,60.81,63.86,80.70,68.46
C0175,2020,64.07,89.73,48.23,67.34
C0175,2021,40.96,73.96,40.28,51.73
C0175,2022,52.99,43.70,42.14,46.28
C0175,2023,78.01,89.64,52.20,73.29
C0175,2024,46.86,60.39,45.71,50.99
C0176,2015,66.77,54.37,66.67,62.60
C0176,2016,50.76,67.89,82.90,67.18
C0176,2017,40.61,55.22,76.84,57.55
C0176,2018,52.06,44.32,50.78,49.05
C0176,2019,88.79,40.07,59.96,62.94
C0176,2020,80.08,62.48,65.39,69.32
C0176,2021,87.98,81.84,80.51,83.44
C0176,2022,64.39,68.62,81.96,71.65
C0176,2023,45.49,89.96,85.49,73.64
C0176,2024,67.40,54.34,65.46,62.40
C0177,2015,62.72,54.02,74.71,63.82
C0177,2016,82.22,47.99,45.59,58.60
C0177,2017,44.90,48.20,68.26,53.79
C0177,2018,64.41,54.26,52.43,57.04
C0177,2019,47.50,79.64,61.59,62.91
C0177,2020,56.23,85.29,71.70,71.07
C0177,2021,76.87,88.75,52.85,72.82
C0177,2022,63.80,51.61,42.61,52.67
C0177,2023,58.79,84.06,40.51,61.12
C0177,2024,59.72,56.41,41.11,52.41
C0178,2015,62.97,45.64,40.42,49.68
C0178,2016,79.25,83.50,45.52,69.42
C0178,2017,84.60,71.81,51.97,69.46
C0178,2018,87.77,48.24,51.06,62.35
C0178,2019,79.35,61.49,89.34,76.73
C0178,2020,55.77,54.36,55.30,55.14
C0178,2021,74.41,76.84,46.37,65.87
C0178,2022,61.88,62.67,67.28,63.94
C0178,2023,52.73,89.46,82.90,75.03
C0178,2024,82.04,42.74,73.90,66.23
C0179,2015,41.92,57.75,54.80,51.49
C0179,2016,85.09,64.10,68.08,72.42
C0179,2017,63.07,65.16,75.74,67.99
C0179,2018,71.86,55.80,76.41,68.02
C0179,2019,72.97,76.46,73.33,74.25
C0179,2020,84.76,83.74,83.54,84.01
C0179,2021,71.83,86.94,83.51,80.76
C0179,2022,70.70,80.25,68.95,73.30
C0179,2023,43.33,82.53,61.49,62.45
C0179,2024,65.92,67.53,72.08,68.51
C0180,2015,47.51,81.29,80.91,69.90
C0180,2016,76.87,55.18,40.28,57.44
C0180,2017,65.61,59.92,89.60,71.71
C0180,2018,74.01,55.85,49.14,59.67
C0180,2019,42.08,63.37,63.51,56.32
C0180,2020,44.24,54.28,83.60,60.71
C0180,2021,75.82,88.08,51.25,71.72
C0180,2022,43.60,55.64,63.84,54.36
C0180,2023,43.56,44.90,46.63,45.03
C0180,2024,40.61,66.34,59.75,55.57
C0181,2015,87.83,42.85,48.86,59.85
C0181,2016,76.88,45.53,58.18,60.19
C0181,2017,57.66,50.97,58.67,55.77
C0181,2018,54.83,63.22,89.66,69.23
C0181,2019,57.49,61.66,89.74,69.63
C0181,2020,78.73,79.98,45.74,68.15
C0181,2021,73.07,76.97,76.30,75.45
C0181,2022,49.26,61.32,42.59,51.05
C0181,2023,48.71,56.69,41.51,48.97
C0181,2024,44.92,55.82,45.27,48.67
C0182,2015,73.02,78.70,88.27,80.00
C0182,2016,78.22,42.60,87.04,69.29
C0182,2017,53.25,40.64,49.70,47.86
C0182,2018,41.05,79.78,48.08,56.30
C0182,2019,44.11,63.86,52.03,53.33
C0182,2020,88.39,46.54,65.78,66.90
C0182,2021,54.77,51.78,68.49,58.35
C0182,2022,78.46,86.63,51.08,72.06
C0182,2023,71.23,82.98,77.83,77.35
C0182,2024,59.10,75.49,55.48,63.35
C0183,2015,50.28,64.11,86.11,66.83
C0183,2016,46.07,66.02,72.84,61.64
C0183,2017,70.75,88.76,61.82,73.78
C0183,2018,78.73,88.29,79.50,82.17
C0183,2019,72.20,50.76,80.90,67.95
C0183,2020,66.52,80.56,54.52,67.20
C0183,2021,42.10,49.86,56.99,49.65
C0183,2022,88.42,50.68,86.80,75.30
C0183,2023,79.94,73.80,48.24,67.33
C0183,2024,54.64,60.25,42.11,52.33
C0184,2015,89.00,86.58,62.70,79.43
C0184,2016,70.09,44.45,80.06,64.87
C0184,2017,69.12,65.58,78.58,71.09
C0184,2018,77.40,85.93,85.98,83.10
C0184,2019,80.59,85.21,66.66,77.48
C0184,2020,72.82,47.83,45.00,55.22
C0184,2021,46.40,58.33,69.43,58.06
C0184,2022,56.91,70.96,78.92,68.93
C0184,2023,86.40,47.97,44.67,59.68
C0184,2024,51.23,88.40,48.63,62.75
C0185,2015,58.61,85.74,40.61,61.65
C0185,2016,61.60,48.35,69.68,59.88
C0185,2017,61.97,46.06,84.34,64.12
C0185,2018,70.65,44.27,73.53,62.82
C0185,2019,87.15,85.47,89.10,87.24
C0185,2020,52.03,49.68,43.15,48.29
C0185,2021,46.08,60.81,85.15,64.01
C0185,2022,49.87,62.44,80.70,64.34
C0185,2023,84.35,69.95,55.71,70.00
C0185,2024,72.29,43.59,88.68,68.18
C0186,2015,54.30,51.34,54.40,53.34
C0186,2016,80.80,86.57,84.47,83.95
C0186,2017,83.07,85.42,84.04,84.18
C0186,2018,82.33,79.06,77.88,79.76
C0186,2019,85.95,40.97,68.17,65.03
C0186,2020,52.61,56.35,46.00,51.65
