Company_ID,Year,Controversy_Score,Regulatory_Fines,ESG_Risk_Rating
C0078,2024,31.92,13.38,Medium
C0079,2015,79.74,35.71,High
C0079,2016,68.68,23.77,High
C0079,2017,11.32,23.97,Low
C0079,2018,98.98,1.92,High
C0079,2019,68.96,26.47,High
C0079,2020,1.39,21.24,Low
C0079,2021,72.23,43.98,High
C0079,2022,13.39,19.04,Low
C0079,2023,29.33,30.46,Low
C0079,2024,34.84,46.79,Medium
C0080,2015,30.98,28.31,Medium
C0080,2016,74.44,1.49,High
C0080,2017,75.33,5.08,High
C0080,2018,52.85,48.34,Medium
C0080,2019,56.70,27.60,Medium
C0080,2020,31.36,9.46,Medium
C0080,2021,2.32,28.39,Low
C0080,2022,35.17,47.87,Medium
C0080,2023,0.94,2.24,Low
C0080,2024,86.48,26.36,High
C0081,2015,64.08,6.81,High
C0081,2016,97.93,22.34,High
C0081,2017,18.29,32.73,Low
C0081,2018,65.78,22.96,High
C0081,2019,18.79,48.14,Low
C0081,2020,63.90,29.23,High
C0081,2021,49.18,48.18,Medium
C0081,2022,66.47,15.72,High
C0081,2023,72.53,1.06,High
C0081,2024,52.28,7.73,Medium
C0082,2015,49.38,3.58,Medium
C0082,2016,6.97,36.95,Low
C0082,2017,36.37,9.49,Medium
C0082,2018,30.20,37.85,Medium
C0082,2019,62.56,26.88,High
C0082,2020,27.60,10.84,Low
C0082,2021,23.24,30.67,Low
C0082,2022,84.87,0.57,High
C0082,2023,82.85,16.74,High
C0082,2024,32.85,39.23,Medium
C0083,2015,8.57,37.46,Low
C0083,2016,49.76,39.53,Medium
C0083,2017,45.13,29.38,Medium
C0083,2018,86.98,28.66,High
C0083,2019,54.69,20.37,Medium
C0083,2020,94.28,47.43,High
C0083,2021,48.33,47.47,Medium
C0083,2022,66.73,0.43,High
C0083,2023,47.97,48.11,Medium
C0083,2024,32.11,43.53,Medium
C0084,2015,2.75,30.30,Low
C0084,2016,79.33,16.23,High
C0084,2017,90.31,21.04,High
C0084,2018,73.36,42.41,High
C0084,2019,27.24,7.38,Low
C0084,2020,81.70,31.04,High
C0084,2021,61.29,11.54,High
C0084,2022,68.29,18.91,High
C0084,2023,6.63,0.25,Low
C0084,2024,58.18,48.47,Medium
C0085,2015,56.11,5.43,Medium
C0085,2016,66.17,38.17,High
C0085,2017,77.16,28.08,High
C0085,2018,40.46,41.40,Medium
C0085,2019,15.50,25.78,Low
C0085,2020,92.39,49.22,High
C0085,2021,77.66,30.35,High
C0085,2022,54.04,30.82,Medium
C0085,2023,35.45,46.04,Medium
C0085,2024,98.40,12.90,High
C0086,2015,9.35,18.14,Low
C0086,2016,93.46,33.25,High
C0086,2017,40.41,7.06,Medium
C0086,2018,9.68,40.48,Low
C0086,2019,37.92,29.59,Medium
C0086,2020,74.97,37.75,High
C0086,2021,42.48,49.51,Medium
C0086,2022,49.30,48.84,Medium
C0086,2023,82.35,22.38,High
C0086,2024,61.55,14.06,High
C0087,2015,66.81,31.72,High
C0087,2016,15.40,35.57,Low
C0087,2017,25.25,14.74,Low
C0087,2018,41.13,14.07,Medium
C0087,2019,10.98,10.75,Low
C0087,2020,27.91,45.47,Low
C0087,2021,83.35,5.08,High
C0087,2022,2.21,12.32,Low
C0087,2023,5.09,31.22,Low
C0087,2024,68.70,23.38,High
C0088,2015,38.61,6.04,Medium
C0088,2016,77.30,14.48,High
C0088,2017,93.18,20.41,High
C0088,2018,26.67,47.93,Low
C0088,2019,3.70,19.79,Low
C0088,2020,45.59,5.79,Medium
C0088,2021,96.42,48.62,High
C0088,2022,54.54,21.70,Medium
C0088,2023,37.74,6.99,Medium
C0088,2024,55.20,30.55,Medium
C0089,2015,16.54,40.43,Low
C0089,2016,75.13,35.53,High
C0089,2017,68.05,15.58,High
C0089,2018,72.41,11.95,High
C0089,2019,30.23,44.14,Medium
C0089,2020,81.35,9.69,High
C0089,2021,89.30,37.84,High
C0089,2022,95.55,1.15,High
C0089,2023,63.85,20.98,High
C0089,2024,34.82,49.25,Medium
C0090,2015,38.75,31.69,Medium
C0090,2016,56.56,15.53,Medium
C0090,2017,57.55,34.99,Medium
C0090,2018,79.24,17.67,High
C0090,2019,8.49,46.94,Low
C0090,2020,56.66,11.75,Medium
C0090,2021,34.86,16.00,Medium
C0090,2022,83.39,34.44,High
C0090,2023,35.21,39.76,Medium
C0090,2024,46.78,28.82,Medium
C0091,2015,22.77,14.46,Low
C0091,2016,29.57,28.65,Low
C0091,2017,55.56,10.96,Medium
C0091,2018,42.59,2.87,Medium
C0091,2019,20.15,45.98,Low
C0091,2020,47.39,24.06,Medium
C0091,2021,16.53,24.01,Low
C0091,2022,88.17,37.24,High
C0091,2023,92.42,28.00,High
C0091,2024,22.64,22.71,Low
C0092,2015,5.23,39.73,Low
C0092,2016,92.70,23.75,High
C0092,2017,31.20,45.64,Medium
C0092,2018,18.80,15.31,Low
C0092,2019,91.93,1.68,High
C0092,2020,88.26,7.46,High
C0092,2021,5.32,40.96,Low
C0092,2022,20.77,46.31,Low
C0092,2023,81.26,3.75,High
C0092,2024,26.72,45.44,Low
C0093,2015,66.84,47.18,High
C0093,2016,4.00,37.72,Low
C0093,2017,84.16,38.05,High
C0093,2018,42.22,0.08,Medium
C0093,2019,47.01,11.14,Medium
C0093,2020,80.83,10.73,High
C0093,2021,45.42,29.07,Medium
C0093,2022,10.41,32.85,Low
C0093,2023,50.44,45.08,Medium
C0093,2024,45.68,24.40,Medium
C0094,2015,45.00,25.05,Medium
C0094,2016,19.28,2.71,Low
C0094,2017,16.40,49.87,Low
C0094,2018,77.79,47.28,High
C0094,2019,61.92,3.60,High
C0094,2020,0.64,27.88,Low
C0094,2021,83.53,17.39,High
C0094,2022,12.14,21.42,Low
C0094,2023,73.77,32.58,High
C0094,2024,9.61,20.99,Low
C0095,2015,97.14,24.78,High
C0095,2016,90.05,13.65,High
C0095,2017,18.30,4.12,Low
C0095,2018,0.84,37.76,Low
C0095,2019,5.97,18.92,Low
C0095,2020,80.87,44.33,High
C0095,2021,7.68,47.25,Low
C0095,2022,77.81,4.42,High
C0095,2023,81.98,34.22,High
C0095,2024,30.69,41.01,Medium
C0096,2015,73.51,32.35,High
C0096,2016,82.03,16.43,High
C0096,2017,78.06,14.23,High
C0096,2018,19.16,23.11,Low
C0096,2019,44.93,12.95,Medium
C0096,2020,6.82,44.79,Low
C0096,2021,52.53,2.45,Medium
C0096,2022,44.23,5.63,Medium
C0096,2023,90.26,30.33,High
C0096,2024,1.81,32.92,Low
C0097,2015,53.02,36.80,Medium
C0097,2016,73.23,13.78,High
C0097,2017,46.40,14.72,Medium
C0097,2018,23.81,20.68,Low
C0097,2019,60.98,11.72,High
C0097,2020,98.71,18.86,High
C0097,2021,4.10,34.85,Low
C0097,2022,19.60,24.93,Low
C0097,2023,49.06,48.33,Medium
C0097,2024,59.76,28.98,Medium
C0098,2015,62.42,16.43,High
C0098,2016,6.02,9.09,Low
C0098,2017,12.29,10.99,Low
C0098,2018,94.47,0.80,High
C0098,2019,7.53,22.11,Low
C0098,2020,41.91,48.00,Medium
C0098,2021,57.73,38.87,Medium
C0098,2022,31.42,15.03,Medium
C0098,2023,25.57,39.94,Low
C0098,2024,29.02,46.59,Low
C0099,2015,28.26,33.63,Low
C0099,2016,37.94,25.59,Medium
C0099,2017,11.61,6.79,Low
C0099,2018,85.35,3.98,High
C0099,2019,75.94,10.95,High
C0099,2020,3.41,33.17,Low
C0099,2021,76.13,7.74,High
C0099,2022,82.81,26.66,High
C0099,2023,92.20,21.83,High
C0099,2024,61.29,31.43,High
C0100,2015,85.28,2.60,High
C0100,2016,75.91,49.01,High
C0100,2017,2.54,34.50,Low
C0100,2018,81.10,36.09,High
C0100,2019,58.10,0.81,Medium
C0100,2020,65.06,3.97,High
C0100,2021,88.49,34.39,High
C0100,2022,1.04,5.48,Low
C0100,2023,10.79,44.77,Low
C0100,2024,57.38,31.07,Medium
C0101,2015,40.96,3.55,Medium
C0101,2016,41.80,30.68,Medium
C0101,2017,31.22,40.14,Medium
C0101,2018,81.85,40.05,High
C0101,2019,10.36,20.06,Low
C0101,2020,53.30,23.00,Medium
C0101,2021,45.82,36.81,Medium
C0101,2022,55.13,43.71,Medium
C0101,2023,5.06,39.68,Low
C0101,2024,67.38,29.81,High
C0102,2015,1.35,36.25,Low
C0102,2016,52.78,32.62,Medium
C0102,2017,26.55,28.86,Low
C0102,2018,31.31,45.98,Medium
C0102,2019,73.84,32.39,High
C0102,2020,98.59,19.10,High
C0102,2021,47.54,48.72,Medium
C0102,2022,66.95,47.48,High
C0102,2023,24.85,39.03,Low
C0102,2024,55.40,1.64,Medium
C0103,2015,10.00,36.43,Low
C0103,2016,85.02,1.50,High
C0103,2017,45.57,3.68,Medium
C0103,2018,36.15,17.63,Medium
C0103,2019,51.34,15.81,Medium
C0103,2020,91.29,28.19,High
C0103,2021,77.65,12.19,High
C0103,2022,15.27,9.96,Low
C0103,2023,76.80,33.33,High
C0103,2024,39.29,22.17,Medium
C0104,2015,39.50,2.65,Medium
C0104,2016,75.78,22.12,High
C0104,2017,45.97,37.94,Medium
C0104,2018,7.25,3.33,Low
C0104,2019,24.68,45.79,Low
C0104,2020,89.46,23.82,High
C0104,2021,59.19,25.60,Medium
C0104,2022,86.22,14.97,High
C0104,2023,30.52,32.35,Medium
C0104,2024,68.90,1.07,High
C0105,2015,78.53,36.93,High
C0105,2016,18.29,4.96,Low
C0105,2017,2.33,22.23,Low
C0105,2018,63.44,7.36,High
C0105,2019,57.69,8.47,Medium
C0105,2020,3.98,23.22,Low
C0105,2021,41.08,3.27,Medium
C0105,2022,56.34,7.49,Medium
C0105,2023,21.21,27.18,Low
C0105,2024,9.65,34.80,Low
C0106,2015,80.13,17.97,High
C0106,2016,92.50,43.29,High
C0106,2017,44.75,8.05,Medium
C0106,2018,13.40,28.03,Low
C0106,2019,42.13,4.47,Medium
C0106,2020,27.91,8.37,Low
C0106,2021,49.05,45.44,Medium
C0106,2022,0.90,49.64,Low
C0106,2023,86.70,49.87,High
C0106,2024,5.81,40.02,Low
C0107,2015,42.99,9.98,Medium
C0107,2016,66.11,14.30,High
C0107,2017,65.11,4.45,High
C0107,2018,29.82,2.70,Low
C0107,2019,49.96,36.63,Medium
C0107,2020,49.69,27.02,Medium
C0107,2021,13.13,33.03,Low
C0107,2022,37.24,29.00,Medium
C0107,2023,11.93,0.59,Low
C0107,2024,5.71,15.99,Low
C0108,2015,5.56,34.56,Low
C0108,2016,43.50,43.06,Medium
C0108,2017,72.96,7.72,High
C0108,2018,98.45,5.90,High
C0108,2019,57.12,47.94,Medium
C0108,2020,29.93,48.36,Low
C0108,2021,20.71,37.50,Low
C0108,2022,69.48,2.96,High
C0108,2023,5.18,31.51,Low
C0108,2024,26.23,6.42,Low
C0109,2015,68.85,42.27,High
C0109,2016,44.50,15.16,Medium
C0109,2017,50.02,23.75,Medium
C0109,2018,97.55,9.34,High
C0109,2019,40.46,36.26,Medium
C0109,2020,59.51,25.11,Medium
C0109,2021,99.86,35.29,High
C0109,2022,68.64,15.99,High
C0109,2023,51.45,18.84,Medium
C0109,2024,32.39,44.83,Medium
C0110,2015,97.65,12.71,High
C0110,2016,29.38,45.15,Low
C0110,2017,11.58,3.79,Low
C0110,2018,92.59,7.94,High
C0110,2019,31.90,33.16,Medium
C0110,2020,58.89,49.71,Medium
C0110,2021,64.59,46.69,High
C0110,2022,26.09,25.42,Low
C0110,2023,42.34,26.39,Medium
C0110,2024,15.55,28.67,Low
C0111,2015,88.45,39.61,High
C0111,2016,58.45,27.54,Medium
C0111,2017,89.03,5.89,High
C0111,2018,25.71,41.91,Low
C0111,2019,63.40,44.27,High
C0111,2020,21.80,45.90,Low
C0111,2021,28.90,21.03,Low
C0111,2022,36.11,11.06,Medium
C0111,2023,54.94,5.97,Medium
C0111,2024,55.58,26.23,Medium
C0112,2015,20.03,13.87,Low
C0112,2016,4.61,21.36,Low
C0112,2017,77.21,4.95,High
C0112,2018,52.61,9.96,Medium
C0112,2019,31.33,21.92,Medium
C0112,2020,5.28,8.93,Low
C0112,2021,10.46,11.26,Low
C0112,2022,42.36,1.00,Medium
C0112,2023,48.38,3.65,Medium
C0112,2024,37.75,5.82,Medium
C0113,2015,56.65,32.83,Medium
C0113,2016,81.41,7.50,High
C0113,2017,67.71,44.03,High
C0113,2018,86.70,39.27,High
C0113,2019,61.58,40.86,High
C0113,2020,10.50,17.61,Low
C0113,2021,14.99,2.89,Low
C0113,2022,39.05,3.82,Medium
C0113,2023,28.39,34.49,Low
C0113,2024,65.22,46.16,High
C0114,2015,62.58,8.76,High
C0114,2016,46.26,43.21,Medium
C0114,2017,64.36,32.65,High
C0114,2018,91.12,33.83,High
C0114,2019,49.17,34.88,Medium
C0114,2020,34.73,3.11,Medium
C0114,2021,47.62,30.19,Medium
C0114,2022,14.51,24.16,Low
C0114,2023,9.74,41.83,Low
C0114,2024,41.05,21.41,Medium
C0115,2015,92.34,25.48,High
C0115,2016,86.29,29.02,High
C0115,2017,67.83,29.34,High
C0115,2018,71.89,20.00,High
C0115,2019,86.06,8.31,High
C0115,2020,91.54,12.57,High
C0115,2021,65.94,20.62,High
C0115,2022,38.60,30.99,Medium
C0115,2023,14.75,22.73,Low
C0115,2024,0.69,39.58,Low
C0116,2015,64.79,28.75,High
C0116,2016,39.78,17.13,Medium
C0116,2017,7.97,24.86,Low
C0116,2018,27.87,17.97,Low
C0116,2019,46.87,1.52,Medium
C0116,2020,78.36,14.05,High
C0116,2021,31.48,22.54,Medium
C0116,2022,65.62,12.76,High
C0116,2023,4.32,35.98,Low
C0116,2024,96.24,43.11,High
C0117,2015,97.17,14.85,High
C0117,2016,52.83,1.21,Medium
C0117,2017,65.76,43.78,High
C0117,2018,76.46,28.87,High
C0117,2019,97.04,0.29,High
C0117,2020,54.46,25.00,Medium
C0117,2021,75.54,4.84,High
C0117,2022,19.24,33.70,Low
C0117,2023,15.40,26.69,Low
C0117,2024,71.25,45.66,High
C0118,2015,92.39,19.75,High
C0118,2016,56.76,46.18,Medium
C0118,2017,53.45,41.82,Medium
C0118,2018,57.11,37.62,Medium
C0118,2019,87.95,21.90,High
C0118,2020,80.00,20.71,High
C0118,2021,80.17,19.73,High
C0118,2022,10.65,2.58,Low
C0118,2023,75.97,30.30,High
C0118,2024,76.83,39.90,High
C0119,2015,13.22,37.20,Low
C0119,2016,47.15,29.14,Medium
C0119,2017,9.79,17.86,Low
C0119,2018,39.70,34.74,Medium
C0119,2019,64.10,26.44,High
C0119,2020,21.83,41.99,Low
C0119,2021,13.22,13.67,Low
C0119,2022,63.83,5.10,High
C0119,2023,82.68,0.16,High
C0119,2024,15.43,37.15,Low
C0120,2015,90.42,29.97,High
C0120,2016,73.70,3.00,High
C0120,2017,67.80,42.00,High
C0120,2018,12.10,23.86,Low
C0120,2019,92.97,23.07,High
C0120,2020,47.35,34.23,Medium
C0120,2021,53.56,31.73,Medium
C0120,2022,51.26,11.94,Medium
C0120,2023,53.11,32.24,Medium
C0120,2024,82.29,42.91,High
C0121,2015,9.88,19.59,Low
C0121,2016,48.38,14.49,Medium
C0121,2017,61.39,3.01,High
C0121,2018,11.78,30.26,Low
C0121,2019,58.10,37.77,Medium
C0121,2020,50.92,48.38,Medium
C0121,2021,22.27,30.60,Low
C0121,2022,25.74,22.40,Low
C0121,2023,8.62,46.76,Low
C0121,2024,70.54,8.94,High
C0122,2015,14.83,35.42,Low
C0122,2016,78.90,16.37,High
C0122,2017,88.97,43.07,High
C0122,2018,24.11,37.26,Low
C0122,2019,26.03,16.68,Low
C0122,2020,12.31,38.74,Low
C0122,2021,54.09,44.52,Medium
C0122,2022,96.42,12.62,High
C0122,2023,24.37,28.58,Low
C0122,2024,15.98,20.98,Low
C0123,2015,60.61,46.29,High
C0123,2016,85.65,48.61,High
C0123,2017,87.02,5.19,High
C0123,2018,34.54,27.44,Medium
C0123,2019,78.68,26.54,High
C0123,2020,59.23,43.43,Medium
C0123,2021,73.29,38.95,High
C0123,2022,67.69,14.36,High
C0123,2023,12.77,26.10,Low
C0123,2024,35.75,18.91,Medium
C0124,2015,76.31,17.66,High
C0124,2016,75.99,36.55,High
C0124,2017,12.21,29.97,Low
C0124,2018,46.21,9.95,Medium
C0124,2019,86.90,31.03,High
C0124,2020,79.16,23.18,High
C0124,2021,58.09,17.05,Medium
C0124,2022,20.64,3.33,Low
C0124,2023,32.45,46.43,Medium
C0124,2024,65.37,43.08,High
C0125,2015,78.14,15.18,High
C0125,2016,61.36,27.82,High
C0125,2017,39.54,43.23,Medium
C0125,2018,57.66,25.97,Medium
C0125,2019,0.38,7.09,Low
C0125,2020,73.56,23.73,High
C0125,2021,84.40,15.70,High
C0125,2022,4.61,22.89,Low
C0125,2023,39.95,42.40,Medium
C0125,2024,84.88,20.44,High
C0126,2015,59.71,39.97,Medium
C0126,2016,48.34,11.63,Medium
C0126,2017,8.71,29.69,Low
C0126,2018,73.72,21.30,High
C0126,2019,68.93,48.65,High
C0126,2020,58.97,0.04,Medium
C0126,2021,6.04,18.18,Low
C0126,2022,64.27,40.67,High
C0126,2023,5.17,19.58,Low
C0126,2024,82.22,10.88,High
C0127,2015,86.93,42.66,High
C0127,2016,53.09,29.59,Medium
C0127,2017,84.84,27.83,High
C0127,2018,40.08,20.04,Medium
C0127,2019,29.00,7.88,Low
C0127,2020,48.41,28.78,Medium
C0127,2021,55.88,25.26,Medium
C0127,2022,76.65,20.10,High
C0127,2023,60.21,3.84,High
C0127,2024,85.59,32.55,High
C0128,2015,93.58,31.59,High
C0128,2016,52.20,27.95,Medium
C0128,2017,71.77,6.57,High
C0128,2018,48.15,15.14,Medium
C0128,2019,90.61,23.49,High
C0128,2020,3.05,36.72,Low
C0128,2021,71.86,11.15,High
C0128,2022,49.63,40.04,Medium
C0128,2023,6.11,15.96,Low
C0128,2024,74.57,33.28,High
C0129,2015,39.28,46.85,Medium
C0129,2016,52.72,35.71,Medium
C0129,2017,71.28,3.46,High
C0129,2018,25.21,18.82,Low
C0129,2019,28.83,28.91,Low
C0129,2020,35.67,33.66,Medium
C0129,2021,74.76,17.24,High
C0129,2022,98.18,21.44,High
C0129,2023,36.30,18.80,Medium
C0129,2024,61.08,34.90,High
C0130,2015,32.41,45.68,Medium
C0130,2016,87.68,38.91,High
C0130,2017,93.55,13.16,High
C0130,2018,18.96,27.01,Low
C0130,2019,65.41,23.91,High
C0130,2020,90.59,0.78,High
C0130,2021,47.50,46.92,Medium
C0130,2022,33.53,23.30,Medium
C0130,2023,90.57,47.16,High
C0130,2024,25.79,33.21,Low
C0131,2015,20.71,35.41,Low
C0131,2016,88.05,21.35,High
C0131,2017,63.36,42.90,High
C0131,2018,18.50,9.27,Low
C0131,2019,64.29,47.96,High
C0131,2020,87.62,30.82,High
C0131,2021,8.93,16.62,Low
C0131,2022,25.67,36.97,Low
C0131,2023,60.42,37.26,High
C0131,2024,11.50,38.73,Low
C0132,2015,90.54,14.67,High
C0132,2016,59.30,1.28,Medium
C0132,2017,58.50,44.46,Medium
C0132,2018,5.59,39.88,Low
C0132,2019,42.13,20.09,Medium
C0132,2020,19.49,8.31,Low
C0132,2021,80.85,23.44,High
C0132,2022,33.61,15.29,Medium
C0132,2023,40.30,9.70,Medium
C0132,2024,64.07,24.31,High
C0133,2015,71.74,41.48,High
C0133,2016,79.00,29.08,High
C0133,2017,17.49,24.37,Low
C0133,2018,26.26,49.70,Low
C0133,2019,9.24,38.02,Low
C0133,2020,85.64,6.60,High
C0133,2021,31.54,20.84,Medium
C0133,2022,12.61,23.25,Low
C0133,2023,31.14,30.53,Medium
C0133,2024,5.72,34.09,Low
C0134,2015,83.66,16.28,High
C0134,2016,28.70,18.37,Low
C0134,2017,35.01,5.17,Medium
C0134,2018,94.03,4.47,High
C0134,2019,18.93,37.90,Low
C0134,2020,20.40,46.30,Low
C0134,2021,56.05,9.84,Medium
C0134,2022,97.23,46.16,High
C0134,2023,90.12,17.19,High
C0134,2024,59.29,44.04,Medium
C0135,2015,81.22,1.30,High
C0135,2016,48.76,4.53,Medium
C0135,2017,43.46,21.74,Medium
C0135,2018,40.05,42.40,Medium
C0135,2019,45.45,22.46,Medium
C0135,2020,70.69,41.97,High
C0135,2021,82.15,17.04,High
C0135,2022,57.60,6.62,Medium
C0135,2023,86.89,46.27,High
C0135,2024,63.87,3.83,High
C0136,2015,80.27,35.36,High
C0136,2016,68.96,44.15,High
C0136,2017,77.38,6.00,High
C0136,2018,1.91,25.96,Low
C0136,2019,86.72,2.64,High
C0136,2020,88.59,22.95,High
C0136,2021,84.13,39.37,High
C0136,2022,73.02,15.20,High
C0136,2023,78.75,11.66,High
C0136,2024,18.12,12.58,Low
C0137,2015,4.76,39.56,Low
C0137,2016,28.97,48.69,Low
C0137,2017,44.24,11.42,Medium
C0137,2018,27.08,3.43,Low
C0137,2019,87.07,6.29,High
C0137,2020,96.44,31.41,High
C0137,2021,77.08,33.81,High
C0137,2022,47.66,22.47,Medium
C0137,2023,14.58,3.97,Low
C0137,2024,87.20,46.40,High
C0138,2015,84.20,46.50,High
C0138,2016,16.23,19.68,Low
C0138,2017,4.87,41.05,Low
C0138,2018,89.90,44.93,High
C0138,2019,82.19,25.40,High
C0138,2020,93.43,30.07,High
C0138,2021,35.79,36.65,Medium
C0138,2022,65.79,44.57,High
C0138,2023,86.42,4.46,High
C0138,2024,34.14,2.65,Medium
C0139,2015,47.45,33.75,Medium
C0139,2016,53.17,2.38,Medium
C0139,2017,2.93,5.22,Low
C0139,2018,82.84,21.12,High
C0139,2019,94.38,9.11,High
C0139,2020,41.71,44.94,Medium
C0139,2021,61.12,16.58,High
C0139,2022,54.16,28.88,Medium
C0139,2023,34.79,0.49,Medium
C0139,2024,8.24,25.67,Low
C0140,2015,52.01,40.50,Medium
C0140,2016,24.41,48.42,Low
C0140,2017,65.23,33.94,High
C0140,2018,53.72,10.13,Medium
C0140,2019,59.05,18.15,Medium
C0140,2020,60.17,7.84,High
C0140,2021,88.57,16.89,High
C0140,2022,14.74,28.07,Low
C0140,2023,80.57,24.37,High
C0140,2024,95.47,43.68,High
C0141,2015,72.13,10.20,High
C0141,2016,13.91,21.68,Low
C0141,2017,85.02,31.60,High
C0141,2018,79.18,49.06,High
C0141,2019,86.27,10.69,High
C0141,2020,48.63,41.65,Medium
C0141,2021,82.02,30.89,High
C0141,2022,15.40,6.69,Low
C0141,2023,57.67,39.20,Medium
C0141,2024,55.17,8.75,Medium
C0142,2015,89.67,34.99,High
C0142,2016,86.29,12.03,High
C0142,2017,71.60,23.42,High
C0142,2018,17.48,39.16,Low
C0142,2019,80.67,31.71,High
C0142,2020,61.42,37.02,High
C0142,2021,81.66,40.17,High
C0142,2022,93.84,1.74,High
C0142,2023,45.01,24.03,Medium
C0142,2024,74.45,49.28,High
C0143,2015,97.30,39.77,High
C0143,2016,21.37,18.29,Low
C0143,2017,84.70,14.25,High
C0143,2018,14.19,35.24,Low
C0143,2019,1.71,6.86,Low
C0143,2020,84.70,44.14,High
C0143,2021,95.99,4.09,High
C0143,2022,3.22,27.96,Low
C0143,2023,84.44,42.34,High
C0143,2024,69.94,36.00,High
C0144,2015,69.98,24.28,High
C0144,2016,45.96,11.47,Medium
C0144,2017,41.71,30.02,Medium
C0144,2018,37.30,48.32,Medium
C0144,2019,38.18,4.77,Medium
C0144,2020,93.72,1.58,High
C0144,2021,81.58,20.98,High
C0144,2022,31.37,29.56,Medium
C0144,2023,74.06,17.90,High
C0144,2024,65.65,35.89,High
C0145,2015,84.60,26.14,High
C0145,2016,9.19,17.36,Low
C0145,2017,70.01,39.71,High
C0145,2018,24.49,4.97,Low
C0145,2019,24.16,2.00,Low
C0145,2020,70.57,2.84,High
C0145,2021,89.49,40.71,High
C0145,2022,51.60,39.91,Medium
C0145,2023,46.55,41.54,Medium
C0145,2024,81.51,14.19,High
C0146,2015,2.54,24.58,Low
C0146,2016,70.71,15.99,High
C0146,2017,5.61,29.37,Low
C0146,2018,24.44,42.26,Low
C0146,2019,66.71,1.00,High
C0146,2020,38.02,28.49,Medium
C0146,2021,29.52,10.05,Low
C0146,2022,50.43,43.50,Medium
C0146,2023,84.99,47.85,High
C0146,2024,42.60,41.40,Medium
C0147,2015,53.29,1.68,Medium
C0147,2016,15.80,15.14,Low
C0147,2017,44.46,11.49,Medium
C0147,2018,1.65,41.31,Low
C0147,2019,83.81,0.90,High
C0147,2020,20.68,46.14,Low
C0147,2021,91.99,29.37,High
C0147,2022,35.77,37.20,Medium
C0147,2023,83.59,22.78,High
C0147,2024,38.96,35.35,Medium
C0148,2015,15.27,16.72,Low
C0148,2016,50.37,33.01,Medium
C0148,2017,26.06,21.54,Low
C0148,2018,32.30,46.60,Medium
C0148,2019,31.61,46.52,Medium
C0148,2020,34.58,28.52,Medium
C0148,2021,49.81,38.67,Medium
C0148,2022,12.77,37.12,Low
C0148,2023,25.76,35.32,Low
C0148,2024,63.23,48.70,High
C0149,2015,75.57,43.89,High
C0149,2016,24.38,37.27,Low
C0149,2017,26.20,3.95,Low
C0149,2018,47.80,17.75,Medium
C0149,2019,98.11,17.17,High
C0149,2020,55.02,25.61,Medium
C0149,2021,81.35,42.84,High
C0149,2022,91.87,33.60,High
C0149,2023,63.69,38.58,High
C0149,2024,51.92,2.08,Medium
C0150,2015,76.45,2.68,High
C0150,2016,31.89,46.42,Medium
C0150,2017,97.26,10.48,High
C0150,2018,47.54,39.73,Medium
C0150,2019,92.83,27.41,High
C0150,2020,75.98,17.48,High
C0150,2021,21.15,38.18,Low
C0150,2022,22.07,48.24,Low
C0150,2023,34.98,12.94,Medium
C0150,2024,37.20,17.61,Medium
C0151,2015,1.50,14.66,Low
C0151,2016,85.58,32.23,High
C0151,2017,24.04,36.21,Low
C0151,2018,82.48,23.92,High
C0151,2019,48.29,10.73,Medium
C0151,2020,59.20,16.06,Medium
C0151,2021,53.65,37.37,Medium
C0151,2022,94.47,44.18,High
C0151,2023,41.80,25.40,Medium
C0151,2024,38.88,12.43,Medium
C0152,2015,61.49,33.28,High
C0152,2016,38.19,31.97,Medium
C0152,2017,60.74,45.46,High
C0152,2018,57.24,14.25,Medium
C0152,2019,77.50,40.87,High
C0152,2020,98.99,33.53,High
C0152,2021,97.73,42.00,High
C0152,2022,12.38,5.15,Low
C0152,2023,45.21,41.36,Medium
C0152,2024,42.24,23.85,Medium
C0153,2015,19.07,38.73,Low
C0153,2016,74.37,12.16,High
C0153,2017,96.85,17.38,High
C0153,2018,15.26,20.74,Low
C0153,2019,27.22,27.51,Low
C0153,2020,85.50,25.52,High
C0153,2021,30.53,11.83,Medium
C0153,2022,44.13,45.18,Medium
C0153,2023,74.04,47.22,High
C0153,2024,12.60,11.86,Low
C0154,2015,52.71,19.55,Medium
C0154,2016,10.97,40.23,Low
C0154,2017,30.54,39.13,Medium
C0154,2018,23.69,48.68,Low
C0154,2019,73.02,47.37,High
C0154,2020,15.07,43.75,Low
C0154,2021,66.19,29.33,High
C0154,2022,57.56,16.89,Medium
C0154,2023,67.58,26.12,High
C0154,2024,87.66,38.56,High
C0155,2015,53.41,5.22,Medium
C0155,2016,72.06,35.16,High
C0155,2017,80.46,44.80,High
C0155,2018,69.56,10.52,High
C0155,2019,31.91,40.56,Medium
C0155,2020,96.15,44.54,High
C0155,2021,6.07,3.35,Low
C0155,2022,37.23,47.90,Medium
C0155,2023,82.13,25.11,High
C0155,2024,34.99,22.89,Medium
C0156,2015,54.59,30.13,Medium
C0156,2016,13.45,10.69,Low
C0156,2017,85.69,33.18,High
C0156,2018,93.12,40.44,High
C0156,2019,98.40,16.12,High
C0156,2020,7.71,12.78,Low
C0156,2021,19.92,45.75,Low
C0156,2022,49.50,23.38,Medium
