Company_ID,Year,Carbon_Emissions,Energy_Use,Waste_Recycled
C0067,2018,6567.71,38773.36,68.78
C0067,2019,26867.01,18254.55,55.14
C0067,2020,41215.00,64879.95,75.68
C0067,2021,38021.80,76147.63,81.12
C0067,2022,3485.05,92694.75,69.67
C0067,2023,25116.70,5286.32,27.14
C0067,2024,42759.04,11332.74,20.21
C0068,2015,32855.07,90443.54,33.43
C0068,2016,3900.86,64959.78,33.20
C0068,2017,16955.97,96001.48,32.78
C0068,2018,28272.76,45930.24,55.68
C0068,2019,9459.92,44585.28,56.41
C0068,2020,34413.79,37705.14,70.61
C0068,2021,32107.47,18567.80,34.10
C0068,2022,10919.77,40970.13,26.49
C0068,2023,27969.50,6391.61,66.63
C0068,2024,40774.21,53384.76,53.88
C0069,2015,19366.51,85484.97,66.64
C0069,2016,13102.34,35513.69,46.65
C0069,2017,35359.81,13990.81,72.56
C0069,2018,4469.41,97507.33,67.78
C0069,2019,41801.02,17252.87,65.52
C0069,2020,47229.49,55226.26,21.93
C0069,2021,48274.56,81872.64,80.07
C0069,2022,22194.40,28972.79,46.36
C0069,2023,31536.94,84941.51,29.49
C0069,2024,43010.86,57917.39,72.89
C0070,2015,11947.78,36533.89,54.05
C0070,2016,2357.43,87240.48,22.24
C0070,2017,19843.75,64090.01,74.73
C0070,2018,44334.18,63461.52,50.45
C0070,2019,25748.52,52880.92,72.84
C0070,2020,26980.73,31100.06,72.89
C0070,2021,34882.23,33961.74,27.00
C0070,2022,29151.35,13367.51,62.93
C0070,2023,3669.36,28153.75,45.21
C0070,2024,28482.15,31393.38,58.25
C0071,2015,32749.98,10576.64,26.20
C0071,2016,32438.19,15479.90,61.17
C0071,2017,36688.86,30674.03,74.43
C0071,2018,26476.09,69338.99,89.08
C0071,2019,45102.88,22502.32,42.42
C0071,2020,23748.77,54575.71,30.86
C0071,2021,26391.14,53250.81,45.61
C0071,2022,39234.98,84233.62,21.35
C0071,2023,41828.51,62870.56,48.61
C0071,2024,32769.71,92114.91,84.02
C0072,2015,7192.29,64669.63,33.60
C0072,2016,17265.65,7423.99,53.44
C0072,2017,1987.62,41241.75,60.08
C0072,2018,15477.04,71409.56,32.59
C0072,2019,28941.97,50136.58,43.11
C0072,2020,40456.31,44842.80,83.80
C0072,2021,29696.84,68796.83,40.70
C0072,2022,2954.84,32144.62,64.48
C0072,2023,13696.22,91352.91,29.59
C0072,2024,29325.02,44248.64,66.89
C0073,2015,35743.34,64965.69,39.54
C0073,2016,43456.24,98321.66,36.19
C0073,2017,48414.62,79620.62,28.69
C0073,2018,44697.54,55504.20,23.28
C0073,2019,23899.07,86641.82,87.75
C0073,2020,37599.55,58241.58,48.97
C0073,2021,12785.86,46957.08,74.43
C0073,2022,4127.71,87978.03,84.41
C0073,2023,3698.38,7579.76,34.28
C0073,2024,12823.98,43709.28,80.89
C0074,2015,2839.51,37584.28,69.56
C0074,2016,42663.35,72838.20,60.46
C0074,2017,25006.12,6195.69,76.64
C0074,2018,40734.10,67780.99,27.75
C0074,2019,47055.02,37904.32,38.45
C0074,2020,49701.49,14299.87,29.17
C0074,2021,46921.04,98131.42,82.72
C0074,2022,36111.28,25161.73,26.92
C0074,2023,22657.00,38167.34,88.60
C0074,2024,30301.26,24669.43,27.69
C0075,2015,41008.32,67889.16,66.33
C0075,2016,44980.17,79339.05,66.23
C0075,2017,47866.95,86760.88,85.19
C0075,2018,36799.68,34544.83,42.62
C0075,2019,27457.72,54832.57,43.24
C0075,2020,48450.21,68009.47,79.24
C0075,2021,47972.62,64804.49,88.50
C0075,2022,24400.09,73022.58,22.11
C0075,2023,32784.26,78124.09,64.47
C0075,2024,40654.09,14259.97,37.05
C0076,2015,22220.88,20989.55,70.96
C0076,2016,41639.50,74760.50,74.09
C0076,2017,6461.32,50284.18,73.38
C0076,2018,24576.43,45568.21,50.49
C0076,2019,24648.01,48266.81,31.05
C0076,2020,34548.20,40342.47,60.93
C0076,2021,6704.24,61151.41,75.23
C0076,2022,6057.31,35715.93,83.85
C0076,2023,45129.15,65497.46,51.69
C0076,2024,15883.33,24250.53,37.20
C0077,2015,17019.20,76980.45,28.32
C0077,2016,39066.22,79252.00,75.83
C0077,2017,21330.54,59959.48,57.47
C0077,2018,41813.26,40085.73,67.19
C0077,2019,20671.97,6367.67,31.15
C0077,2020,38269.39,16545.58,20.46
C0077,2021,26740.19,12570.27,87.73
C0077,2022,46855.58,5969.48,76.76
C0077,2023,17042.06,73610.88,48.00
C0077,2024,18771.84,95826.34,52.00
C0078,2015,48529.34,6060.99,85.03
C0078,2016,37138.73,15705.61,34.54
C0078,2017,38855.80,86764.21,76.20
C0078,2018,15502.86,70407.71,21.26
C0078,2019,27070.18,43447.49,81.30
C0078,2020,16363.51,99315.67,61.25
C0078,2021,13733.58,59494.03,53.43
C0078,2022,27226.82,68611.91,69.45
C0078,2023,49400.27,67051.75,24.74
C0078,2024,11516.51,26156.65,33.69
C0079,2015,12883.47,51371.82,48.49
C0079,2016,12913.32,25559.07,63.25
C0079,2017,39793.41,53399.13,30.12
C0079,2018,26013.62,7924.22,46.56
C0079,2019,19853.62,41286.12,38.26
C0079,2020,42345.70,40359.96,65.19
C0079,2021,15577.04,32704.91,84.35
C0079,2022,20218.68,12526.75,31.62
C0079,2023,4607.41,78241.87,33.25
C0079,2024,6826.59,44943.21,62.04
C0080,2015,7699.82,82327.45,51.75
C0080,2016,18001.79,84394.09,70.27
C0080,2017,26680.18,25291.75,40.15
C0080,2018,1036.47,45026.36,58.14
C0080,2019,10306.68,73492.53,47.08
C0080,2020,9606.85,52452.13,39.69
C0080,2021,13414.00,86231.48,71.05
C0080,2022,9137.97,59299.06,75.71
C0080,2023,10561.28,64810.19,43.03
C0080,2024,49210.14,79767.23,63.61
C0081,2015,30141.78,16611.10,32.50
C0081,2016,38371.97,60503.58,75.37
C0081,2017,41147.83,13115.84,39.69
C0081,2018,33716.35,29752.36,31.97
C0081,2019,35499.93,25194.31,85.80
C0081,2020,31981.89,58872.23,49.57
C0081,2021,32819.30,85170.73,65.04
C0081,2022,46494.03,17616.91,76.64
C0081,2023,10101.19,77997.67,68.03
C0081,2024,14461.77,18591.28,59.53
C0082,2015,5569.67,23018.81,46.01
C0082,2016,42028.90,92109.32,84.30
C0082,2017,22989.01,5924.27,29.35
C0082,2018,45448.12,23728.68,81.87
C0082,2019,21172.11,25477.83,69.69
C0082,2020,22688.09,31778.65,60.00
C0082,2021,22969.47,39524.11,42.73
C0082,2022,31012.16,14801.91,30.22
C0082,2023,38540.08,49503.16,51.02
C0082,2024,18213.32,42938.28,74.86
C0083,2015,31878.11,64368.71,72.17
C0083,2016,10994.40,87414.18,65.18
C0083,2017,28148.31,33283.42,89.47
C0083,2018,27782.66,56916.34,88.08
C0083,2019,44547.08,40280.85,48.00
C0083,2020,44896.42,8823.78,33.48
C0083,2021,24873.35,83002.16,52.47
C0083,2022,2205.37,65250.56,79.12
C0083,2023,42386.48,5206.37,52.10
C0083,2024,1030.50,28709.33,43.52
C0084,2015,24434.43,34353.99,71.89
C0084,2016,1969.72,82095.50,65.51
C0084,2017,18276.97,77267.75,87.81
C0084,2018,32201.47,42633.67,58.45
C0084,2019,19188.84,19947.51,87.72
C0084,2020,46417.68,41673.05,40.37
C0084,2021,32397.42,81963.90,80.54
C0084,2022,32675.75,47977.18,44.56
C0084,2023,19347.42,16007.67,76.68
C0084,2024,2888.63,8662.01,84.82
C0085,2015,37170.81,36666.85,63.62
C0085,2016,36095.99,19094.47,71.00
C0085,2017,26976.13,75778.91,87.10
C0085,2018,21397.13,31481.90,46.26
C0085,2019,27377.54,88358.04,55.81
C0085,2020,37593.95,63648.18,82.88
C0085,2021,35926.49,42398.06,67.10
C0085,2022,33247.37,62955.47,81.15
C0085,2023,45285.09,33041.53,63.28
C0085,2024,30884.53,18425.77,71.78
C0086,2015,1710.97,96596.87,20.91
C0086,2016,31285.13,58500.34,43.78
C0086,2017,31015.40,5696.17,73.93
C0086,2018,4412.17,34479.85,48.28
C0086,2019,21958.76,20155.78,45.40
C0086,2020,32903.72,29527.41,86.61
C0086,2021,35520.56,10292.97,58.68
C0086,2022,44759.43,28283.13,33.47
C0086,2023,42227.67,69886.53,53.06
C0086,2024,6711.04,82957.91,56.31
C0087,2015,30830.44,38002.24,89.21
C0087,2016,30227.59,54634.25,70.28
C0087,2017,15883.65,8970.11,56.36
C0087,2018,10021.18,13626.08,50.24
C0087,2019,10775.92,57432.79,84.08
C0087,2020,9699.84,84854.81,65.22
C0087,2021,40506.92,13358.86,44.93
C0087,2022,8271.26,44761.93,52.52
C0087,2023,13955.21,97190.34,39.47
C0087,2024,11671.63,75185.29,87.23
C0088,2015,35929.98,23772.31,69.14
C0088,2016,8761.40,32091.56,47.46
C0088,2017,2179.18,95052.04,32.82
C0088,2018,19337.05,25993.83,32.39
C0088,2019,15949.62,46886.20,53.44
C0088,2020,20487.53,38782.96,52.73
C0088,2021,37936.97,51553.69,49.25
C0088,2022,1605.98,27475.12,79.63
C0088,2023,2847.67,68493.29,88.54
C0088,2024,13526.59,27286.14,44.84
C0089,2015,44571.22,62199.63,40.62
C0089,2016,9284.65,38988.08,73.91
C0089,2017,49854.86,28890.23,51.49
C0089,2018,40478.94,71025.25,35.23
C0089,2019,23350.69,96697.78,32.67
C0089,2020,37645.25,87590.67,39.64
C0089,2021,26421.94,13249.36,20.09
C0089,2022,28733.62,48169.31,85.90
C0089,2023,29457.82,71004.09,50.12
C0089,2024,32787.31,58448.50,25.80
C0090,2015,3977.45,74003.90,31.55
C0090,2016,31208.41,97636.41,42.63
C0090,2017,36130.48,37515.82,58.62
C0090,2018,16225.43,78232.95,69.26
C0090,2019,48950.36,13936.78,41.55
C0090,2020,8077.81,87626.08,87.03
C0090,2021,45611.68,78951.06,73.22
C0090,2022,34146.02,54491.91,77.81
C0090,2023,33551.41,82998.18,42.66
C0090,2024,43925.11,68329.23,46.67
C0091,2015,41754.73,57461.49,57.66
C0091,2016,17926.29,94870.05,51.62
C0091,2017,35563.12,17375.20,38.19
C0091,2018,3479.53,99331.93,89.81
C0091,2019,23736.90,19671.12,79.39
C0091,2020,46951.09,50616.72,36.66
C0091,2021,14430.38,26984.04,82.47
C0091,2022,3448.57,30831.80,61.08
C0091,2023,29564.30,65024.04,20.88
C0091,2024,18399.89,8297.46,44.23
C0092,2015,19604.49,94370.94,21.80
C0092,2016,29540.40,31564.10,26.14
C0092,2017,31457.86,30890.59,32.53
C0092,2018,22428.78,87038.55,53.91
C0092,2019,25869.91,77659.44,46.69
C0092,2020,49669.53,68813.58,30.43
C0092,2021,47900.25,18904.05,47.62
C0092,2022,35658.54,78113.59,41.30
C0092,2023,8912.50,39272.80,48.71
C0092,2024,18638.04,99419.42,32.06
C0093,2015,44271.32,68768.71,62.68
C0093,2016,21754.73,84409.84,23.12
C0093,2017,47813.01,74709.60,47.15
C0093,2018,24926.79,61452.64,82.64
C0093,2019,43226.69,73050.31,49.38
C0093,2020,2733.57,61760.96,50.88
C0093,2021,22274.02,9863.87,24.76
C0093,2022,35312.83,37824.70,62.38
C0093,2023,43314.66,35059.66,85.55
C0093,2024,30872.01,72827.45,40.41
C0094,2015,9489.84,59736.45,47.53
C0094,2016,44403.91,62996.44,61.17
C0094,2017,29165.84,85463.25,26.52
C0094,2018,6292.89,54904.18,86.52
C0094,2019,23728.49,25736.33,52.73
C0094,2020,35248.23,6181.77,28.06
C0094,2021,23099.77,20152.27,43.47
C0094,2022,43668.72,7905.01,46.17
C0094,2023,21761.02,27521.17,44.18
C0094,2024,29589.18,65324.73,68.53
C0095,2015,11347.35,19384.80,44.19
C0095,2016,26121.63,12782.71,42.67
C0095,2017,11920.01,97231.19,42.55
C0095,2018,12034.17,99705.98,74.45
C0095,2019,14715.22,65517.23,41.59
C0095,2020,3165.76,15313.81,20.98
C0095,2021,9002.17,83044.46,45.59
C0095,2022,21793.67,56225.30,39.48
C0095,2023,7421.96,22296.99,83.63
C0095,2024,7535.85,59690.76,53.45
C0096,2015,48428.66,8741.30,36.42
C0096,2016,21927.77,97384.76,88.71
C0096,2017,20782.90,83466.72,37.27
C0096,2018,14119.05,29773.81,73.41
C0096,2019,26109.91,44796.63,65.47
C0096,2020,30207.18,42551.94,52.36
C0096,2021,21491.09,86841.95,48.41
C0096,2022,20296.62,38690.26,81.07
C0096,2023,35320.91,9558.12,53.26
C0096,2024,47539.06,25395.44,46.27
C0097,2015,44013.28,25479.12,44.80
C0097,2016,6812.39,95177.90,39.31
C0097,2017,32963.12,92785.20,48.63
C0097,2018,1345.33,33556.36,28.39
C0097,2019,32021.50,5262.87,24.56
C0097,2020,23753.33,54114.77,57.90
C0097,2021,25064.54,80737.79,51.80
C0097,2022,29813.25,30517.47,32.14
C0097,2023,37390.11,46709.18,27.48
C0097,2024,36743.43,21414.97,30.03
C0098,2015,3179.47,36102.55,42.07
C0098,2016,37088.22,77091.04,51.60
C0098,2017,41660.98,45686.72,33.53
C0098,2018,4340.46,47490.73,72.89
C0098,2019,16824.38,80007.41,33.53
C0098,2020,39811.14,77482.41,28.69
C0098,2021,25162.23,22779.52,89.62
C0098,2022,35049.66,44450.86,51.34
C0098,2023,25613.47,85641.49,31.90
C0098,2024,48932.90,48390.08,82.62
C0099,2015,46873.46,67867.53,36.18
C0099,2016,14776.12,34066.40,84.79
C0099,2017,19908.36,10658.06,28.33
C0099,2018,22135.95,20665.41,78.93
C0099,2019,6106.01,43163.48,32.90
C0099,2020,20799.67,38579.37,85.68
C0099,2021,38967.54,90085.87,60.20
C0099,2022,42497.92,56834.15,33.29
C0099,2023,44420.50,64579.76,79.14
C0099,2024,1713.39,70424.86,47.34
C0100,2015,39651.50,55504.46,71.30
C0100,2016,25628.76,78116.34,65.04
C0100,2017,11101.80,79394.55,70.00
C0100,2018,25438.51,38381.67,44.06
C0100,2019,42368.76,13054.59,85.72
C0100,2020,22278.22,98703.65,59.19
C0100,2021,49532.59,66048.97,25.43
C0100,2022,31217.48,72347.03,24.67
C0100,2023,24998.42,76886.12,71.68
C0100,2024,15449.58,63231.53,79.50
C0101,2015,1541.50,49735.64,68.67
C0101,2016,30916.87,98543.62,39.42
C0101,2017,29297.28,74127.45,35.81
C0101,2018,26323.90,85355.63,59.58
C0101,2019,27347.52,46769.16,33.77
C0101,2020,42332.60,90953.86,46.54
C0101,2021,16526.63,74554.35,64.01
C0101,2022,27962.44,75882.16,39.94
C0101,2023,34317.43,13258.47,46.28
C0101,2024,11281.13,63658.39,45.24
C0102,2015,46316.15,36845.59,52.24
C0102,2016,37119.00,68555.16,67.21
C0102,2017,3611.47,58980.34,74.76
C0102,2018,43390.23,15563.00,66.56
C0102,2019,46563.64,55348.84,21.83
C0102,2020,39889.83,47869.55,82.78
C0102,2021,21885.01,78762.13,60.68
C0102,2022,49724.47,52750.64,84.42
C0102,2023,7097.36,50710.41,87.47
C0102,2024,27293.69,73351.64,52.75
C0103,2015,9349.15,68515.85,84.15
C0103,2016,22528.09,99226.17,45.58
C0103,2017,46443.79,38435.51,38.23
C0103,2018,39918.80,70393.87,25.15
C0103,2019,39322.02,20889.56,51.63
C0103,2020,18338.84,81433.27,68.21
C0103,2021,46779.24,79684.78,88.38
C0103,2022,19044.79,73952.97,56.49
C0103,2023,2958.70,16309.82,71.41
C0103,2024,32252.26,98816.74,82.73
C0104,2015,18769.73,94548.01,58.02
C0104,2016,8532.52,40158.69,31.67
C0104,2017,46798.25,59845.01,79.37
C0104,2018,32224.74,89444.26,60.19
C0104,2019,47085.95,51991.18,73.10
C0104,2020,29565.96,61920.52,66.09
C0104,2021,4129.32,62308.07,24.27
C0104,2022,2467.09,66679.22,31.84
C0104,2023,45127.51,59672.53,40.04
C0104,2024,2897.67,43564.70,39.93
C0105,2015,31143.61,56250.54,78.74
C0105,2016,15600.81,87787.05,61.88
C0105,2017,34695.25,87089.82,25.84
C0105,2018,14951.40,78391.85,47.10
C0105,2019,2823.89,44340.22,58.94
C0105,2020,36811.09,79667.39,37.61
C0105,2021,16234.23,41846.35,22.79
C0105,2022,27989.15,68086.53,46.62
C0105,2023,38919.43,58905.67,52.28
C0105,2024,35438.34,33502.34,83.33
C0106,2015,18079.98,48023.44,83.59
C0106,2016,37643.51,83884.37,55.03
C0106,2017,46358.37,91711.52,53.00
C0106,2018,30888.76,24503.07,64.84
C0106,2019,35471.80,48340.41,38.07
C0106,2020,43429.50,46183.03,40.00
C0106,2021,42338.39,51456.45,20.18
C0106,2022,18228.47,97779.44,25.47
C0106,2023,49593.33,54280.54,32.50
C0106,2024,2399.73,83857.29,64.84
C0107,2015,49348.67,68074.02,34.89
C0107,2016,13053.86,15183.14,28.69
C0107,2017,22581.42,71087.40,63.14
C0107,2018,44300.75,66470.62,65.62
C0107,2019,12972.11,77054.54,24.18
C0107,2020,12014.30,12072.61,74.10
C0107,2021,32512.33,27924.22,62.43
C0107,2022,35567.08,78082.43,47.79
C0107,2023,1366.06,40208.52,88.82
C0107,2024,23071.77,91527.80,20.71
C0108,2015,24966.34,54178.69,58.14
C0108,2016,14319.92,5097.58,31.18
C0108,2017,27759.38,71389.42,43.05
C0108,2018,8574.30,53779.08,29.32
C0108,2019,16856.68,35123.96,66.78
C0108,2020,35948.72,6941.87,48.11
C0108,2021,43815.54,23880.89,89.04
C0108,2022,29879.57,20351.42,65.77
C0108,2023,4667.38,60371.14,84.21
C0108,2024,34258.55,78107.63,36.86
C0109,2015,44982.29,27287.61,42.31
C0109,2016,25711.39,71283.70,45.39
C0109,2017,25190.91,90483.30,78.70
C0109,2018,49579.27,64050.67,34.82
C0109,2019,32178.59,78686.52,86.27
C0109,2020,40495.42,24401.99,23.05
C0109,2021,32678.18,12119.16,82.29
C0109,2022,11824.87,39711.84,51.60
C0109,2023,14919.83,72355.66,56.81
C0109,2024,33619.58,70179.37,89.82
C0110,2015,23347.49,95732.53,80.90
C0110,2016,20813.04,64847.95,83.28
C0110,2017,2100.15,44072.02,60.99
C0110,2018,44334.08,80727.49,86.94
C0110,2019,44340.39,19541.45,68.15
C0110,2020,23587.59,82237.12,77.35
C0110,2021,35336.22,39763.39,70.47
C0110,2022,9713.15,19630.95,74.66
C0110,2023,25686.74,20403.36,64.66
C0110,2024,22504.42,98441.76,70.85
C0111,2015,33174.06,64206.16,50.52
C0111,2016,24012.65,21555.14,69.48
C0111,2017,25423.28,30513.44,39.38
C0111,2018,15489.91,40347.58,64.45
C0111,2019,3372.74,10310.45,56.66
C0111,2020,45934.26,15299.49,82.90
C0111,2021,1599.35,77366.66,67.13
C0111,2022,14784.90,79753.03,61.76
C0111,2023,22932.93,98882.29,41.92
C0111,2024,16635.53,11421.66,80.40
C0112,2015,28043.98,89472.52,23.79
C0112,2016,23619.04,35135.52,82.98
C0112,2017,13518.34,36145.81,65.71
C0112,2018,5312.99,17091.81,33.26
C0112,2019,7739.23,98698.52,83.21
C0112,2020,24829.68,98193.98,42.84
C0112,2021,42451.33,87158.81,31.78
C0112,2022,5931.31,13624.11,42.34
C0112,2023,34183.11,84956.71,87.28
C0112,2024,39812.47,65288.33,72.69
C0113,2015,14561.84,17233.67,84.18
C0113,2016,33743.74,29866.99,40.92
C0113,2017,34646.24,70476.29,25.77
C0113,2018,35681.84,81326.87,59.39
C0113,2019,44649.65,85568.27,53.81
C0113,2020,20527.78,56663.87,70.44
C0113,2021,12940.77,55788.89,57.99
C0113,2022,27648.40,69999.86,47.75
C0113,2023,4064.87,78883.64,20.33
C0113,2024,17362.13,21205.65,52.74
C0114,2015,44278.03,75284.58,28.44
C0114,2016,27070.82,37460.23,84.54
C0114,2017,22397.09,41457.07,84.52
C0114,2018,14018.51,12382.73,76.26
C0114,2019,13268.41,60899.97,31.05
C0114,2020,12593.99,13874.91,30.32
C0114,2021,41632.45,91747.88,59.43
C0114,2022,49266.00,63992.18,70.92
C0114,2023,27205.12,99076.78,83.32
C0114,2024,4911.84,28336.95,82.58
C0115,2015,37800.91,69562.05,30.87
C0115,2016,43975.67,96620.85,89.68
C0115,2017,46630.18,33364.94,30.98
C0115,2018,31809.99,14150.65,78.81
C0115,2019,25837.16,65227.77,61.09
C0115,2020,31405.84,39779.42,67.48
C0115,2021,1634.59,30940.48,62.28
C0115,2022,33115.57,99390.83,80.88
C0115,2023,35772.67,76640.39,64.60
C0115,2024,36379.49,51112.49,79.41
C0116,2015,28590.52,9750.32,30.81
C0116,2016,35302.17,23203.49,80.67
C0116,2017,32302.79,33383.95,89.51
C0116,2018,6660.89,51283.68,66.31
C0116,2019,45019.97,52238.73,88.35
C0116,2020,31513.65,7349.67,35.39
C0116,2021,36661.92,94618.85,78.05
C0116,2022,17801.49,56566.68,31.83
C0116,2023,46042.74,6874.08,56.12
C0116,2024,25628.17,71626.84,66.48
C0117,2015,34271.29,11778.39,66.22
C0117,2016,47656.92,73511.19,66.96
C0117,2017,45888.05,71641.79,42.46
C0117,2018,32595.14,98567.70,88.16
C0117,2019,9121.33,37493.55,20.46
C0117,2020,47577.85,18711.09,63.47
C0117,2021,49222.65,13727.58,80.63
C0117,2022,6066.44,11813.98,82.38
C0117,2023,23064.59,81981.65,70.41
C0117,2024,27864.52,73262.07,60.24
C0118,2015,5512.00,97711.95,52.01
C0118,2016,10294.32,34372.67,51.47
C0118,2017,27347.56,81294.73,49.76
C0118,2018,48191.38,13836.34,68.99
C0118,2019,2362.69,90868.59,71.18
C0118,2020,45709.71,9923.88,56.03
C0118,2021,45031.80,79848.93,71.86
C0118,2022,43001.75,34198.77,56.99
C0118,2023,19500.00,22213.34,26.81
C0118,2024,25050.35,71928.88,79.61
C0119,2015,20776.14,90108.41,80.93
C0119,2016,47431.72,77591.97,38.65
C0119,2017,26546.18,34744.49,75.05
C0119,2018,4950.02,38589.21,55.78
C0119,2019,14428.93,22983.94,28.68
C0119,2020,23639.63,83285.85,47.86
C0119,2021,47724.24,15173.90,25.36
C0119,2022,28878.60,90805.32,75.05
C0119,2023,35107.56,62107.75,33.74
C0119,2024,5337.47,60941.22,31.51
C0120,2015,43988.88,84593.04,34.60
C0120,2016,27411.89,68415.66,35.83
C0120,2017,46140.19,33902.73,67.18
C0120,2018,22828.36,38203.94,64.70
C0120,2019,34471.12,21440.15,29.05
C0120,2020,24071.09,49086.01,70.71
C0120,2021,7985.34,15464.70,44.43
C0120,2022,14330.45,67038.47,52.02
C0120,2023,4295.61,21076.74,28.74
C0120,2024,22573.05,87073.52,69.60
C0121,2015,32817.74,71543.95,46.34
C0121,2016,12941.85,89693.57,64.25
C0121,2017,25029.01,13267.94,49.91
C0121,2018,23489.69,80858.39,23.42
C0121,2019,27137.60,88676.45,69.24
C0121,2020,10044.65,9234.13,58.68
C0121,2021,27165.22,99912.22,50.40
C0121,2022,18846.07,33561.21,34.11
C0121,2023,15016.05,25113.52,63.70
C0121,2024,29713.12,44416.00,39.26
C0122,2015,8253.80,5820.36,50.04
C0122,2016,45132.27,89161.10,23.95
C0122,2017,46807.79,30506.63,74.37
C0122,2018,33369.87,54551.19,26.30
C0122,2019,15854.58,64238.15,82.36
C0122,2020,31674.29,80153.72,80.73
C0122,2021,30474.65,28769.58,87.98
C0122,2022,20171.30,73128.90,83.59
C0122,2023,15075.12,16177.78,88.00
C0122,2024,9254.19,71902.34,82.11
C0123,2015,11651.81,92333.08,27.88
C0123,2016,32998.47,13077.50,50.64
C0123,2017,44408.82,16086.77,25.33
C0123,2018,19862.85,57936.61,58.17
C0123,2019,6973.07,9408.04,57.08
C0123,2020,1627.51,22802.10,84.55
C0123,2021,20889.38,23068.25,87.88
C0123,2022,12395.78,50718.51,38.18
C0123,2023,16805.22,28606.27,60.76
C0123,2024,12841.82,50174.67,52.51
C0124,2015,33543.23,54511.70,58.27
C0124,2016,32287.20,74411.22,57.22
C0124,2017,45702.92,94869.26,83.99
C0124,2018,35287.50,52855.99,82.73
C0124,2019,9082.13,38725.51,28.59
C0124,2020,37828.13,29576.82,44.16
C0124,2021,9882.13,65292.44,72.69
C0124,2022,28371.44,94577.13,67.88
C0124,2023,4776.83,77642.22,64.18
C0124,2024,3318.93,24579.75,89.57
C0125,2015,23747.27,89863.89,43.59
C0125,2016,6144.19,74873.76,56.07
C0125,2017,16026.66,17154.76,88.54
C0125,2018,17602.84,72716.23,68.69
C0125,2019,38701.92,32488.77,65.41
C0125,2020,17301.33,51682.68,30.83
C0125,2021,25220.71,33521.97,37.27
C0125,2022,38856.71,12985.63,46.42
C0125,2023,11040.02,78015.44,52.54
C0125,2024,40439.97,83724.96,54.80
C0126,2015,41757.95,27038.01,83.15
C0126,2016,49453.49,27765.62,27.50
C0126,2017,22758.34,45845.98,37.38
C0126,2018,19161.82,82089.59,30.05
C0126,2019,35398.26,12340.47,71.47
C0126,2020,3849.40,81827.58,87.94
C0126,2021,2947.82,92658.68,82.58
C0126,2022,17414.55,58342.90,70.63
C0126,2023,36746.24,10737.19,21.51
C0126,2024,6706.27,30607.51,44.29
C0127,2015,32141.80,15581.72,80.45
C0127,2016,14205.76,29631.94,65.71
C0127,2017,32932.06,82119.29,34.67
C0127,2018,23391.83,10288.44,52.65
C0127,2019,6642.43,31963.25,26.15
C0127,2020,13116.86,54110.32,56.46
C0127,2021,11765.97,88033.89,83.07
C0127,2022,9064.65,28748.31,22.71
C0127,2023,23948.93,78941.08,62.97
C0127,2024,47778.61,60439.06,36.32
C0128,2015,33246.35,69255.09,89.33
C0128,2016,41964.10,86868.02,24.56
C0128,2017,49072.93,7509.49,63.21
C0128,2018,27490.51,55324.68,37.95
C0128,2019,12665.43,75985.35,81.77
C0128,2020,46462.74,89037.29,28.54
C0128,2021,35250.22,17605.95,50.05
C0128,2022,47988.12,37437.91,32.98
C0128,2023,32900.57,12462.80,75.96
C0128,2024,38982.11,84318.74,44.60
C0129,2015,44641.17,86449.80,33.07
C0129,2016,38203.22,50940.60,70.81
C0129,2017,28569.64,6975.55,77.21
C0129,2018,24124.13,14708.82,52.37
C0129,2019,41345.49,64314.02,46.52
C0129,2020,38827.30,98348.82,64.25
C0129,2021,18955.11,84692.09,65.60
C0129,2022,25418.27,80802.61,66.25
C0129,2023,32114.55,44707.14,39.30
C0129,2024,2390.14,98595.16,85.89
C0130,2015,13130.87,83372.42,34.94
C0130,2016,13260.51,36887.02,46.19
C0130,2017,44278.35,76106.65,39.86
C0130,2018,17242.90,46089.68,85.18
C0130,2019,27712.03,67743.29,77.99
C0130,2020,41747.74,97155.12,76.79
C0130,2021,13725.00,28412.90,20.33
C0130,2022,7064.10,80525.21,68.01
C0130,2023,47469.63,61085.56,36.12
C0130,2024,35529.46,95247.24,87.74
C0131,2015,9675.63,17774.01,57.15
C0131,2016,41165.87,73372.40,59.53
C0131,2017,39569.20,8529.55,44.95
C0131,2018,42039.51,28422.58,57.57
C0131,2019,14534.42,35481.18,72.48
C0131,2020,22980.40,46064.30,59.33
C0131,2021,34990.01,96703.50,64.89
C0131,2022,20142.71,11422.13,53.07
C0131,2023,4428.64,21053.37,70.15
C0131,2024,7686.04,24289.49,82.97
C0132,2015,30258.56,45279.69,23.57
C0132,2016,19383.24,10766.49,27.51
C0132,2017,1263.63,96714.86,67.99
C0132,2018,38575.87,58185.91,46.44
C0132,2019,21418.48,82262.26,39.71
C0132,2020,16374.69,78387.35,32.50
C0132,2021,35962.44,67778.39,60.08
C0132,2022,23300.33,90918.89,44.33
C0132,2023,35046.72,90726.45,55.56
C0132,2024,1646.71,17138.32,87.10
C0133,2015,1461.59,90683.19,73.08
C0133,2016,28435.19,54769.65,75.72
C0133,2017,49128.39,30466.62,28.69
C0133,2018,14345.50,62807.54,42.75
C0133,2019,34461.78,31685.84,27.44
C0133,2020,9440.62,50505.75,87.80
C0133,2021,16265.88,82561.60,67.75
C0133,2022,4825.67,8058.81,21.35
