Company_ID,Year,Revenue,Net_Income,ROA,ROE
C0119,2023,6743.02,641.57,12.90,17.14
C0119,2024,6492.28,1233.82,8.25,7.90
C0120,2015,5638.08,544.52,10.36,12.59
C0120,2016,553.19,57.57,12.32,5.19
C0120,2017,9326.03,1128.21,13.64,17.05
C0120,2018,6316.58,848.03,11.52,21.43
C0120,2019,9941.21,1702.99,3.93,17.60
C0120,2020,5419.83,425.72,13.11,20.72
C0120,2021,7130.10,1288.85,10.04,21.00
C0120,2022,656.47,107.42,9.92,22.02
C0120,2023,6354.19,1006.49,13.98,10.33
C0120,2024,7670.03,483.37,5.23,22.43
C0121,2015,7807.29,415.71,5.11,18.08
C0121,2016,7724.11,1074.44,8.67,10.79
C0121,2017,2340.20,420.00,11.76,24.75
C0121,2018,9756.44,1343.13,7.81,24.00
C0121,2019,9952.30,815.94,10.24,16.49
C0121,2020,848.40,53.94,7.88,21.86
C0121,2021,9370.82,1451.91,9.94,10.23
C0121,2022,2965.55,469.34,12.69,13.32
C0121,2023,6923.91,525.38,4.35,8.68
C0121,2024,3447.30,186.94,11.04,15.40
C0122,2015,9680.77,1076.91,12.24,14.92
C0122,2016,1104.89,151.82,7.81,9.26
C0122,2017,5027.69,783.82,6.20,18.46
C0122,2018,4337.67,743.88,2.18,7.36
C0122,2019,3327.63,471.13,12.36,6.23
C0122,2020,6490.79,432.49,6.26,12.70
C0122,2021,1397.45,212.95,6.65,13.20
C0122,2022,7194.96,1421.91,6.37,11.39
C0122,2023,9807.86,1822.67,8.48,10.16
C0122,2024,8065.13,1457.78,11.13,11.78
C0123,2015,8614.17,821.15,12.03,8.27
C0123,2016,3660.40,595.25,7.10,13.07
C0123,2017,3316.38,589.21,10.62,23.09
C0123,2018,5218.78,791.94,11.37,9.49
C0123,2019,552.69,48.41,5.86,18.69
C0123,2020,9459.05,1826.31,3.26,7.84
C0123,2021,1523.47,179.20,13.63,12.08
C0123,2022,9039.83,628.00,10.80,11.42
C0123,2023,927.46,61.65,10.43,23.74
C0123,2024,8243.99,1212.92,2.77,13.56
C0124,2015,1604.43,185.56,12.63,18.81
C0124,2016,477.50,30.64,9.36,17.05
C0124,2017,7222.95,1163.29,13.02,7.82
C0124,2018,2874.63,488.40,14.67,23.79
C0124,2019,7173.51,1139.24,14.44,11.92
C0124,2020,5595.34,449.53,13.13,5.90
C0124,2021,1177.19,180.66,2.14,11.01
C0124,2022,9328.09,481.41,13.51,11.71
C0124,2023,4577.91,438.41,2.98,6.85
C0124,2024,7371.03,809.51,13.07,17.40
C0125,2015,5060.10,886.97,5.64,11.94
C0125,2016,6083.18,660.38,9.93,17.58
C0125,2017,3097.46,160.11,2.49,5.13
C0125,2018,2083.57,214.30,12.03,24.64
C0125,2019,5471.45,683.05,3.45,8.41
C0125,2020,4458.17,857.53,7.34,18.19
C0125,2021,3962.12,757.38,12.63,19.32
C0125,2022,6758.42,521.28,11.04,8.43
C0125,2023,6936.02,539.43,2.08,7.23
C0125,2024,554.61,41.32,7.24,8.05
C0126,2015,3453.57,581.37,2.55,9.94
C0126,2016,4176.47,212.60,10.76,8.36
C0126,2017,1059.23,73.17,14.60,18.48
C0126,2018,2435.42,318.29,10.52,13.42
C0126,2019,611.25,53.26,4.92,15.76
C0126,2020,9962.80,636.16,6.62,5.95
C0126,2021,7391.92,768.62,14.70,22.22
C0126,2022,965.76,88.01,4.91,8.41
C0126,2023,300.47,38.06,9.30,12.20
C0126,2024,7220.95,1421.70,7.21,6.44
C0127,2015,4448.00,305.34,11.99,7.74
C0127,2016,7889.29,835.55,13.28,18.32
C0127,2017,9242.41,1754.19,6.43,18.85
C0127,2018,6033.07,1095.19,10.59,18.54
C0127,2019,1952.37,213.08,9.14,16.04
C0127,2020,7843.72,1214.55,5.62,24.05
C0127,2021,9562.54,604.15,5.54,15.14
C0127,2022,5844.29,916.86,9.00,13.99
C0127,2023,6851.77,1342.46,4.00,9.95
C0127,2024,3441.00,449.47,12.54,6.98
C0128,2015,3877.12,483.76,2.90,15.96
C0128,2016,7373.08,575.82,3.23,11.30
C0128,2017,9284.93,1346.95,6.45,15.48
C0128,2018,6326.99,876.70,3.54,9.12
C0128,2019,7919.49,1170.42,8.18,21.76
C0128,2020,1799.19,97.00,7.20,24.99
C0128,2021,2198.39,290.87,11.38,11.45
C0128,2022,5367.14,747.32,14.39,21.85
C0128,2023,1847.89,149.92,11.80,22.46
C0128,2024,6386.45,518.90,4.33,24.92
C0129,2015,2987.37,273.14,14.16,11.85
C0129,2016,7936.17,1244.06,7.10,20.12
C0129,2017,8100.29,1141.65,8.16,9.58
C0129,2018,4691.50,829.76,7.48,17.50
C0129,2019,1890.03,178.32,5.65,19.10
C0129,2020,6503.07,1214.84,13.64,19.82
C0129,2021,9928.59,1604.02,6.32,9.14
C0129,2022,6263.65,684.31,9.52,21.97
C0129,2023,454.17,29.20,5.12,13.42
C0129,2024,271.21,24.02,12.37,9.33
C0130,2015,3271.58,633.10,12.06,15.85
C0130,2016,2038.26,196.80,5.85,22.27
C0130,2017,8149.21,810.73,10.86,24.34
C0130,2018,8463.58,663.87,11.15,19.96
C0130,2019,2660.33,454.99,9.31,5.11
C0130,2020,3323.88,303.63,9.81,7.69
C0130,2021,2438.84,242.76,9.47,6.53
C0130,2022,9092.99,1019.80,3.06,7.02
C0130,2023,5076.23,584.07,10.71,12.66
C0130,2024,6595.76,736.75,8.11,11.77
C0131,2015,4213.27,529.03,7.70,7.27
C0131,2016,6347.04,1092.81,13.18,22.64
C0131,2017,3919.97,677.73,2.30,17.31
C0131,2018,3462.82,587.80,5.27,20.93
C0131,2019,6381.35,415.86,3.58,12.43
C0131,2020,5951.51,1011.47,2.46,13.20
C0131,2021,3005.93,204.52,5.58,11.35
C0131,2022,1578.55,108.46,14.85,13.77
C0131,2023,3748.91,720.46,5.51,17.21
C0131,2024,4210.46,728.03,10.63,14.86
C0132,2015,6323.97,840.21,3.54,21.76
C0132,2016,9153.83,1659.09,9.82,23.00
C0132,2017,458.23,90.91,14.80,14.39
C0132,2018,2512.24,355.72,5.79,9.79
C0132,2019,2017.79,286.39,13.02,23.90
C0132,2020,5072.71,827.68,14.97,19.70
C0132,2021,4354.04,369.31,9.65,17.80
C0132,2022,7317.47,549.31,6.02,19.91
C0132,2023,2499.92,409.83,10.76,6.52
C0132,2024,5985.53,608.94,12.98,6.35
C0133,2015,8850.19,621.82,4.23,8.06
C0133,2016,9115.71,886.34,7.88,7.95
C0133,2017,9591.97,995.60,6.15,13.41
C0133,2018,7755.29,1510.61,5.68,8.15
C0133,2019,9069.28,1402.96,13.19,22.09
C0133,2020,2421.86,313.94,7.48,16.56
C0133,2021,2056.05,401.61,6.41,12.37
C0133,2022,164.23,30.46,9.85,6.39
C0133,2023,7097.76,900.00,4.85,16.82
C0133,2024,9380.93,1743.46,4.99,7.33
C0134,2015,1950.66,215.83,8.76,19.86
C0134,2016,6405.74,541.69,7.32,21.06
C0134,2017,7489.95,635.91,5.83,15.88
C0134,2018,9283.38,1386.45,2.70,7.99
C0134,2019,6503.92,814.03,8.77,20.74
C0134,2020,9705.91,1444.65,12.62,11.16
C0134,2021,3512.26,537.07,13.07,9.45
C0134,2022,3564.29,190.15,5.06,14.41
C0134,2023,5475.82,318.18,9.80,23.45
C0134,2024,3896.67,506.18,13.13,10.95
C0135,2015,114.11,8.98,7.31,23.11
C0135,2016,7344.54,1064.08,14.12,6.07
C0135,2017,7542.00,1001.79,13.74,6.67
C0135,2018,7495.05,1033.30,4.71,18.97
C0135,2019,3515.70,335.29,5.37,8.81
C0135,2020,5270.67,769.39,4.35,11.33
C0135,2021,3663.74,639.04,4.55,7.73
C0135,2022,258.76,51.68,13.80,11.64
C0135,2023,5668.24,996.29,14.10,10.61
C0135,2024,1325.23,177.08,2.67,19.73
C0136,2015,892.41,70.51,9.72,19.04
C0136,2016,7579.44,1153.72,9.34,24.10
C0136,2017,194.11,37.01,7.08,19.49
C0136,2018,9594.18,784.61,10.21,18.90
C0136,2019,5201.03,459.77,14.32,18.88
C0136,2020,9831.86,711.35,4.21,22.66
C0136,2021,674.18,108.21,3.57,10.92
C0136,2022,5876.94,652.25,2.43,11.00
C0136,2023,3558.34,211.38,6.73,19.82
C0136,2024,8450.48,1531.59,6.39,9.57
C0137,2015,3676.11,491.31,7.60,23.24
C0137,2016,2678.83,266.98,8.54,15.70
C0137,2017,8589.78,872.70,11.85,11.00
C0137,2018,3809.07,356.29,7.10,20.52
C0137,2019,266.65,31.55,6.30,11.25
C0137,2020,3963.86,398.59,12.75,24.27
C0137,2021,6579.77,869.79,13.05,24.66
C0137,2022,2618.16,434.69,5.03,18.34
C0137,2023,4376.68,661.62,6.09,7.27
C0137,2024,661.48,62.29,12.73,10.26
C0138,2015,5922.12,765.80,3.03,15.31
C0138,2016,7587.32,1335.51,6.24,22.03
C0138,2017,4191.79,252.48,7.83,8.70
C0138,2018,4260.30,263.05,4.43,7.09
C0138,2019,974.00,129.96,4.34,6.49
C0138,2020,2099.21,306.21,7.52,15.14
C0138,2021,1631.29,133.30,11.81,22.69
C0138,2022,4868.71,787.67,12.92,5.85
C0138,2023,5339.63,784.60,14.73,9.25
C0138,2024,9494.51,1789.65,2.96,18.87
C0139,2015,824.99,62.16,4.82,21.52
C0139,2016,6038.69,982.53,11.84,21.15
C0139,2017,5312.34,332.27,9.03,20.70
C0139,2018,5210.71,702.37,6.26,7.60
C0139,2019,8744.28,1161.10,4.67,12.94
C0139,2020,2134.83,231.11,5.65,24.69
C0139,2021,503.66,88.99,7.58,24.78
C0139,2022,6755.49,342.20,4.30,17.05
C0139,2023,3517.06,450.28,14.53,19.19
C0139,2024,274.14,22.64,3.40,24.03
C0140,2015,2588.60,418.12,14.81,14.00
C0140,2016,3162.34,178.55,12.94,7.74
C0140,2017,6206.70,1084.52,7.50,18.38
C0140,2018,1808.60,317.80,11.62,24.20
C0140,2019,4189.24,732.82,10.73,18.94
C0140,2020,4876.51,355.43,4.77,21.07
C0140,2021,4646.45,671.70,6.41,13.45
C0140,2022,9742.01,508.10,8.67,6.93
C0140,2023,550.49,97.54,10.29,8.38
C0140,2024,9514.59,1507.55,9.06,24.65
C0141,2015,5861.18,760.04,8.15,14.86
C0141,2016,7977.70,1273.15,7.76,5.24
C0141,2017,4360.89,279.74,8.48,24.11
C0141,2018,4593.00,593.87,7.65,14.96
C0141,2019,8805.33,824.98,9.04,21.73
C0141,2020,8969.75,1757.11,13.54,15.97
C0141,2021,2463.02,439.82,10.23,7.03
C0141,2022,2072.49,331.58,11.39,17.31
C0141,2023,5012.73,952.73,9.77,24.95
C0141,2024,9012.74,919.54,10.36,5.69
C0142,2015,3291.32,609.33,9.52,21.84
C0142,2016,6554.94,647.54,2.35,9.71
C0142,2017,7110.70,1137.14,14.99,12.88
C0142,2018,7808.88,1253.03,2.44,12.45
C0142,2019,5682.85,299.78,7.14,22.98
C0142,2020,4084.31,425.42,3.37,15.09
C0142,2021,9673.46,511.87,3.26,13.94
C0142,2022,6152.17,1227.75,12.32,21.36
C0142,2023,7312.80,499.68,7.54,5.98
C0142,2024,3515.33,461.99,12.41,6.73
C0143,2015,6732.50,1134.99,5.55,5.43
C0143,2016,2652.20,212.68,5.33,18.76
C0143,2017,2526.46,310.14,5.27,15.51
C0143,2018,7175.75,1012.60,10.01,22.52
C0143,2019,5261.81,389.54,12.59,14.97
C0143,2020,6864.44,1144.87,7.88,9.44
C0143,2021,2767.44,262.63,6.93,21.10
C0143,2022,6027.36,492.15,14.66,10.89
C0143,2023,4494.94,601.17,3.52,23.71
C0143,2024,6009.91,670.39,8.33,10.01
C0144,2015,2979.71,560.31,7.31,8.35
C0144,2016,7182.96,1307.37,3.28,14.87
C0144,2017,8078.70,989.66,5.49,6.01
C0144,2018,2673.17,277.71,2.37,5.73
C0144,2019,3076.14,304.01,13.40,14.92
C0144,2020,6645.43,598.98,9.90,9.30
C0144,2021,6986.29,919.97,12.60,5.19
C0144,2022,7070.59,1207.28,8.78,10.92
C0144,2023,6858.72,662.64,9.79,14.55
C0144,2024,3988.80,313.18,11.11,12.89
C0145,2015,4009.05,486.39,13.80,7.71
C0145,2016,2622.69,158.29,3.19,16.59
C0145,2017,1652.65,256.48,6.30,19.21
C0145,2018,6956.52,888.72,11.22,18.51
C0145,2019,1022.57,127.27,14.46,12.88
C0145,2020,9384.14,892.12,14.75,7.75
C0145,2021,8284.19,1538.38,10.30,14.99
C0145,2022,8589.31,546.05,4.52,22.81
C0145,2023,9076.02,1637.98,3.55,14.37
C0145,2024,4145.19,441.49,14.30,8.91
C0146,2015,8482.34,1544.58,7.64,6.86
C0146,2016,1664.81,265.23,4.53,23.88
C0146,2017,314.25,20.62,14.14,19.86
C0146,2018,7870.42,1375.20,3.36,11.26
C0146,2019,840.49,128.03,11.48,10.91
C0146,2020,9886.39,542.22,10.13,22.90
C0146,2021,6780.48,475.01,3.14,8.55
C0146,2022,7559.15,1098.68,6.40,15.70
C0146,2023,2533.46,378.47,3.95,19.27
C0146,2024,6771.27,1096.93,9.86,12.93
C0147,2015,527.88,83.42,8.20,5.80
C0147,2016,8394.47,1250.17,2.06,9.56
C0147,2017,1779.28,293.47,14.68,23.04
C0147,2018,7003.84,954.36,6.54,15.46
C0147,2019,2322.36,206.97,5.36,21.31
C0147,2020,777.69,145.32,4.89,16.11
C0147,2021,4866.79,256.64,4.06,23.87
C0147,2022,1775.93,186.45,14.99,23.18
C0147,2023,7321.50,1166.54,5.84,14.66
C0147,2024,2451.90,279.70,7.27,11.37
C0148,2015,3490.48,187.53,13.33,17.03
C0148,2016,5717.65,342.47,10.34,18.50
C0148,2017,2921.19,430.28,6.79,14.97
C0148,2018,3842.08,748.17,13.68,21.45
C0148,2019,8174.66,1085.43,11.75,8.67
C0148,2020,1874.18,236.17,4.96,11.69
C0148,2021,913.80,89.32,10.37,18.73
C0148,2022,3350.74,296.55,13.99,9.93
C0148,2023,4301.33,228.61,8.45,13.80
C0148,2024,5472.33,497.67,11.54,24.27
C0149,2015,3786.99,444.47,14.62,17.52
C0149,2016,7920.13,631.17,10.98,23.98
C0149,2017,489.26,30.87,3.33,19.45
C0149,2018,4374.50,689.68,5.18,19.49
C0149,2019,3884.33,715.47,9.74,16.84
C0149,2020,6511.03,1240.45,5.58,7.84
C0149,2021,9666.13,1379.36,14.45,15.39
C0149,2022,5152.72,298.43,7.27,10.05
C0149,2023,9870.08,1590.36,7.94,24.97
C0149,2024,3092.27,205.68,11.12,10.34
C0150,2015,405.59,61.03,8.82,9.61
C0150,2016,1740.07,290.43,6.97,17.48
C0150,2017,4011.74,637.38,3.00,15.22
C0150,2018,3231.71,623.02,9.75,5.43
C0150,2019,1060.84,170.50,13.28,7.59
C0150,2020,4383.34,674.95,10.91,21.22
C0150,2021,3447.35,307.72,6.96,14.67
C0150,2022,1313.93,247.96,3.66,7.92
C0150,2023,3031.56,233.22,12.61,14.30
C0150,2024,8875.72,1648.53,14.24,10.06
C0151,2015,3090.28,299.45,7.05,9.47
C0151,2016,7168.16,498.36,11.47,24.15
C0151,2017,6159.27,1071.73,7.34,12.24
C0151,2018,4329.09,218.08,8.53,5.93
C0151,2019,2466.35,431.15,12.87,24.41
C0151,2020,3753.25,335.34,3.08,20.90
C0151,2021,5961.86,1089.28,8.89,10.09
C0151,2022,3572.46,549.16,4.79,13.18
C0151,2023,2227.47,333.96,6.42,22.25
C0151,2024,1252.98,131.31,10.38,12.15
C0152,2015,8809.69,518.98,2.35,16.35
C0152,2016,4459.10,778.16,9.72,15.70
C0152,2017,6289.56,475.71,5.68,13.03
C0152,2018,4955.06,524.44,10.70,17.79
C0152,2019,8738.41,1223.84,3.84,14.47
C0152,2020,5514.66,674.65,11.57,5.42
C0152,2021,4859.74,387.80,10.39,21.29
C0152,2022,9253.55,657.86,14.63,7.26
C0152,2023,7224.93,494.81,13.85,14.28
C0152,2024,1204.34,216.12,5.68,16.60
C0153,2015,1859.27,101.77,2.36,19.11
C0153,2016,7892.52,1551.29,10.52,13.22
C0153,2017,8374.93,668.15,9.84,19.71
C0153,2018,5497.39,365.84,2.36,7.63
C0153,2019,5589.11,763.17,3.59,18.07
C0153,2020,6356.14,394.07,9.60,21.53
C0153,2021,4447.25,624.25,13.85,22.79
C0153,2022,6833.97,1213.67,13.78,16.59
C0153,2023,1173.96,67.13,3.97,11.26
C0153,2024,9616.66,1634.64,7.00,8.27
C0154,2015,7526.53,821.68,2.56,11.91
C0154,2016,6348.62,469.31,8.10,15.80
C0154,2017,3231.59,246.94,11.79,8.93
C0154,2018,1693.46,318.06,12.27,24.05
C0154,2019,4152.50,276.52,8.49,22.94
C0154,2020,6649.61,1197.05,3.25,5.66
C0154,2021,6373.73,839.02,6.96,16.24
C0154,2022,3888.15,217.19,14.12,20.79
C0154,2023,6171.54,738.56,4.98,9.91
C0154,2024,8156.11,1407.89,6.16,15.48
C0155,2015,360.22,57.25,11.71,13.12
C0155,2016,4561.15,562.47,11.54,8.93
C0155,2017,7609.70,1362.19,13.86,17.29
C0155,2018,5506.83,374.77,7.05,24.87
C0155,2019,6549.61,1221.44,8.69,12.31
C0155,2020,5215.10,922.90,8.08,16.05
C0155,2021,9919.56,1549.85,14.06,11.56
C0155,2022,640.75,110.65,12.00,22.54
C0155,2023,4961.34,652.78,12.81,22.29
C0155,2024,1005.02,152.03,3.73,8.58
C0156,2015,1681.88,225.52,12.29,23.00
C0156,2016,3892.08,402.11,7.63,8.03
C0156,2017,1639.85,221.92,2.30,6.91
C0156,2018,9640.50,854.34,2.78,18.06
C0156,2019,9473.22,1099.29,10.81,12.72
C0156,2020,3427.49,315.73,6.84,15.61
C0156,2021,6433.50,440.26,13.29,18.05
C0156,2022,5384.16,529.15,11.55,6.06
C0156,2023,8174.31,1453.38,2.28,10.86
C0156,2024,6311.71,676.38,10.93,14.22
C0157,2015,102.50,16.63,4.50,10.33
C0157,2016,7655.43,583.95,7.49,5.98
C0157,2017,7493.80,851.77,10.12,6.73
C0157,2018,5146.25,345.97,13.35,21.03
C0157,2019,9038.90,639.89,7.93,23.23
C0157,2020,9093.62,1296.89,12.51,8.04
C0157,2021,5286.73,746.07,12.18,9.99
C0157,2022,6119.08,501.80,7.39,18.04
C0157,2023,9965.57,1207.46,8.51,24.09
C0157,2024,3058.32,548.96,11.11,10.99
C0158,2015,3313.71,252.27,2.40,22.10
C0158,2016,1909.46,100.98,13.58,15.12
C0158,2017,8969.08,1325.62,12.01,24.13
C0158,2018,7470.44,433.47,5.24,7.73
C0158,2019,1145.86,225.72,14.76,24.47
C0158,2020,9819.50,1388.90,4.33,13.82
C0158,2021,7336.52,884.49,13.88,24.06
C0158,2022,8520.17,975.55,6.22,14.17
C0158,2023,576.69,78.41,11.92,15.60
C0158,2024,5099.11,324.27,7.93,21.10
C0159,2015,7016.12,1329.58,11.57,19.45
C0159,2016,5475.17,787.58,4.03,17.39
C0159,2017,6699.81,519.88,5.50,13.34
C0159,2018,8196.95,1101.57,3.30,20.85
C0159,2019,3805.94,266.37,13.25,23.96
C0159,2020,8501.82,447.48,5.85,5.20
C0159,2021,1712.87,247.64,11.03,16.76
C0159,2022,2781.77,409.68,12.66,22.32
C0159,2023,529.12,72.78,13.72,18.06
C0159,2024,3707.83,287.44,3.38,21.02
C0160,2015,3861.10,542.54,13.61,22.90
C0160,2016,8072.18,472.03,4.56,20.02
C0160,2017,6565.99,928.34,11.58,19.34
C0160,2018,4423.55,588.79,11.48,24.29
C0160,2019,6555.93,972.17,2.11,22.27
C0160,2020,622.56,114.75,4.87,21.31
C0160,2021,1884.69,334.63,8.39,6.73
C0160,2022,6306.78,1243.06,7.46,9.78
C0160,2023,6449.53,1266.92,13.94,16.14
C0160,2024,7763.93,1287.63,6.68,19.19
C0161,2015,4089.70,791.20,14.18,11.06
C0161,2016,7253.29,1306.26,7.97,6.87
C0161,2017,6871.41,1093.50,14.54,11.22
C0161,2018,9637.59,590.86,11.59,20.42
C0161,2019,2229.79,127.90,12.78,22.55
C0161,2020,5561.63,976.84,3.36,23.26
C0161,2021,6057.47,747.78,9.62,12.58
C0161,2022,9986.61,1719.61,3.86,12.45
C0161,2023,2091.72,202.77,5.87,13.13
C0161,2024,5279.86,578.92,10.11,12.52
C0162,2015,3527.23,546.82,11.44,18.32
C0162,2016,5306.34,993.87,2.51,12.17
C0162,2017,2398.07,151.47,8.90,5.41
C0162,2018,571.36,102.40,9.35,13.78
C0162,2019,5768.40,974.58,3.02,9.48
C0162,2020,3424.96,333.35,8.51,5.58
C0162,2021,1901.22,196.36,11.28,14.42
C0162,2022,3306.96,188.40,2.69,9.12
C0162,2023,587.87,30.78,11.88,14.05
C0162,2024,9509.38,1155.87,9.49,10.55
C0163,2015,5853.36,376.55,12.83,17.07
C0163,2016,8166.21,645.95,4.83,24.82
C0163,2017,4288.87,759.19,12.83,15.94
C0163,2018,9042.82,1226.70,3.23,17.94
C0163,2019,4884.85,708.52,7.25,23.39
C0163,2020,5782.06,451.71,4.59,12.48
C0163,2021,4968.76,866.05,13.39,8.33
C0163,2022,7359.46,1326.15,11.16,10.66
C0163,2023,5709.90,733.72,2.33,13.06
C0163,2024,2788.83,521.19,2.12,17.90
C0164,2015,1540.84,272.30,5.79,5.09
C0164,2016,6100.63,974.26,3.86,22.07
C0164,2017,4942.88,791.41,10.19,6.52
C0164,2018,1050.16,69.11,10.63,23.01
C0164,2019,4016.61,364.01,14.25,23.99
C0164,2020,5196.29,311.92,14.38,24.80
C0164,2021,8286.24,425.10,10.57,21.19
C0164,2022,853.40,62.94,2.07,7.84
C0164,2023,3550.10,646.38,6.67,19.12
C0164,2024,8244.30,708.85,8.67,9.07
C0165,2015,6519.40,1274.69,8.49,22.94
C0165,2016,2970.59,414.68,9.84,11.33
C0165,2017,8468.82,724.84,14.49,11.54
C0165,2018,4983.61,620.81,13.51,23.35
C0165,2019,5033.68,417.11,3.42,5.26
C0165,2020,9768.21,1930.16,5.46,8.88
C0165,2021,9476.45,1678.18,12.83,13.44
C0165,2022,3649.47,196.84,12.72,19.01
C0165,2023,1491.73,286.66,5.58,17.95
C0165,2024,3324.10,525.74,11.50,18.39
C0166,2015,401.78,25.05,10.74,22.60
C0166,2016,305.60,46.02,8.16,7.42
C0166,2017,4015.67,590.46,4.62,15.44
C0166,2018,9416.10,779.83,13.55,19.51
C0166,2019,8726.44,1429.10,10.81,17.72
C0166,2020,5163.28,325.60,4.20,13.97
C0166,2021,5695.74,702.95,11.16,5.34
C0166,2022,158.74,8.17,11.64,6.21
C0166,2023,2233.46,436.22,13.53,7.38
C0166,2024,345.26,56.19,4.90,11.86
C0167,2015,7569.94,558.87,14.85,7.35
C0167,2016,1541.89,156.12,3.99,13.52
C0167,2017,8703.57,644.80,9.81,8.57
C0167,2018,6468.91,1067.32,10.54,20.58
C0167,2019,2371.24,139.51,7.45,22.43
C0167,2020,1661.43,292.51,8.18,12.79
C0167,2021,6313.48,1207.96,13.58,15.23
C0167,2022,9018.29,1366.22,10.39,24.07
C0167,2023,7211.77,590.97,8.46,15.71
C0167,2024,3550.61,369.31,3.67,24.90
C0168,2015,5915.10,719.19,2.10,7.84
C0168,2016,3176.54,446.92,3.62,22.24
C0168,2017,9991.58,1501.73,14.43,14.94
C0168,2018,7513.51,1000.29,11.93,5.45
C0168,2019,6182.38,634.91,14.57,24.44
C0168,2020,4290.27,787.85,2.46,24.30
C0168,2021,6219.71,386.92,10.84,12.67
C0168,2022,3482.00,417.63,2.58,24.08
C0168,2023,385.76,64.17,12.17,7.82
C0168,2024,4011.38,237.20,6.95,18.60
C0169,2015,9311.76,1450.77,3.24,8.84
C0169,2016,6300.38,1089.69,9.38,9.93
C0169,2017,931.16,138.86,5.64,20.59
C0169,2018,8861.44,460.27,10.57,12.55
C0169,2019,2761.86,212.72,10.56,5.14
C0169,2020,2513.32,254.64,11.17,13.28
C0169,2021,3041.20,258.66,14.90,9.56
C0169,2022,5814.30,1130.29,7.03,18.67
C0169,2023,5492.41,811.44,8.05,8.89
C0169,2024,4965.00,469.42,12.46,21.85
C0170,2015,7203.61,1364.76,9.52,10.34
C0170,2016,3233.72,520.92,2.48,12.86
C0170,2017,7842.44,726.92,12.96,10.96
C0170,2018,1835.68,196.11,2.67,17.88
C0170,2019,7847.95,627.16,4.22,7.02
C0170,2020,6671.72,1305.40,3.33,14.56
C0170,2021,6863.76,875.78,3.01,11.69
C0170,2022,4867.38,897.59,2.33,22.68
C0170,2023,6703.32,683.57,2.72,6.47
C0170,2024,889.99,159.42,7.75,21.59
C0171,2015,8530.36,495.47,5.29,8.35
C0171,2016,649.92,128.24,3.64,6.77
C0171,2017,1572.54,293.76,10.56,9.05
C0171,2018,5810.22,607.05,4.94,7.05
C0171,2019,7420.17,1233.29,2.25,15.42
C0171,2020,854.89,139.21,7.44,24.76
C0171,2021,9215.57,1706.62,6.04,5.69
C0171,2022,9738.72,935.78,6.14,14.22
C0171,2023,6098.91,730.82,7.79,12.72
C0171,2024,4864.31,874.36,10.70,11.79
C0172,2015,7439.81,1240.86,10.01,11.64
C0172,2016,3350.74,365.30,14.18,22.90
C0172,2017,4983.32,881.34,8.73,5.38
C0172,2018,9169.90,523.08,8.14,20.50
C0172,2019,9560.99,1599.62,4.77,10.06
C0172,2020,9277.98,751.65,11.82,12.67
C0172,2021,2698.24,250.72,3.83,13.40
C0172,2022,2401.44,297.74,8.38,11.09
C0172,2023,3046.88,357.89,7.48,6.87
C0172,2024,4468.98,572.41,10.56,7.29
C0173,2015,3210.26,422.84,13.93,10.96
C0173,2016,3804.71,379.44,14.31,21.44
C0173,2017,6244.31,476.34,4.18,7.69
C0173,2018,7649.00,1264.17,5.40,19.85
C0173,2019,7382.03,812.00,12.55,10.78
C0173,2020,8162.79,1027.50,8.74,22.67
C0173,2021,418.63,61.41,7.89,13.57
C0173,2022,572.56,106.75,11.24,8.43
C0173,2023,7914.89,1235.78,9.83,24.72
C0173,2024,5377.48,305.54,14.62,8.53
C0174,2015,5823.59,1023.69,9.59,16.35
C0174,2016,620.61,123.13,8.06,16.39
C0174,2017,2627.61,317.61,9.06,12.46
C0174,2018,6419.71,1254.66,12.51,24.03
C0174,2019,8605.90,1136.83,9.96,21.88
C0174,2020,9178.14,1091.67,10.41,21.60
C0174,2021,5054.15,503.95,14.63,24.48
C0174,2022,5500.19,817.51,10.04,14.14
C0174,2023,8347.19,705.11,6.94,6.94
C0174,2024,5422.48,356.47,10.99,20.31
C0175,2015,5216.90,282.16,10.57,12.62
C0175,2016,9060.33,850.38,2.18,8.81
C0175,2017,7920.33,866.21,8.08,14.66
C0175,2018,9099.82,1208.56,11.66,23.51
C0175,2019,2260.65,212.30,8.49,8.43
C0175,2020,5291.32,1045.61,12.14,21.97
C0175,2021,8440.47,791.39,7.86,13.36
C0175,2022,1200.36,139.42,14.78,7.74
C0175,2023,7967.16,521.78,5.81,21.97
C0175,2024,1911.44,170.30,3.20,24.39
C0176,2015,8100.38,463.75,7.59,10.83
C0176,2016,6158.81,824.83,9.04,11.07
C0176,2017,2013.04,327.44,6.54,12.81
C0176,2018,4786.21,379.82,5.15,21.28
C0176,2019,6850.86,720.62,10.74,5.21
C0176,2020,6375.14,334.65,6.90,9.48
C0176,2021,4329.75,761.73,10.21,19.12
C0176,2022,9003.73,1503.57,12.13,13.11
C0176,2023,5240.71,311.76,11.89,11.61
C0176,2024,5108.09,534.97,6.88,22.45
C0177,2015,716.28,138.45,9.38,23.35
C0177,2016,9228.99,1004.15,7.85,23.96
C0177,2017,1853.45,238.97,13.32,10.45
C0177,2018,5330.61,550.58,13.42,23.25
C0177,2019,8055.32,1123.07,6.47,19.74
C0177,2020,2232.99,439.28,3.19,8.08
C0177,2021,5321.00,1062.21,4.18,17.21
