Company_ID,Year,Stock_Price_Start,Stock_Price_End,Annual_Return,Market_Cap
C0123,2017,128.56,120.10,-6.58,20.89
C0123,2018,16.68,20.05,20.21,25.65
C0123,2019,101.44,105.41,3.91,359.24
C0123,2020,178.11,231.39,29.91,57.34
C0123,2021,145.68,160.67,10.29,238.42
C0123,2022,175.33,209.02,19.22,421.34
C0123,2023,138.08,159.92,15.82,184.86
C0123,2024,18.37,21.73,18.29,173.53
C0124,2015,193.92,181.91,-6.19,436.65
C0124,2016,184.42,188.84,2.40,432.56
C0124,2017,34.05,28.27,-16.96,440.19
C0124,2018,31.41,36.20,15.26,286.39
C0124,2019,112.42,120.92,7.56,476.20
C0124,2020,153.84,193.29,25.64,409.66
C0124,2021,82.61,76.32,-7.62,208.40
C0124,2022,35.91,38.14,6.21,315.15
C0124,2023,107.01,97.21,-9.16,61.77
C0124,2024,74.14,86.62,16.84,276.11
C0125,2015,76.84,100.57,30.88,132.31
C0125,2016,132.55,166.91,25.93,142.49
C0125,2017,178.27,243.60,36.65,63.73
C0125,2018,116.13,160.62,38.30,179.74
C0125,2019,140.64,177.66,26.32,241.21
C0125,2020,135.39,131.61,-2.79,300.58
C0125,2021,114.72,106.87,-6.84,153.13
C0125,2022,69.04,73.78,6.85,396.33
C0125,2023,81.78,114.19,39.63,260.96
C0125,2024,69.98,73.32,4.76,319.39
C0126,2015,184.32,169.48,-8.06,139.79
C0126,2016,167.06,228.30,36.66,407.25
C0126,2017,120.08,123.86,3.16,312.51
C0126,2018,183.33,222.66,21.45,431.31
C0126,2019,178.42,227.11,27.29,80.82
C0126,2020,186.26,243.24,30.59,190.95
C0126,2021,52.14,67.40,29.28,57.40
C0126,2022,146.33,190.48,30.17,108.55
C0126,2023,125.75,150.98,20.06,197.88
C0126,2024,149.43,155.75,4.23,447.40
C0127,2015,60.04,72.07,20.04,278.96
C0127,2016,142.01,184.91,30.20,165.86
C0127,2017,87.87,88.78,1.04,373.70
C0127,2018,168.48,164.75,-2.21,10.82
C0127,2019,161.12,162.12,0.62,185.68
C0127,2020,50.16,56.72,13.08,300.82
C0127,2021,44.93,37.36,-16.85,292.04
C0127,2022,146.37,185.51,26.74,304.17
C0127,2023,114.59,101.22,-11.67,106.54
C0127,2024,115.87,101.93,-12.03,169.20
C0128,2015,152.98,140.52,-8.14,465.85
C0128,2016,172.44,197.65,14.62,487.01
C0128,2017,55.40,53.82,-2.87,156.71
C0128,2018,115.55,117.96,2.09,322.61
C0128,2019,167.50,227.63,35.90,121.41
C0128,2020,175.83,230.04,30.83,184.90
C0128,2021,64.61,84.72,31.13,396.38
C0128,2022,29.79,34.16,14.66,251.09
C0128,2023,54.24,71.59,31.99,424.95
C0128,2024,189.64,240.31,26.71,314.74
C0129,2015,97.87,134.27,37.19,314.83
C0129,2016,89.53,75.08,-16.14,17.91
C0129,2017,12.49,10.20,-18.28,375.09
C0129,2018,19.69,17.82,-9.50,488.96
C0129,2019,137.05,186.04,35.75,237.04
C0129,2020,122.07,142.01,16.33,80.13
C0129,2021,119.35,125.99,5.57,488.51
C0129,2022,30.96,34.29,10.76,145.77
C0129,2023,76.89,99.79,29.78,205.19
C0129,2024,164.35,223.10,35.75,39.61
C0130,2015,43.23,53.51,23.78,56.31
C0130,2016,177.71,223.19,25.59,109.07
C0130,2017,33.08,32.82,-0.78,274.68
C0130,2018,42.14,45.52,8.02,279.34
C0130,2019,100.77,134.14,33.11,303.52
C0130,2020,189.61,241.10,27.16,292.32
C0130,2021,72.61,87.90,21.06,248.12
C0130,2022,135.06,113.34,-16.09,401.25
C0130,2023,121.85,100.37,-17.63,467.02
C0130,2024,38.43,33.75,-12.18,135.61
C0131,2015,57.15,65.66,14.88,65.97
C0131,2016,186.73,209.48,12.18,213.12
C0131,2017,45.12,61.61,36.56,14.18
C0131,2018,142.05,172.86,21.69,441.78
C0131,2019,193.29,188.73,-2.36,120.61
C0131,2020,32.71,29.33,-10.31,275.10
C0131,2021,85.84,112.43,30.97,58.43
C0131,2022,52.55,56.53,7.58,277.08
C0131,2023,52.10,62.10,19.21,20.46
C0131,2024,32.61,37.14,13.91,384.63
C0132,2015,133.41,115.33,-13.55,477.76
C0132,2016,151.81,126.64,-16.58,154.18
C0132,2017,138.59,142.22,2.62,129.85
C0132,2018,185.68,188.83,1.69,224.55
C0132,2019,37.68,45.38,20.43,310.37
C0132,2020,70.77,83.46,17.93,95.29
C0132,2021,75.47,104.25,38.14,401.85
C0132,2022,54.10,71.13,31.49,100.07
C0132,2023,37.02,40.64,9.79,3.73
C0132,2024,102.47,112.72,10.00,262.60
C0133,2015,168.54,203.01,20.45,58.46
C0133,2016,191.36,166.19,-13.15,349.42
C0133,2017,34.57,48.40,39.99,84.57
C0133,2018,166.40,184.92,11.13,408.87
C0133,2019,166.67,224.33,34.59,235.71
C0133,2020,83.91,115.82,38.04,283.57
C0133,2021,30.91,35.51,14.90,94.11
C0133,2022,198.10,170.77,-13.80,74.20
C0133,2023,134.56,153.94,14.40,316.01
C0133,2024,196.62,227.80,15.86,128.47
C0134,2015,101.89,129.76,27.35,193.58
C0134,2016,85.09,70.53,-17.11,240.25
C0134,2017,56.97,61.51,7.98,115.59
C0134,2018,196.88,266.51,35.37,397.92
C0134,2019,58.12,81.06,39.48,469.77
C0134,2020,14.51,13.28,-8.52,216.51
C0134,2021,107.37,141.98,32.24,458.86
C0134,2022,81.64,72.48,-11.22,441.46
C0134,2023,59.66,77.84,30.47,83.86
C0134,2024,130.58,126.18,-3.36,87.52
C0135,2015,79.21,108.98,37.58,239.23
C0135,2016,86.43,105.21,21.73,263.40
C0135,2017,14.38,14.95,3.95,171.22
C0135,2018,121.92,118.09,-3.14,157.15
C0135,2019,33.19,31.24,-5.89,216.25
C0135,2020,50.62,61.18,20.85,345.55
C0135,2021,146.25,195.61,33.75,43.11
C0135,2022,69.52,87.10,25.30,355.58
C0135,2023,41.01,53.35,30.09,463.19
C0135,2024,119.71,151.89,26.88,381.99
C0136,2015,50.83,70.53,38.75,96.65
C0136,2016,61.49,77.15,25.47,44.65
C0136,2017,128.05,118.60,-7.39,245.70
C0136,2018,150.57,191.98,27.50,478.25
C0136,2019,150.54,149.52,-0.68,409.71
C0136,2020,101.63,142.02,39.75,281.80
C0136,2021,96.32,98.82,2.60,72.35
C0136,2022,159.65,155.77,-2.43,357.20
C0136,2023,46.68,44.04,-5.65,406.69
C0136,2024,38.92,46.51,19.51,467.60
C0137,2015,136.29,117.97,-13.45,306.45
C0137,2016,87.81,120.48,37.21,257.72
C0137,2017,144.90,141.51,-2.34,309.97
C0137,2018,58.75,57.42,-2.28,471.68
C0137,2019,71.73,59.36,-17.24,314.44
C0137,2020,180.37,170.92,-5.24,129.54
C0137,2021,90.11,94.75,5.14,318.44
C0137,2022,122.28,124.94,2.18,439.99
C0137,2023,30.27,29.17,-3.62,283.93
C0137,2024,43.98,36.26,-17.56,251.85
C0138,2015,16.82,16.49,-1.97,366.95
C0138,2016,90.63,114.83,26.70,330.83
C0138,2017,197.89,210.42,6.33,29.29
C0138,2018,176.04,171.54,-2.55,362.93
C0138,2019,130.25,128.02,-1.71,204.37
C0138,2020,173.61,196.64,13.27,470.51
C0138,2021,122.89,120.60,-1.86,485.43
C0138,2022,80.07,94.36,17.85,224.92
C0138,2023,42.97,59.89,39.37,484.43
C0138,2024,134.08,110.58,-17.53,156.10
C0139,2015,46.68,42.07,-9.88,341.64
C0139,2016,89.31,81.05,-9.25,38.45
C0139,2017,166.90,178.29,6.82,73.35
C0139,2018,34.55,28.50,-17.51,432.40
C0139,2019,34.51,37.50,8.65,447.00
C0139,2020,52.64,71.45,35.74,266.77
C0139,2021,114.86,92.69,-19.31,170.55
C0139,2022,57.83,58.92,1.90,226.06
C0139,2023,105.61,132.70,25.65,434.94
C0139,2024,67.38,60.15,-10.73,106.29
C0140,2015,106.19,89.89,-15.35,148.14
C0140,2016,62.75,73.95,17.85,392.94
C0140,2017,196.20,158.13,-19.40,467.70
C0140,2018,103.62,132.74,28.11,47.37
C0140,2019,151.29,127.10,-15.99,402.08
C0140,2020,143.10,159.51,11.46,322.89
C0140,2021,103.21,128.40,24.41,116.16
C0140,2022,55.38,52.35,-5.48,378.15
C0140,2023,107.04,92.28,-13.79,364.23
C0140,2024,139.38,126.20,-9.46,71.87
C0141,2015,97.38,127.85,31.28,251.62
C0141,2016,25.57,31.28,22.35,379.39
C0141,2017,13.42,12.33,-8.11,96.58
C0141,2018,72.30,88.90,22.97,231.92
C0141,2019,38.54,47.22,22.52,61.25
C0141,2020,182.18,254.80,39.86,154.11
C0141,2021,43.41,44.92,3.49,109.75
C0141,2022,84.91,111.99,31.89,253.03
C0141,2023,145.29,155.16,6.79,71.47
C0141,2024,164.93,220.78,33.87,192.19
C0142,2015,100.77,86.15,-14.50,138.31
C0142,2016,44.42,40.20,-9.48,373.28
C0142,2017,61.47,80.52,31.00,350.14
C0142,2018,89.60,115.73,29.16,48.37
C0142,2019,79.27,77.95,-1.67,476.79
C0142,2020,76.25,88.30,15.81,372.60
C0142,2021,35.05,36.09,2.96,308.36
C0142,2022,183.53,147.96,-19.38,239.37
C0142,2023,15.65,12.77,-18.43,89.78
C0142,2024,93.60,77.93,-16.74,481.05
C0143,2015,196.26,226.96,15.64,4.92
C0143,2016,135.35,130.95,-3.25,346.55
C0143,2017,77.53,68.72,-11.36,254.21
C0143,2018,37.76,51.53,36.47,451.39
C0143,2019,193.14,168.57,-12.72,190.97
C0143,2020,12.66,15.24,20.44,259.80
C0143,2021,139.46,186.39,33.65,371.43
C0143,2022,177.23,159.20,-10.17,24.74
C0143,2023,14.78,13.73,-7.12,28.18
C0143,2024,147.78,169.11,14.43,106.62
C0144,2015,199.78,220.77,10.51,74.07
C0144,2016,131.53,146.34,11.26,4.22
C0144,2017,88.79,100.58,13.28,311.87
C0144,2018,176.14,241.30,36.99,398.17
C0144,2019,115.29,95.96,-16.77,478.60
C0144,2020,152.39,191.45,25.63,221.01
C0144,2021,121.68,114.32,-6.05,140.58
C0144,2022,17.28,17.69,2.42,432.09
C0144,2023,50.50,43.10,-14.64,422.35
C0144,2024,24.97,26.65,6.74,312.80
C0145,2015,30.27,38.82,28.25,137.30
C0145,2016,12.93,11.11,-14.08,454.35
C0145,2017,90.02,86.90,-3.46,90.02
C0145,2018,43.94,44.99,2.38,22.78
C0145,2019,172.58,148.82,-13.77,398.51
C0145,2020,152.51,191.76,25.74,282.27
C0145,2021,118.90,151.27,27.22,123.99
C0145,2022,102.91,133.95,30.15,335.78
C0145,2023,58.62,67.43,15.03,383.59
C0145,2024,100.24,110.70,10.43,422.43
C0146,2015,131.83,126.23,-4.25,141.78
C0146,2016,158.62,189.25,19.31,13.77
C0146,2017,25.52,27.22,6.67,255.51
C0146,2018,144.61,199.92,38.25,428.18
C0146,2019,151.12,208.68,38.09,104.70
C0146,2020,116.20,156.08,34.31,211.14
C0146,2021,50.72,51.53,1.61,128.95
C0146,2022,112.45,114.78,2.08,7.67
C0146,2023,105.51,138.39,31.16,449.36
C0146,2024,100.38,124.22,23.75,68.39
C0147,2015,97.52,119.23,22.26,383.62
C0147,2016,31.06,30.06,-3.22,173.96
C0147,2017,44.75,58.17,30.00,139.56
C0147,2018,28.49,32.70,14.77,470.57
C0147,2019,56.07,59.89,6.81,328.94
C0147,2020,60.06,79.24,31.93,343.77
C0147,2021,56.56,58.63,3.65,380.07
C0147,2022,50.08,59.71,19.24,171.13
C0147,2023,149.73,161.64,7.95,282.27
C0147,2024,165.53,191.29,15.56,135.84
C0148,2015,72.15,59.48,-17.57,417.44
C0148,2016,67.97,73.19,7.67,300.05
C0148,2017,170.37,193.18,13.39,122.46
C0148,2018,128.55,140.84,9.56,449.98
C0148,2019,65.75,86.03,30.84,290.84
C0148,2020,145.59,143.65,-1.33,248.02
C0148,2021,75.47,100.41,33.04,18.21
C0148,2022,121.45,126.56,4.21,454.99
C0148,2023,198.60,241.64,21.67,476.18
C0148,2024,67.30,57.34,-14.80,281.74
C0149,2015,186.80,171.87,-7.99,221.81
C0149,2016,70.92,89.13,25.67,180.42
C0149,2017,112.65,90.96,-19.26,134.76
C0149,2018,97.40,134.52,38.11,287.69
C0149,2019,158.80,145.20,-8.56,64.92
C0149,2020,21.61,28.97,34.08,459.67
C0149,2021,129.15,143.30,10.96,88.80
C0149,2022,154.53,175.97,13.87,373.01
C0149,2023,99.71,84.80,-14.95,154.14
C0149,2024,30.01,30.58,1.91,113.81
C0150,2015,56.51,50.51,-10.63,279.38
C0150,2016,139.14,155.22,11.56,382.80
C0150,2017,180.13,203.63,13.04,363.64
C0150,2018,90.11,110.45,22.58,117.64
C0150,2019,116.48,154.56,32.70,165.92
C0150,2020,53.39,57.71,8.09,434.55
C0150,2021,88.32,83.02,-6.00,361.90
C0150,2022,73.99,74.00,0.01,356.63
C0150,2023,134.55,176.03,30.83,135.18
C0150,2024,197.09,174.92,-11.25,396.21
C0151,2015,164.53,193.54,17.64,179.85
C0151,2016,46.51,37.57,-19.21,201.29
C0151,2017,119.76,113.46,-5.26,144.49
C0151,2018,22.62,26.12,15.48,61.57
C0151,2019,56.91,61.12,7.38,210.78
C0151,2020,42.72,46.83,9.61,9.45
C0151,2021,73.75,88.23,19.63,228.50
C0151,2022,138.97,130.74,-5.92,362.78
C0151,2023,104.88,101.58,-3.15,480.41
C0151,2024,187.25,226.70,21.07,40.23
C0152,2015,50.42,56.62,12.30,141.36
C0152,2016,79.20,64.05,-19.12,247.57
C0152,2017,72.67,87.37,20.22,86.02
C0152,2018,54.83,64.27,17.21,59.30
C0152,2019,198.70,168.33,-15.28,226.71
C0152,2020,83.57,104.34,24.85,290.78
C0152,2021,188.70,210.07,11.33,410.28
C0152,2022,84.19,77.69,-7.72,498.90
C0152,2023,48.78,55.39,13.56,387.36
C0152,2024,32.65,37.78,15.73,111.45
C0153,2015,172.56,233.31,35.21,374.24
C0153,2016,16.10,20.05,24.53,269.04
C0153,2017,193.23,189.59,-1.88,225.95
C0153,2018,89.46,77.91,-12.91,467.93
C0153,2019,57.00,74.78,31.19,351.34
C0153,2020,127.31,166.48,30.76,341.16
C0153,2021,35.25,31.91,-9.48,6.87
C0153,2022,23.71,19.85,-16.27,432.67
C0153,2023,167.28,205.27,22.71,396.86
C0153,2024,90.69,111.87,23.35,150.17
C0154,2015,108.47,98.30,-9.37,146.76
C0154,2016,43.57,52.33,20.09,27.69
C0154,2017,21.67,20.96,-3.26,26.38
C0154,2018,79.88,76.39,-4.36,334.63
C0154,2019,106.17,105.61,-0.53,93.93
C0154,2020,155.43,172.88,11.22,461.85
C0154,2021,105.20,134.94,28.27,421.36
C0154,2022,158.68,174.41,9.92,175.09
C0154,2023,31.93,31.26,-2.12,190.65
C0154,2024,22.15,29.47,33.04,164.31
C0155,2015,40.18,33.48,-16.69,47.11
C0155,2016,156.68,200.28,27.83,16.68
C0155,2017,154.27,196.02,27.06,226.61
C0155,2018,36.86,35.10,-4.79,471.58
C0155,2019,15.89,14.60,-8.10,458.71
C0155,2020,140.20,185.74,32.48,405.11
C0155,2021,172.50,195.85,13.53,314.67
C0155,2022,153.28,126.86,-17.24,428.25
C0155,2023,48.53,64.77,33.45,258.02
C0155,2024,120.92,122.05,0.94,90.90
C0156,2015,153.90,154.71,0.53,342.40
C0156,2016,58.61,69.51,18.60,460.40
C0156,2017,110.27,131.97,19.68,10.78
C0156,2018,69.75,70.58,1.20,126.47
C0156,2019,52.86,46.83,-11.40,133.45
C0156,2020,194.22,219.74,13.14,50.42
C0156,2021,183.39,215.50,17.51,113.52
C0156,2022,94.68,124.61,31.61,192.61
C0156,2023,35.99,39.25,9.07,469.98
C0156,2024,148.30,176.10,18.74,430.27
C0157,2015,58.58,48.78,-16.74,473.06
C0157,2016,42.02,56.17,33.67,61.17
C0157,2017,82.49,82.19,-0.37,15.00
C0157,2018,110.67,130.52,17.93,55.83
C0157,2019,28.51,38.48,34.96,457.23
C0157,2020,118.63,152.60,28.63,79.59
C0157,2021,12.92,15.27,18.26,286.75
C0157,2022,179.46,219.32,22.22,114.56
C0157,2023,184.94,250.14,35.25,11.30
C0157,2024,149.28,192.17,28.73,43.23
C0158,2015,98.64,115.01,16.59,355.19
C0158,2016,58.43,69.84,19.52,92.00
C0158,2017,151.38,134.48,-11.16,115.34
C0158,2018,187.04,202.40,8.21,189.25
C0158,2019,40.12,39.34,-1.94,328.96
C0158,2020,98.51,104.34,5.92,235.22
C0158,2021,69.90,83.69,19.73,472.36
C0158,2022,77.78,69.19,-11.05,217.66
C0158,2023,87.09,70.58,-18.96,100.37
C0158,2024,190.84,198.12,3.82,268.54
C0159,2015,59.14,58.75,-0.67,225.99
C0159,2016,103.61,109.02,5.23,393.78
C0159,2017,190.78,259.22,35.87,467.63
C0159,2018,100.45,122.98,22.43,418.31
C0159,2019,174.08,173.47,-0.35,195.13
C0159,2020,21.17,19.21,-9.24,108.84
C0159,2021,191.08,223.77,17.11,457.33
C0159,2022,45.63,54.51,19.45,193.58
C0159,2023,196.19,213.88,9.02,385.33
C0159,2024,43.36,40.22,-7.23,494.77
C0160,2015,94.43,77.16,-18.29,289.14
C0160,2016,68.64,65.85,-4.06,240.46
C0160,2017,92.31,99.17,7.43,350.24
C0160,2018,57.60,73.31,27.28,97.77
C0160,2019,193.41,253.80,31.23,244.63
C0160,2020,68.09,71.34,4.78,156.85
C0160,2021,134.12,171.36,27.77,82.95
C0160,2022,36.12,50.42,39.60,305.46
C0160,2023,166.63,204.95,23.00,288.28
C0160,2024,113.08,139.89,23.72,380.84
C0161,2015,196.09,263.89,34.57,436.61
C0161,2016,90.45,90.71,0.29,110.97
C0161,2017,47.14,38.02,-19.33,390.07
C0161,2018,75.74,105.45,39.22,184.33
C0161,2019,150.02,164.17,9.43,314.77
C0161,2020,135.23,171.93,27.14,425.27
C0161,2021,157.89,203.28,28.75,128.84
C0161,2022,23.96,24.88,3.85,300.88
C0161,2023,120.27,135.28,12.48,240.68
C0161,2024,187.11,210.30,12.39,395.50
C0162,2015,30.50,28.43,-6.79,348.92
C0162,2016,27.92,24.31,-12.94,385.05
C0162,2017,146.15,164.59,12.61,144.68
C0162,2018,69.88,60.95,-12.79,352.47
C0162,2019,135.13,136.16,0.77,303.30
C0162,2020,113.62,103.58,-8.84,228.88
C0162,2021,197.35,241.59,22.41,189.79
C0162,2022,178.92,236.75,32.32,166.47
C0162,2023,138.83,159.21,14.67,5.83
C0162,2024,59.72,62.47,4.61,85.61
C0163,2015,59.76,83.55,39.80,30.43
C0163,2016,177.63,144.36,-18.73,424.33
C0163,2017,121.21,119.11,-1.74,430.18
C0163,2018,159.96,154.72,-3.28,423.25
C0163,2019,95.47,96.78,1.37,409.14
C0163,2020,29.58,27.76,-6.16,111.44
C0163,2021,73.21,70.18,-4.14,246.40
C0163,2022,40.62,38.77,-4.54,454.01
C0163,2023,158.55,174.95,10.34,380.13
C0163,2024,143.10,148.05,3.46,1.91
C0164,2015,26.80,31.72,18.36,230.25
C0164,2016,128.06,141.98,10.86,6.32
C0164,2017,176.09,160.25,-8.99,141.05
C0164,2018,142.50,183.26,28.60,218.45
C0164,2019,107.11,116.04,8.33,446.56
C0164,2020,69.25,61.77,-10.81,327.54
C0164,2021,178.55,160.72,-9.99,181.88
C0164,2022,90.33,115.46,27.82,245.84
C0164,2023,172.52,210.79,22.18,408.88
C0164,2024,158.77,175.27,10.39,150.53
C0165,2015,165.08,162.38,-1.64,307.90
C0165,2016,198.06,213.18,7.63,131.86
C0165,2017,152.26,179.96,18.19,240.50
C0165,2018,16.47,21.86,32.76,13.30
C0165,2019,49.03,55.58,13.35,426.29
C0165,2020,16.69,16.12,-3.40,25.13
C0165,2021,46.08,38.05,-17.44,112.96
C0165,2022,21.67,19.62,-9.47,167.42
C0165,2023,105.31,125.33,19.01,312.96
C0165,2024,15.36,13.77,-10.37,360.30
C0166,2015,99.79,108.66,8.89,41.15
C0166,2016,180.78,220.44,21.94,22.69
C0166,2017,152.23,149.94,-1.51,399.70
C0166,2018,189.35,227.50,20.15,356.37
C0166,2019,53.06,60.95,14.86,415.94
C0166,2020,110.91,117.93,6.34,338.59
C0166,2021,70.53,94.39,33.83,375.76
C0166,2022,103.83,126.17,21.52,190.14
C0166,2023,115.84,117.74,1.64,295.50
C0166,2024,16.88,21.64,28.26,402.89
C0167,2015,54.32,67.51,24.29,86.89
C0167,2016,143.91,183.48,27.50,211.99
C0167,2017,156.86,185.81,18.46,370.50
C0167,2018,118.20,121.46,2.76,266.79
C0167,2019,61.46,62.02,0.91,341.15
C0167,2020,86.97,103.71,19.25,147.14
C0167,2021,28.25,24.82,-12.15,17.14
C0167,2022,191.10,246.90,29.19,15.54
C0167,2023,175.05,178.94,2.22,471.45
C0167,2024,22.46,26.47,17.82,472.33
C0168,2015,41.63,45.77,9.94,106.43
C0168,2016,120.41,133.84,11.16,74.59
C0168,2017,54.16,67.31,24.28,10.05
C0168,2018,187.54,220.54,17.60,116.40
C0168,2019,153.56,145.91,-4.98,167.84
C0168,2020,61.93,52.30,-15.55,121.38
C0168,2021,11.16,14.55,30.41,398.89
C0168,2022,161.90,215.47,33.09,374.97
C0168,2023,90.58,81.40,-10.13,41.43
C0168,2024,132.05,130.16,-1.43,348.96
C0169,2015,64.53,62.55,-3.06,260.77
C0169,2016,37.15,50.61,36.25,66.95
C0169,2017,138.31,127.64,-7.71,370.03
C0169,2018,95.56,86.00,-10.01,43.94
C0169,2019,54.68,49.71,-9.09,89.40
C0169,2020,36.15,44.75,23.79,75.46
C0169,2021,120.29,160.33,33.28,469.58
C0169,2022,147.85,153.18,3.60,349.38
C0169,2023,63.94,56.37,-11.84,206.23
C0169,2024,149.68,172.34,15.14,411.28
C0170,2015,44.79,41.48,-7.40,108.76
C0170,2016,74.30,62.30,-16.15,465.62
C0170,2017,151.53,201.80,33.17,348.80
C0170,2018,135.43,179.10,32.25,280.23
C0170,2019,61.40,85.07,38.55,397.53
C0170,2020,33.21,36.01,8.44,322.75
C0170,2021,18.07,17.64,-2.36,443.67
C0170,2022,169.20,213.51,26.19,414.75
C0170,2023,24.28,22.05,-9.17,99.72
C0170,2024,31.82,30.10,-5.40,120.59
C0171,2015,55.17,52.59,-4.66,33.48
C0171,2016,94.68,129.80,37.10,110.88
C0171,2017,160.06,198.14,23.79,172.40
C0171,2018,57.02,50.19,-11.98,15.38
C0171,2019,113.27,96.92,-14.43,158.17
C0171,2020,27.17,35.48,30.57,386.00
C0171,2021,98.26,125.90,28.14,420.32
C0171,2022,43.75,52.62,20.26,5.43
C0171,2023,50.13,46.00,-8.23,4.57
C0171,2024,79.70,86.72,8.82,74.01
C0172,2015,154.66,179.65,16.16,436.42
C0172,2016,151.36,205.74,35.93,235.17
C0172,2017,88.84,80.11,-9.83,491.47
C0172,2018,32.55,36.10,10.93,443.78
C0172,2019,63.33,56.66,-10.53,445.17
C0172,2020,106.02,113.05,6.63,65.11
C0172,2021,175.19,161.19,-7.99,238.14
C0172,2022,193.97,252.49,30.17,496.80
C0172,2023,131.12,124.94,-4.72,75.37
C0172,2024,76.63,80.48,5.03,287.54
C0173,2015,141.76,148.09,4.47,172.80
C0173,2016,73.88,97.51,31.98,194.54
C0173,2017,128.84,161.65,25.47,445.51
C0173,2018,56.32,47.00,-16.55,294.36
C0173,2019,60.73,51.03,-15.97,379.63
C0173,2020,24.29,27.47,13.07,336.94
C0173,2021,89.83,94.91,5.66,264.98
C0173,2022,127.45,123.04,-3.46,396.06
C0173,2023,159.87,203.93,27.56,485.40
C0173,2024,163.97,143.83,-12.28,483.44
C0174,2015,198.56,274.90,38.44,394.94
C0174,2016,26.67,21.72,-18.55,244.18
C0174,2017,103.70,90.31,-12.91,82.42
C0174,2018,109.06,107.62,-1.32,23.19
C0174,2019,162.86,180.04,10.55,116.49
C0174,2020,60.61,56.35,-7.03,170.79
C0174,2021,23.18,28.78,24.17,65.79
C0174,2022,69.61,70.63,1.45,113.16
C0174,2023,196.95,162.11,-17.69,42.69
C0174,2024,180.89,239.98,32.66,262.31
C0175,2015,85.10,116.27,36.63,64.03
C0175,2016,176.49,206.70,17.11,371.64
C0175,2017,16.22,20.83,28.39,166.99
C0175,2018,69.70,60.82,-12.73,336.36
C0175,2019,148.09,142.36,-3.87,441.38
C0175,2020,52.08,51.82,-0.49,43.92
C0175,2021,47.69,65.65,37.65,494.51
C0175,2022,173.74,192.39,10.73,322.98
C0175,2023,127.03,102.19,-19.56,27.63
C0175,2024,197.91,203.48,2.81,157.69
C0176,2015,35.59,28.64,-19.53,443.24
C0176,2016,77.66,73.21,-5.73,298.52
C0176,2017,69.13,74.16,7.28,144.32
C0176,2018,177.23,176.17,-0.60,470.31
C0176,2019,58.51,47.95,-18.04,393.84
C0176,2020,77.16,67.11,-13.02,368.03
C0176,2021,37.14,41.99,13.05,444.33
C0176,2022,157.33,191.52,21.74,385.12
C0176,2023,55.16,57.52,4.27,144.08
C0176,2024,22.98,28.47,23.89,292.36
C0177,2015,92.67,83.22,-10.20,421.30
C0177,2016,84.38,73.68,-12.68,91.24
C0177,2017,43.75,57.03,30.37,82.35
C0177,2018,35.38,35.51,0.35,80.33
C0177,2019,180.35,191.05,5.93,97.93
C0177,2020,22.89,31.33,36.85,52.51
C0177,2021,28.87,30.44,5.45,418.98
C0177,2022,56.56,45.37,-19.79,409.34
C0177,2023,191.04,260.35,36.28,76.53
C0177,2024,26.22,21.20,-19.15,353.06
C0178,2015,165.04,197.62,19.74,313.86
C0178,2016,179.49,178.37,-0.63,138.82
C0178,2017,81.79,88.52,8.22,114.46
C0178,2018,65.84,74.29,12.84,126.04
C0178,2019,138.70,144.95,4.51,365.58
C0178,2020,143.50,181.47,26.46,160.34
C0178,2021,158.20,214.90,35.84,139.70
C0178,2022,167.81,142.95,-14.82,12.22
C0178,2023,61.00,78.08,28.02,454.21
C0178,2024,140.52,123.27,-12.28,376.60
C0179,2015,35.63,30.22,-15.18,236.92
C0179,2016,107.04,147.02,37.35,471.52
C0179,2017,126.45,138.28,9.36,147.47
C0179,2018,40.73,36.31,-10.84,337.68
C0179,2019,24.54,28.02,14.20,153.27
C0179,2020,47.00,45.03,-4.21,157.97
C0179,2021,89.91,96.98,7.86,422.51
C0179,2022,178.69,209.92,17.48,393.72
C0179,2023,111.06,146.78,32.16,147.76
C0179,2024,152.21,122.05,-19.82,41.61
C0180,2015,43.09,40.01,-7.15,179.43
C0180,2016,30.14,25.85,-14.22,380.27
C0180,2017,55.53,47.66,-14.17,51.17
C0180,2018,69.64,95.23,36.75,336.38
C0180,2019,114.14,155.42,36.16,444.99
C0180,2020,177.44,221.72,24.96,90.43
C0180,2021,90.96,107.86,18.58,431.24
C0180,2022,108.57,142.10,30.88,26.63
C0180,2023,10.88,9.08,-16.50,333.77
C0180,2024,16.33,14.23,-12.83,395.73
C0181,2015,25.92,25.66,-0.97,222.94
C0181,2016,142.81,185.58,29.95,102.66
C0181,2017,102.38,110.91,8.33,462.44
C0181,2018,46.66,51.43,10.21,10.96
C0181,2019,122.59,114.94,-6.24,277.98
C0181,2020,113.48,134.93,18.90,187.05
C0181,2021,26.87,35.81,33.27,231.07
C0181,2022,131.68,131.38,-0.23,268.75
C0181,2023,155.76,182.47,17.15,267.84
C0181,2024,64.45,64.39,-0.08,102.61
C0182,2015,140.62,179.38,27.56,340.17
C0182,2016,47.95,52.02,8.50,10.55
C0182,2017,153.78,154.34,0.37,11.57
C0182,2018,183.24,192.77,5.20,239.77
C0182,2019,93.95,80.31,-14.53,271.41
C0182,2020,56.48,74.53,31.97,138.17
C0182,2021,85.84,118.02,37.48,276.29
C0182,2022,57.51,62.49,8.64,258.54
C0182,2023,10.24,9.55,-6.72,175.26
