Company_ID,Year,Employee_Turnover,Diversity,Training_Hours
C0074,2018,13.39,33.73,23.44
C0074,2019,19.80,57.17,41.65
C0074,2020,13.94,50.43,45.80
C0074,2021,18.18,36.05,35.19
C0074,2022,21.79,57.15,40.95
C0074,2023,7.09,56.03,38.04
C0074,2024,20.31,22.10,10.23
C0075,2015,19.91,25.12,52.09
C0075,2016,21.39,35.49,12.98
C0075,2017,24.12,57.18,30.52
C0075,2018,11.19,53.77,15.55
C0075,2019,13.58,21.91,43.12
C0075,2020,10.25,40.49,26.28
C0075,2021,11.54,48.81,13.56
C0075,2022,11.60,31.04,12.27
C0075,2023,22.40,48.90,21.86
C0075,2024,6.26,34.79,43.36
C0076,2015,9.05,30.96,45.91
C0076,2016,17.21,35.70,16.42
C0076,2017,20.30,58.03,16.96
C0076,2018,18.95,56.21,39.66
C0076,2019,5.93,56.56,57.86
C0076,2020,14.08,56.70,37.65
C0076,2021,8.69,27.13,45.59
C0076,2022,24.76,55.84,38.77
C0076,2023,24.98,28.49,15.24
C0076,2024,6.02,53.53,57.32
C0077,2015,18.35,41.68,13.60
C0077,2016,21.26,29.60,47.99
C0077,2017,11.50,35.94,58.97
C0077,2018,18.87,37.34,25.95
C0077,2019,8.75,49.33,18.58
C0077,2020,7.56,44.24,38.31
C0077,2021,23.51,52.67,49.75
C0077,2022,17.85,35.87,57.47
C0077,2023,21.34,49.74,44.68
C0077,2024,15.65,51.71,26.79
C0078,2015,8.09,22.53,34.72
C0078,2016,12.53,35.03,48.06
C0078,2017,22.63,55.44,49.40
C0078,2018,5.31,48.20,13.72
C0078,2019,9.14,36.74,40.69
C0078,2020,10.07,27.32,58.37
C0078,2021,10.26,23.86,49.26
C0078,2022,6.97,29.17,10.37
C0078,2023,21.96,29.79,21.25
C0078,2024,8.19,34.83,32.25
C0079,2015,21.59,27.08,45.31
C0079,2016,12.10,25.84,37.76
C0079,2017,14.15,53.76,13.87
C0079,2018,14.26,29.98,46.91
C0079,2019,19.26,42.46,51.94
C0079,2020,19.63,27.97,20.29
C0079,2021,17.81,39.67,13.37
C0079,2022,20.48,31.07,49.55
C0079,2023,5.17,23.47,42.02
C0079,2024,15.10,59.29,50.18
C0080,2015,15.48,38.31,38.33
C0080,2016,9.79,35.72,31.43
C0080,2017,16.13,27.96,58.15
C0080,2018,14.34,39.81,49.00
C0080,2019,14.44,45.41,30.60
C0080,2020,7.37,32.19,55.38
C0080,2021,13.71,39.22,59.67
C0080,2022,20.33,29.48,25.41
C0080,2023,13.20,41.11,54.62
C0080,2024,14.75,51.49,12.27
C0081,2015,24.35,22.41,20.72
C0081,2016,22.44,40.71,18.05
C0081,2017,23.57,35.97,27.83
C0081,2018,6.55,22.96,38.13
C0081,2019,17.37,57.62,46.00
C0081,2020,9.47,30.39,55.14
C0081,2021,13.08,42.58,17.93
C0081,2022,18.60,34.90,38.91
C0081,2023,16.58,30.85,37.73
C0081,2024,15.11,41.09,32.92
C0082,2015,21.29,47.56,44.73
C0082,2016,18.65,51.42,35.67
C0082,2017,21.42,45.36,37.51
C0082,2018,23.64,41.05,55.17
C0082,2019,19.24,51.09,53.01
C0082,2020,12.91,40.70,38.87
C0082,2021,9.26,58.97,17.81
C0082,2022,10.42,41.07,57.94
C0082,2023,12.93,32.69,41.13
C0082,2024,19.80,37.85,50.37
C0083,2015,5.80,39.60,12.75
C0083,2016,21.29,31.34,54.84
C0083,2017,20.16,26.35,44.67
C0083,2018,14.99,37.26,44.27
C0083,2019,12.99,55.88,15.51
C0083,2020,7.25,30.22,45.64
C0083,2021,10.79,34.47,13.83
C0083,2022,7.19,50.31,12.79
C0083,2023,21.38,23.29,26.27
C0083,2024,15.19,53.00,11.16
C0084,2015,9.94,48.81,17.98
C0084,2016,5.36,41.99,46.31
C0084,2017,15.48,28.38,51.75
C0084,2018,20.04,23.71,18.98
C0084,2019,20.33,29.27,51.16
C0084,2020,9.29,50.46,34.03
C0084,2021,24.90,57.34,57.89
C0084,2022,16.38,49.52,16.97
C0084,2023,11.64,41.10,12.68
C0084,2024,12.86,58.03,52.25
C0085,2015,7.49,53.14,28.10
C0085,2016,14.87,46.23,32.86
C0085,2017,20.07,21.52,35.59
C0085,2018,13.19,31.51,51.26
C0085,2019,22.34,32.33,13.80
C0085,2020,14.54,33.89,37.56
C0085,2021,23.01,35.58,31.53
C0085,2022,19.06,57.57,27.01
C0085,2023,6.10,49.67,27.41
C0085,2024,6.34,47.68,56.52
C0086,2015,21.00,37.06,23.41
C0086,2016,12.14,33.50,32.73
C0086,2017,8.78,24.78,34.64
C0086,2018,22.31,38.14,45.99
C0086,2019,24.67,28.21,35.95
C0086,2020,21.17,35.64,41.06
C0086,2021,19.50,26.26,29.94
C0086,2022,5.02,33.76,45.93
C0086,2023,7.12,21.72,33.29
C0086,2024,18.42,20.24,21.14
C0087,2015,13.19,54.80,50.85
C0087,2016,5.39,45.65,48.27
C0087,2017,19.82,43.51,41.37
C0087,2018,13.38,40.55,36.10
C0087,2019,18.18,49.07,20.42
C0087,2020,14.37,49.45,53.42
C0087,2021,5.53,57.41,14.86
C0087,2022,17.72,29.78,29.16
C0087,2023,20.76,51.41,52.63
C0087,2024,8.12,59.65,39.78
C0088,2015,22.82,21.16,31.93
C0088,2016,8.63,34.96,49.57
C0088,2017,13.46,37.44,59.48
C0088,2018,15.54,52.87,19.44
C0088,2019,11.28,20.55,12.54
C0088,2020,15.01,43.94,33.15
C0088,2021,19.37,55.70,24.37
C0088,2022,19.29,25.91,43.34
C0088,2023,23.45,24.62,34.71
C0088,2024,22.24,59.99,34.95
C0089,2015,24.70,53.04,27.75
C0089,2016,16.91,47.90,20.53
C0089,2017,13.01,35.96,20.67
C0089,2018,9.80,54.16,29.35
C0089,2019,9.88,56.91,44.09
C0089,2020,8.02,49.30,26.86
C0089,2021,19.53,35.92,26.30
C0089,2022,18.08,43.34,31.25
C0089,2023,10.85,23.94,59.54
C0089,2024,22.84,26.32,14.56
C0090,2015,16.05,51.32,24.73
C0090,2016,6.38,21.17,24.60
C0090,2017,6.23,21.97,58.73
C0090,2018,7.86,40.32,30.36
C0090,2019,9.23,26.82,38.35
C0090,2020,22.75,31.75,19.91
C0090,2021,20.57,35.95,10.64
C0090,2022,9.03,40.89,26.96
C0090,2023,9.97,31.34,41.95
C0090,2024,17.74,39.34,44.58
C0091,2015,22.43,34.83,47.69
C0091,2016,11.33,23.24,53.03
C0091,2017,15.51,54.69,15.78
C0091,2018,22.81,31.25,14.14
C0091,2019,20.41,44.37,49.38
C0091,2020,22.83,42.79,31.79
C0091,2021,10.56,27.97,57.36
C0091,2022,18.82,21.20,57.17
C0091,2023,7.28,54.28,17.08
C0091,2024,17.32,39.91,44.56
C0092,2015,11.08,36.58,13.36
C0092,2016,19.03,50.52,30.17
C0092,2017,7.84,21.33,52.09
C0092,2018,18.31,50.61,33.05
C0092,2019,19.17,36.36,11.68
C0092,2020,22.14,42.06,22.02
C0092,2021,18.74,50.10,14.32
C0092,2022,15.46,41.87,30.41
C0092,2023,20.68,22.47,44.83
C0092,2024,10.69,49.14,43.02
C0093,2015,18.55,51.45,45.95
C0093,2016,19.49,38.48,29.19
C0093,2017,12.85,37.56,23.26
C0093,2018,24.78,30.08,12.85
C0093,2019,12.12,45.77,57.08
C0093,2020,6.69,55.28,15.91
C0093,2021,11.07,46.24,18.91
C0093,2022,6.99,50.85,11.25
C0093,2023,11.79,53.50,25.86
C0093,2024,7.56,29.05,50.94
C0094,2015,13.79,36.08,26.61
C0094,2016,20.56,37.44,43.30
C0094,2017,6.35,42.36,58.28
C0094,2018,16.26,21.97,54.63
C0094,2019,5.88,43.54,19.00
C0094,2020,22.69,23.54,27.96
C0094,2021,23.43,52.26,47.56
C0094,2022,14.85,58.52,58.88
C0094,2023,20.38,31.59,45.80
C0094,2024,16.86,40.26,22.61
C0095,2015,11.81,52.93,16.64
C0095,2016,9.90,32.59,34.76
C0095,2017,20.17,26.31,19.65
C0095,2018,13.60,49.56,21.38
C0095,2019,23.40,47.93,41.72
C0095,2020,24.51,42.80,35.74
C0095,2021,9.21,57.78,16.03
C0095,2022,16.22,58.20,17.68
C0095,2023,15.74,54.46,10.97
C0095,2024,22.36,31.72,20.98
C0096,2015,18.82,29.01,54.37
C0096,2016,17.15,53.43,49.65
C0096,2017,18.58,46.05,30.74
C0096,2018,12.79,35.85,47.10
C0096,2019,24.21,36.39,30.35
C0096,2020,6.15,54.13,49.61
C0096,2021,5.58,26.53,19.10
C0096,2022,13.31,57.76,17.63
C0096,2023,8.09,45.33,13.90
C0096,2024,15.90,51.65,22.09
C0097,2015,5.18,34.83,17.32
C0097,2016,14.19,43.48,49.93
C0097,2017,10.90,50.00,22.00
C0097,2018,9.05,37.41,35.81
C0097,2019,13.89,39.52,47.81
C0097,2020,22.09,43.28,43.85
C0097,2021,18.11,22.54,20.23
C0097,2022,8.20,54.53,13.85
C0097,2023,14.98,54.67,55.59
C0097,2024,23.63,31.26,41.10
C0098,2015,13.78,55.19,45.33
C0098,2016,14.41,49.81,29.30
C0098,2017,23.83,39.33,22.08
C0098,2018,7.72,33.91,36.53
C0098,2019,19.70,35.98,13.89
C0098,2020,10.98,41.38,50.00
C0098,2021,22.32,36.50,42.73
C0098,2022,6.09,36.81,48.08
C0098,2023,24.81,28.12,38.46
C0098,2024,20.37,48.31,38.90
C0099,2015,10.69,44.38,40.02
C0099,2016,20.22,59.68,49.21
C0099,2017,23.46,25.65,21.27
C0099,2018,7.26,24.55,44.08
C0099,2019,23.27,40.64,37.64
C0099,2020,12.20,26.08,34.76
C0099,2021,5.13,44.42,37.05
C0099,2022,7.25,27.84,23.61
C0099,2023,22.70,39.32,11.85
C0099,2024,24.65,44.45,47.96
C0100,2015,22.91,38.32,55.81
C0100,2016,13.83,32.80,34.04
C0100,2017,24.23,51.29,51.90
C0100,2018,13.14,54.19,37.76
C0100,2019,7.27,31.12,56.52
C0100,2020,11.82,52.54,35.42
C0100,2021,24.97,35.67,20.24
C0100,2022,17.52,39.50,53.51
C0100,2023,11.80,29.27,50.01
C0100,2024,17.48,45.03,29.90
C0101,2015,13.58,24.04,52.10
C0101,2016,5.99,43.67,10.45
C0101,2017,9.02,59.59,49.99
C0101,2018,5.38,50.14,44.40
C0101,2019,10.10,55.80,28.98
C0101,2020,19.79,38.57,49.58
C0101,2021,8.87,25.68,16.33
C0101,2022,15.56,31.54,20.17
C0101,2023,19.03,21.96,36.68
C0101,2024,15.97,40.07,54.05
C0102,2015,5.31,45.99,16.51
C0102,2016,12.27,36.98,38.21
C0102,2017,13.83,42.53,47.66
C0102,2018,11.86,32.83,47.17
C0102,2019,15.93,23.43,41.40
C0102,2020,15.26,37.28,57.05
C0102,2021,8.75,41.91,34.11
C0102,2022,20.04,59.31,54.01
C0102,2023,8.22,33.89,40.98
C0102,2024,14.18,47.11,46.87
C0103,2015,20.13,52.90,33.24
C0103,2016,18.95,33.42,18.38
C0103,2017,13.64,57.20,15.45
C0103,2018,20.78,33.55,44.12
C0103,2019,19.28,58.79,28.82
C0103,2020,12.69,20.09,38.37
C0103,2021,22.91,45.37,47.30
C0103,2022,7.84,51.60,49.32
C0103,2023,12.17,31.20,35.48
C0103,2024,18.96,24.68,25.73
C0104,2015,22.46,20.97,48.79
C0104,2016,11.45,22.98,30.77
C0104,2017,16.22,41.72,56.84
C0104,2018,5.24,53.57,51.23
C0104,2019,12.42,22.53,47.35
C0104,2020,11.62,24.53,22.06
C0104,2021,21.85,20.20,28.14
C0104,2022,6.48,31.29,52.45
C0104,2023,6.24,56.85,11.16
C0104,2024,13.85,31.05,49.07
C0105,2015,13.15,37.63,30.21
C0105,2016,8.23,27.16,49.97
C0105,2017,10.27,24.65,37.62
C0105,2018,24.48,27.30,36.34
C0105,2019,15.26,28.42,45.08
C0105,2020,6.76,25.21,50.32
C0105,2021,5.99,51.66,44.67
C0105,2022,5.84,39.09,32.54
C0105,2023,12.78,41.59,26.04
C0105,2024,22.31,34.99,52.28
C0106,2015,21.66,28.43,36.04
C0106,2016,12.36,23.76,49.17
C0106,2017,20.49,23.04,59.79
C0106,2018,20.04,27.41,42.19
C0106,2019,14.66,54.01,23.92
C0106,2020,13.09,28.66,53.28
C0106,2021,8.61,34.19,23.68
C0106,2022,10.58,42.91,23.02
C0106,2023,11.77,40.46,13.70
C0106,2024,21.25,46.63,13.93
C0107,2015,16.06,27.77,53.12
C0107,2016,9.02,40.96,21.54
C0107,2017,6.92,50.71,15.43
C0107,2018,14.93,35.50,27.63
C0107,2019,18.33,58.88,45.68
C0107,2020,21.38,43.12,26.98
C0107,2021,20.95,46.99,25.46
C0107,2022,21.48,38.36,34.40
C0107,2023,13.96,54.31,11.06
C0107,2024,22.31,38.06,34.55
C0108,2015,13.89,57.69,59.50
C0108,2016,8.36,32.30,49.97
C0108,2017,12.95,54.63,13.52
C0108,2018,11.80,45.57,42.74
C0108,2019,12.84,51.96,33.06
C0108,2020,18.17,21.51,51.31
C0108,2021,18.14,31.09,14.93
C0108,2022,9.50,53.88,21.64
C0108,2023,11.32,32.73,49.56
C0108,2024,16.91,48.51,52.46
C0109,2015,6.68,59.69,36.47
C0109,2016,18.77,27.09,10.98
C0109,2017,8.58,36.70,54.69
C0109,2018,22.01,26.61,29.14
C0109,2019,13.03,26.17,11.98
C0109,2020,9.42,45.32,50.94
C0109,2021,18.36,27.66,30.90
C0109,2022,16.08,39.31,19.50
C0109,2023,8.44,59.12,50.08
C0109,2024,21.54,33.33,32.89
C0110,2015,14.07,54.95,40.39
C0110,2016,8.04,35.85,51.16
C0110,2017,20.92,30.51,36.12
C0110,2018,7.67,33.45,15.52
C0110,2019,24.36,25.11,58.19
C0110,2020,13.84,47.16,24.33
C0110,2021,19.56,40.36,59.71
C0110,2022,14.04,44.55,10.30
C0110,2023,8.75,32.12,34.19
C0110,2024,20.16,46.14,45.25
C0111,2015,10.79,26.58,55.32
C0111,2016,18.65,46.10,49.02
C0111,2017,10.15,23.25,22.78
C0111,2018,9.82,36.01,22.17
C0111,2019,14.15,44.39,27.83
C0111,2020,21.32,54.21,15.53
C0111,2021,17.27,52.50,43.48
C0111,2022,6.29,41.08,57.06
C0111,2023,19.68,55.33,42.11
C0111,2024,16.60,40.24,36.67
C0112,2015,17.47,40.69,35.17
C0112,2016,12.07,48.82,39.63
C0112,2017,16.12,55.11,45.53
C0112,2018,12.44,44.11,49.75
C0112,2019,6.63,57.77,44.92
C0112,2020,21.89,29.30,45.25
C0112,2021,18.56,56.97,57.59
C0112,2022,18.41,28.87,54.97
C0112,2023,8.87,41.06,51.20
C0112,2024,18.27,51.84,12.17
C0113,2015,9.64,52.06,43.44
C0113,2016,18.75,31.13,32.75
C0113,2017,11.67,59.44,40.88
C0113,2018,8.15,23.22,44.31
C0113,2019,23.13,21.39,45.73
C0113,2020,7.09,53.66,53.47
C0113,2021,20.24,52.76,55.50
C0113,2022,7.04,48.51,40.34
C0113,2023,18.69,54.03,54.71
C0113,2024,7.21,25.50,48.23
C0114,2015,15.18,23.83,20.14
C0114,2016,8.76,58.78,11.77
C0114,2017,22.33,44.97,10.49
C0114,2018,13.03,56.79,39.33
C0114,2019,5.31,56.26,36.08
C0114,2020,17.56,46.13,44.82
C0114,2021,13.90,45.14,52.14
C0114,2022,22.19,34.40,18.22
C0114,2023,13.66,25.96,52.82
C0114,2024,13.22,47.46,14.90
C0115,2015,14.08,52.71,54.16
C0115,2016,22.20,41.78,52.52
C0115,2017,16.74,22.03,44.85
C0115,2018,18.39,25.80,25.00
C0115,2019,19.41,24.08,14.67
C0115,2020,23.75,46.31,48.90
C0115,2021,21.75,42.59,20.89
C0115,2022,23.55,38.66,32.05
C0115,2023,11.87,41.74,36.54
C0115,2024,9.30,31.04,44.27
C0116,2015,9.07,52.19,34.37
C0116,2016,22.16,33.14,44.73
C0116,2017,21.61,45.77,50.70
C0116,2018,18.01,35.63,45.65
C0116,2019,6.26,22.89,24.98
C0116,2020,11.36,30.28,54.71
C0116,2021,19.68,58.60,37.53
C0116,2022,9.97,27.62,33.27
C0116,2023,17.48,24.20,38.75
C0116,2024,15.85,31.65,34.16
C0117,2015,10.25,55.12,47.76
C0117,2016,23.69,32.24,31.03
C0117,2017,10.13,36.70,48.84
C0117,2018,22.90,32.40,48.01
C0117,2019,15.82,59.56,23.84
C0117,2020,6.84,60.00,14.80
C0117,2021,21.67,39.31,52.55
C0117,2022,20.83,51.39,18.45
C0117,2023,21.62,28.80,11.56
C0117,2024,17.76,34.97,30.12
C0118,2015,19.23,47.17,22.71
C0118,2016,23.14,31.45,21.02
C0118,2017,7.55,28.99,18.62
C0118,2018,6.66,56.89,47.46
C0118,2019,7.50,29.77,49.17
C0118,2020,22.40,22.37,12.32
C0118,2021,16.26,50.04,37.34
C0118,2022,8.52,29.73,16.76
C0118,2023,7.83,38.01,34.98
C0118,2024,13.91,24.46,27.40
C0119,2015,21.31,22.74,20.09
C0119,2016,21.10,38.42,57.40
C0119,2017,22.03,33.48,57.84
C0119,2018,20.38,40.24,38.20
C0119,2019,6.23,58.63,19.40
C0119,2020,19.40,36.30,39.16
C0119,2021,15.38,44.11,56.42
C0119,2022,19.53,23.90,28.89
C0119,2023,14.69,55.44,16.89
C0119,2024,14.67,52.23,44.68
C0120,2015,7.52,40.90,42.81
C0120,2016,23.10,27.34,10.07
C0120,2017,12.49,37.04,52.68
C0120,2018,16.65,31.90,43.04
C0120,2019,9.14,59.78,19.78
C0120,2020,12.38,39.63,10.16
C0120,2021,22.41,36.89,58.62
C0120,2022,9.19,26.76,47.73
C0120,2023,9.12,29.56,28.25
C0120,2024,10.21,48.46,31.64
C0121,2015,16.49,41.40,36.94
C0121,2016,15.41,34.32,45.93
C0121,2017,8.51,31.88,18.65
C0121,2018,18.84,28.03,19.79
C0121,2019,23.15,21.36,12.41
C0121,2020,8.98,59.09,59.29
C0121,2021,18.46,50.12,53.78
C0121,2022,16.73,57.11,37.65
C0121,2023,11.58,36.50,31.51
C0121,2024,17.36,54.78,21.87
C0122,2015,9.20,30.25,39.75
C0122,2016,21.68,40.39,44.53
C0122,2017,5.44,28.10,44.46
C0122,2018,16.34,50.81,10.32
C0122,2019,11.38,39.90,45.10
C0122,2020,22.63,41.45,53.32
C0122,2021,14.99,54.38,15.75
C0122,2022,21.05,49.57,47.77
C0122,2023,23.48,58.65,51.16
C0122,2024,11.69,36.21,23.81
C0123,2015,22.61,38.46,45.61
C0123,2016,19.53,44.61,14.84
C0123,2017,7.16,38.13,42.46
C0123,2018,7.08,36.78,35.52
C0123,2019,21.35,33.62,52.49
C0123,2020,14.37,53.28,32.60
C0123,2021,14.90,41.34,31.40
C0123,2022,22.82,44.30,56.69
C0123,2023,23.08,28.16,56.71
C0123,2024,7.25,30.07,11.79
C0124,2015,12.47,33.59,34.28
C0124,2016,22.90,38.61,18.05
C0124,2017,21.40,21.76,23.69
C0124,2018,19.42,55.54,43.31
C0124,2019,7.04,56.15,16.46
C0124,2020,17.42,46.47,10.56
C0124,2021,16.64,32.64,46.36
C0124,2022,8.34,35.41,42.07
C0124,2023,20.48,49.36,55.13
C0124,2024,11.24,31.45,37.12
C0125,2015,17.41,44.36,57.27
C0125,2016,12.24,56.25,40.47
C0125,2017,6.69,36.42,29.36
C0125,2018,15.50,43.48,40.42
C0125,2019,11.13,57.14,47.46
C0125,2020,6.43,33.62,27.38
C0125,2021,8.97,50.39,28.63
C0125,2022,17.38,50.20,41.50
C0125,2023,7.03,57.14,32.78
C0125,2024,6.75,54.34,36.35
C0126,2015,23.88,49.95,59.10
C0126,2016,7.15,45.46,12.19
C0126,2017,12.52,29.65,42.40
C0126,2018,7.67,46.83,56.14
C0126,2019,23.79,31.06,21.81
C0126,2020,14.62,37.60,20.60
C0126,2021,7.22,48.39,28.15
C0126,2022,20.38,47.00,13.70
C0126,2023,20.62,36.05,38.01
C0126,2024,23.02,27.31,42.27
C0127,2015,19.11,39.37,50.99
C0127,2016,6.09,30.80,13.31
C0127,2017,16.01,30.22,31.81
C0127,2018,12.68,33.07,49.21
C0127,2019,19.97,48.25,48.42
C0127,2020,16.82,39.89,13.68
C0127,2021,19.50,34.93,10.57
C0127,2022,8.61,56.02,49.17
C0127,2023,13.74,48.27,16.90
C0127,2024,13.64,39.79,38.89
C0128,2015,24.62,36.85,14.71
C0128,2016,5.38,52.76,24.78
C0128,2017,21.32,26.92,17.90
C0128,2018,6.94,46.57,46.82
C0128,2019,6.61,20.84,43.64
C0128,2020,11.56,20.28,16.77
C0128,2021,19.02,57.27,12.97
C0128,2022,18.57,40.56,33.32
C0128,2023,17.56,32.60,19.78
C0128,2024,20.49,51.79,10.41
C0129,2015,9.65,59.39,23.21
C0129,2016,17.68,21.38,20.76
C0129,2017,17.76,21.52,44.25
C0129,2018,18.09,54.19,53.04
C0129,2019,16.89,42.27,21.88
C0129,2020,9.43,55.31,21.15
C0129,2021,23.29,47.79,29.39
C0129,2022,24.52,38.82,18.63
C0129,2023,18.78,26.45,57.34
C0129,2024,13.88,35.59,22.18
C0130,2015,15.74,51.49,14.67
C0130,2016,7.17,29.36,37.84
C0130,2017,12.27,48.49,36.88
C0130,2018,24.52,29.89,41.60
C0130,2019,15.95,38.54,58.34
C0130,2020,16.21,23.42,26.17
C0130,2021,24.08,38.20,27.98
C0130,2022,22.73,44.51,26.85
C0130,2023,16.37,42.53,41.43
C0130,2024,10.38,36.26,40.20
C0131,2015,7.34,34.79,36.44
C0131,2016,22.27,31.02,28.22
C0131,2017,23.40,50.68,31.38
C0131,2018,14.89,51.31,49.63
C0131,2019,6.89,39.32,40.46
C0131,2020,17.12,35.30,45.82
C0131,2021,12.35,45.50,23.84
C0131,2022,8.16,42.31,55.57
C0131,2023,23.38,46.69,11.76
C0131,2024,9.79,32.24,39.78
C0132,2015,19.22,51.53,50.62
C0132,2016,13.59,32.67,53.31
C0132,2017,21.56,36.75,25.98
C0132,2018,19.02,25.30,32.99
C0132,2019,7.46,54.21,11.74
C0132,2020,13.99,45.77,49.49
C0132,2021,10.20,29.41,16.23
C0132,2022,19.27,54.07,31.40
C0132,2023,15.89,48.19,59.54
C0132,2024,11.80,37.69,55.89
C0133,2015,11.59,59.59,26.50
C0133,2016,7.29,33.49,21.19
C0133,2017,9.28,23.98,22.58
C0133,2018,19.27,49.34,44.24
C0133,2019,17.20,50.28,46.29
C0133,2020,12.11,22.36,20.82
C0133,2021,21.72,52.78,22.00
C0133,2022,14.69,51.04,26.17
C0133,2023,20.89,57.18,31.66
C0133,2024,20.62,24.74,55.87
C0134,2015,21.96,44.03,11.33
C0134,2016,22.00,28.78,41.91
C0134,2017,18.58,35.98,53.08
C0134,2018,19.99,30.60,46.17
C0134,2019,20.54,37.97,20.84
C0134,2020,8.38,24.52,33.84
C0134,2021,11.00,32.14,55.51
C0134,2022,7.08,22.84,15.79
C0134,2023,8.79,39.67,59.38
C0134,2024,20.57,31.87,17.18
C0135,2015,23.94,43.61,17.12
C0135,2016,18.47,38.26,50.64
C0135,2017,22.72,29.75,51.42
C0135,2018,11.36,24.12,11.90
C0135,2019,21.92,50.13,18.42
C0135,2020,11.78,45.33,57.43
C0135,2021,22.88,21.32,23.97
C0135,2022,20.96,59.57,10.61
C0135,2023,24.67,45.70,22.70
C0135,2024,21.55,28.29,46.77
C0136,2015,12.96,53.62,55.82
C0136,2016,7.20,55.28,17.76
C0136,2017,22.49,42.95,21.22
C0136,2018,16.42,55.42,32.08
C0136,2019,22.16,21.17,47.42
C0136,2020,12.74,57.81,42.93
C0136,2021,5.58,22.29,26.38
C0136,2022,6.05,45.70,13.32
C0136,2023,18.41,33.84,22.65
C0136,2024,7.29,21.57,20.98
C0137,2015,19.91,57.17,11.05
C0137,2016,13.39,25.41,58.75
C0137,2017,16.26,54.15,22.77
C0137,2018,21.02,33.21,51.83
C0137,2019,10.06,49.65,34.24
C0137,2020,13.26,30.17,58.61
C0137,2021,19.59,43.34,17.48
C0137,2022,23.37,51.98,15.53
C0137,2023,10.81,42.65,10.12
C0137,2024,17.45,32.26,45.92
C0138,2015,24.02,29.34,25.32
C0138,2016,17.98,26.99,53.52
C0138,2017,22.86,53.55,41.69
C0138,2018,23.79,44.44,38.87
C0138,2019,23.59,40.35,34.34
C0138,2020,20.17,29.98,22.91
C0138,2021,16.04,37.35,13.23
C0138,2022,6.94,44.80,32.18
C0138,2023,9.45,22.88,14.96
C0138,2024,10.12,34.43,55.29
C0139,2015,5.67,29.58,51.47
C0139,2016,7.04,45.86,40.99
C0139,2017,10.90,44.25,32.62
C0139,2018,6.81,31.98,32.71
C0139,2019,8.39,21.67,33.23
C0139,2020,6.09,27.31,47.27
C0139,2021,13.33,26.40,16.31
C0139,2022,21.43,42.74,36.56
C0139,2023,21.24,26.77,50.63
C0139,2024,23.10,39.29,35.51
C0140,2015,19.91,44.58,10.69
C0140,2016,9.89,55.18,22.23
C0140,2017,19.05,29.80,43.43
C0140,2018,20.08,27.44,56.71
C0140,2019,15.86,26.93,54.69
C0140,2020,21.14,34.42,51.14
C0140,2021,6.43,45.97,57.51
C0140,2022,16.90,46.87,24.00
C0140,2023,14.60,28.44,10.62
C0140,2024,21.10,25.25,27.72
C0141,2015,7.56,37.95,38.85
C0141,2016,9.25,25.65,25.82
C0141,2017,16.17,52.52,12.21
C0141,2018,23.94,23.36,35.36
C0141,2019,6.66,50.08,19.98
C0141,2020,19.87,21.71,46.38
C0141,2021,9.11,52.28,14.46
C0141,2022,7.11,45.09,57.91
C0141,2023,12.90,32.89,53.83
C0141,2024,16.66,36.22,53.69
C0142,2015,21.54,46.94,49.49
C0142,2016,17.69,27.43,41.68
C0142,2017,14.83,55.61,12.67
C0142,2018,10.71,39.32,43.12
C0142,2019,10.85,50.41,47.35
C0142,2020,20.41,40.27,16.54
C0142,2021,7.28,38.09,40.79
C0142,2022,7.93,38.78,33.94
C0142,2023,19.39,34.52,33.62
C0142,2024,24.22,49.31,19.97
C0143,2015,7.40,53.85,46.97
C0143,2016,17.19,54.18,56.26
C0143,2017,9.78,24.85,49.39
C0143,2018,5.52,50.45,28.45
C0143,2019,21.65,28.00,59.21
C0143,2020,15.17,20.49,28.21
C0143,2021,5.48,31.02,21.72
C0143,2022,22.91,31.71,58.40
C0143,2023,15.71,52.39,49.49
C0143,2024,19.74,49.70,48.06
C0144,2015,13.47,23.39,13.87
C0144,2016,8.70,33.04,19.60
C0144,2017,14.31,30.05,10.93
C0144,2018,10.75,43.82,48.83
C0144,2019,10.93,41.66,23.91
C0144,2020,17.88,47.16,16.61
C0144,2021,6.88,56.43,19.09
C0144,2022,12.94,36.84,42.06
C0144,2023,15.93,46.24,31.65
C0144,2024,19.20,56.73,57.07
C0145,2015,17.66,41.67,28.29
C0145,2016,22.72,32.33,51.69
C0145,2017,24.85,36.12,37.32
C0145,2018,23.75,50.18,45.27
C0145,2019,20.28,48.80,18.43
C0145,2020,18.72,49.94,47.45
C0145,2021,5.71,49.73,14.28
C0145,2022,15.67,56.82,44.56
C0145,2023,18.27,50.56,33.28
C0145,2024,13.26,54.22,21.43
C0146,2015,12.70,42.95,34.02
C0146,2016,15.85,45.77,52.78
C0146,2017,23.13,58.71,17.74
C0146,2018,10.22,54.81,18.48
C0146,2019,12.98,51.09,36.70
C0146,2020,18.06,47.42,41.26
C0146,2021,8.72,34.34,31.01
C0146,2022,21.70,41.93,23.32
C0146,2023,18.32,22.21,13.36
C0146,2024,12.05,36.65,12.49
C0147,2015,19.44,24.48,12.04
C0147,2016,10.59,49.15,55.06
C0147,2017,20.49,55.69,16.57
C0147,2018,6.41,26.96,24.76
C0147,2019,13.54,29.83,59.29
C0147,2020,10.23,54.28,56.37
C0147,2021,21.33,43.43,12.14
C0147,2022,20.05,43.53,37.56
