Company_ID,Year,Board_Independence,Female_Board,Exec_Comp_to_Revenue
C0074,2017,65.50,11.48,2.37
C0074,2018,88.28,14.44,1.08
C0074,2019,68.13,35.95,3.12
C0074,2020,86.80,34.76,3.60
C0074,2021,68.09,19.56,3.48
C0074,2022,70.65,38.76,2.70
C0074,2023,88.32,21.19,2.03
C0074,2024,77.00,22.20,3.27
C0075,2015,55.97,12.46,5.35
C0075,2016,73.94,32.01,5.92
C0075,2017,59.01,21.51,2.56
C0075,2018,62.39,42.76,5.87
C0075,2019,83.53,42.06,3.17
C0075,2020,77.29,15.14,4.07
C0075,2021,61.48,16.40,5.02
C0075,2022,50.19,22.84,2.80
C0075,2023,71.25,33.23,2.04
C0075,2024,60.01,23.70,2.37
C0076,2015,51.13,24.01,5.19
C0076,2016,52.53,15.60,5.67
C0076,2017,76.93,23.42,1.64
C0076,2018,66.57,28.82,4.47
C0076,2019,60.50,49.39,1.17
C0076,2020,85.19,43.52,5.37
C0076,2021,83.00,41.72,5.28
C0076,2022,68.65,32.39,4.87
C0076,2023,61.02,24.40,5.12
C0076,2024,70.29,44.28,4.02
C0077,2015,80.12,23.90,1.74
C0077,2016,50.43,33.71,5.57
C0077,2017,74.50,20.29,1.71
C0077,2018,78.41,41.06,2.13
C0077,2019,82.67,30.58,3.16
C0077,2020,58.66,45.81,3.49
C0077,2021,58.14,32.76,1.48
C0077,2022,58.63,16.57,4.81
C0077,2023,87.26,49.72,1.69
C0077,2024,55.64,30.08,4.27
C0078,2015,80.59,20.03,3.26
C0078,2016,89.47,23.17,5.05
C0078,2017,87.85,14.85,2.48
C0078,2018,66.40,12.96,5.18
C0078,2019,83.57,28.02,2.26
C0078,2020,76.81,48.07,3.87
C0078,2021,84.74,14.92,3.43
C0078,2022,56.45,46.11,2.76
C0078,2023,80.60,41.87,1.06
C0078,2024,73.46,42.26,2.99
C0079,2015,71.60,38.40,1.59
C0079,2016,79.16,33.67,2.13
C0079,2017,60.92,14.86,4.44
C0079,2018,52.98,33.03,3.86
C0079,2019,70.08,24.08,3.64
C0079,2020,62.09,14.21,3.82
C0079,2021,60.26,42.15,1.60
C0079,2022,89.94,31.86,1.82
C0079,2023,57.91,39.80,3.71
C0079,2024,59.42,29.18,3.03
C0080,2015,63.36,32.07,3.32
C0080,2016,69.88,38.49,5.40
C0080,2017,84.76,19.88,1.93
C0080,2018,57.06,43.88,5.55
C0080,2019,74.64,26.84,5.29
C0080,2020,64.74,38.34,5.51
C0080,2021,81.88,23.04,4.21
C0080,2022,74.08,38.10,5.32
C0080,2023,81.80,11.74,5.96
C0080,2024,84.20,47.17,3.36
C0081,2015,86.49,41.48,5.31
C0081,2016,89.83,36.59,5.52
C0081,2017,74.75,22.96,2.55
C0081,2018,75.50,43.70,3.21
C0081,2019,55.62,40.71,3.87
C0081,2020,54.20,28.12,2.75
C0081,2021,69.51,17.90,2.61
C0081,2022,77.75,17.02,2.90
C0081,2023,59.93,29.53,3.12
C0081,2024,63.09,41.34,2.26
C0082,2015,78.01,38.58,3.37
C0082,2016,58.47,29.74,4.89
C0082,2017,70.85,18.18,4.12
C0082,2018,71.54,19.57,2.90
C0082,2019,86.68,12.31,1.78
C0082,2020,66.09,17.07,5.12
C0082,2021,58.42,10.51,3.56
C0082,2022,56.96,36.98,5.86
C0082,2023,61.73,33.53,2.26
C0082,2024,61.16,49.52,1.88
C0083,2015,80.01,40.51,1.04
C0083,2016,73.75,19.85,1.41
C0083,2017,77.30,38.32,2.93
C0083,2018,75.21,10.49,1.99
C0083,2019,69.25,49.45,1.19
C0083,2020,87.13,34.58,2.13
C0083,2021,82.70,14.79,4.64
C0083,2022,58.43,29.94,4.68
C0083,2023,66.95,47.62,1.75
C0083,2024,61.52,43.99,5.68
C0084,2015,79.83,21.96,1.80
C0084,2016,63.78,25.85,1.45
C0084,2017,75.61,44.14,1.81
C0084,2018,61.69,46.00,1.70
C0084,2019,56.87,46.58,4.16
C0084,2020,50.37,47.92,1.78
C0084,2021,89.78,30.02,4.17
C0084,2022,58.78,44.46,2.38
C0084,2023,83.29,23.88,2.24
C0084,2024,82.88,43.52,5.49
C0085,2015,59.44,23.90,2.07
C0085,2016,66.63,34.33,5.32
C0085,2017,83.44,28.74,2.52
C0085,2018,77.59,45.72,5.96
C0085,2019,64.80,12.66,5.90
C0085,2020,87.97,47.95,5.14
C0085,2021,63.69,28.48,5.34
C0085,2022,58.48,29.26,5.12
C0085,2023,55.87,43.11,4.15
C0085,2024,78.05,36.65,5.05
C0086,2015,51.16,48.15,4.14
C0086,2016,83.83,31.86,5.21
C0086,2017,62.17,32.35,5.68
C0086,2018,64.79,48.87,4.77
C0086,2019,82.07,47.06,5.82
C0086,2020,82.57,18.35,3.24
C0086,2021,66.00,22.28,5.63
C0086,2022,72.15,35.01,2.13
C0086,2023,77.17,47.58,1.16
C0086,2024,77.54,32.53,1.64
C0087,2015,71.36,39.31,1.80
C0087,2016,83.76,13.76,5.12
C0087,2017,83.66,30.90,3.01
C0087,2018,83.95,15.90,2.17
C0087,2019,60.73,20.43,5.06
C0087,2020,60.28,16.65,2.01
C0087,2021,55.59,16.64,1.39
C0087,2022,83.06,49.67,3.33
C0087,2023,52.43,21.93,1.35
C0087,2024,55.41,32.62,2.39
C0088,2015,87.05,10.80,4.50
C0088,2016,55.00,42.26,2.87
C0088,2017,54.85,37.21,1.44
C0088,2018,86.36,19.15,3.01
C0088,2019,62.40,11.44,3.57
C0088,2020,85.26,20.98,2.25
C0088,2021,65.11,35.14,1.85
C0088,2022,64.95,10.61,4.81
C0088,2023,55.41,13.01,1.34
C0088,2024,86.74,26.37,5.78
C0089,2015,80.47,17.04,1.04
C0089,2016,59.03,35.27,4.26
C0089,2017,79.11,16.99,1.67
C0089,2018,54.15,49.74,3.74
C0089,2019,70.95,27.43,1.94
C0089,2020,60.17,15.93,1.17
C0089,2021,84.02,12.95,5.30
C0089,2022,70.45,26.82,3.12
C0089,2023,86.85,42.36,2.38
C0089,2024,73.41,27.55,5.74
C0090,2015,70.16,15.64,1.41
C0090,2016,77.76,29.55,2.74
C0090,2017,81.36,23.49,1.89
C0090,2018,50.61,30.07,5.96
C0090,2019,70.89,25.65,3.73
C0090,2020,81.03,35.92,5.06
C0090,2021,66.30,42.14,1.82
C0090,2022,51.80,45.46,2.52
C0090,2023,50.70,39.65,4.10
C0090,2024,81.75,24.20,1.89
C0091,2015,57.92,27.94,3.50
C0091,2016,57.00,35.67,5.66
C0091,2017,61.58,18.79,5.65
C0091,2018,54.09,38.07,2.77
C0091,2019,52.13,35.99,3.58
C0091,2020,84.89,36.26,1.99
C0091,2021,62.11,23.33,5.89
C0091,2022,73.30,34.06,3.60
C0091,2023,84.31,17.91,2.03
C0091,2024,89.10,17.59,5.22
C0092,2015,77.54,40.74,3.10
C0092,2016,88.01,25.18,4.18
C0092,2017,66.94,31.78,5.22
C0092,2018,81.58,21.71,2.55
C0092,2019,87.50,19.43,3.89
C0092,2020,52.13,41.19,1.28
C0092,2021,62.70,41.77,2.17
C0092,2022,79.61,43.45,1.69
C0092,2023,62.61,44.18,4.22
C0092,2024,50.68,26.46,2.27
C0093,2015,82.28,42.36,4.80
C0093,2016,56.59,23.84,4.81
C0093,2017,62.83,12.10,4.92
C0093,2018,86.42,37.57,1.66
C0093,2019,58.35,17.96,3.63
C0093,2020,85.79,28.06,4.40
C0093,2021,66.90,16.55,2.61
C0093,2022,86.73,25.66,2.30
C0093,2023,85.07,45.39,4.59
C0093,2024,66.61,34.53,2.76
C0094,2015,86.87,15.93,2.24
C0094,2016,75.31,39.02,3.81
C0094,2017,69.02,43.91,4.10
C0094,2018,71.23,16.66,4.88
C0094,2019,52.53,39.76,1.20
C0094,2020,82.30,31.97,1.87
C0094,2021,61.70,34.17,4.89
C0094,2022,60.81,47.56,3.66
C0094,2023,78.62,11.46,5.03
C0094,2024,64.83,35.55,3.24
C0095,2015,70.57,13.26,3.30
C0095,2016,66.86,41.58,2.89
C0095,2017,70.19,45.85,4.46
C0095,2018,58.89,13.46,3.95
C0095,2019,85.40,11.03,2.96
C0095,2020,74.41,48.23,1.94
C0095,2021,59.35,47.06,1.01
C0095,2022,53.66,46.95,1.46
C0095,2023,71.42,47.59,1.54
C0095,2024,68.72,30.00,3.85
C0096,2015,87.30,49.08,4.80
C0096,2016,59.23,45.69,3.28
C0096,2017,85.26,13.91,3.07
C0096,2018,80.66,42.51,1.66
C0096,2019,69.06,38.50,5.51
C0096,2020,84.95,15.36,4.68
C0096,2021,84.48,39.52,3.08
C0096,2022,78.58,29.40,1.49
C0096,2023,54.06,44.15,5.23
C0096,2024,56.41,42.75,1.85
C0097,2015,73.66,47.69,4.37
C0097,2016,59.82,13.01,2.70
C0097,2017,72.05,38.41,5.30
C0097,2018,72.43,25.08,3.93
C0097,2019,73.48,41.04,2.14
C0097,2020,72.79,34.10,1.06
C0097,2021,65.17,29.82,2.06
C0097,2022,58.41,10.17,2.83
C0097,2023,70.74,34.29,4.54
C0097,2024,69.81,26.82,2.08
C0098,2015,61.01,23.30,2.31
C0098,2016,52.05,49.55,3.18
C0098,2017,58.22,38.01,1.21
C0098,2018,72.03,31.60,4.84
C0098,2019,71.42,44.75,1.39
C0098,2020,55.35,19.08,4.69
C0098,2021,74.24,34.80,2.34
C0098,2022,66.91,44.44,3.30
C0098,2023,76.15,14.94,3.05
C0098,2024,85.52,19.44,2.27
C0099,2015,62.34,13.31,2.28
C0099,2016,63.89,49.70,5.75
C0099,2017,77.07,33.24,2.53
C0099,2018,87.97,29.58,1.92
C0099,2019,69.44,23.54,2.25
C0099,2020,56.77,27.98,4.48
C0099,2021,87.40,41.03,2.54
C0099,2022,68.79,46.67,1.86
C0099,2023,68.43,14.20,3.07
C0099,2024,71.59,21.99,1.59
C0100,2015,60.10,17.57,2.99
C0100,2016,81.39,27.42,5.31
C0100,2017,75.64,31.22,2.86
C0100,2018,88.19,38.85,3.57
C0100,2019,58.16,45.03,4.95
C0100,2020,74.77,31.69,3.58
C0100,2021,70.67,29.55,1.24
C0100,2022,85.79,33.03,2.07
C0100,2023,51.21,45.54,5.47
C0100,2024,80.43,35.94,5.01
C0101,2015,74.92,41.49,4.80
C0101,2016,74.30,38.78,3.74
C0101,2017,85.01,46.94,2.77
C0101,2018,73.59,42.68,4.47
C0101,2019,78.64,23.65,4.32
C0101,2020,75.83,44.17,4.21
C0101,2021,52.78,28.70,3.52
C0101,2022,54.51,43.89,2.30
C0101,2023,63.54,46.23,3.18
C0101,2024,77.03,37.41,3.56
C0102,2015,51.06,38.76,2.08
C0102,2016,80.90,15.64,2.15
C0102,2017,58.12,22.95,4.96
C0102,2018,72.38,32.31,2.60
C0102,2019,58.05,10.14,5.87
C0102,2020,57.04,43.89,3.18
C0102,2021,63.37,24.78,4.04
C0102,2022,86.86,38.94,3.52
C0102,2023,59.51,40.77,3.47
C0102,2024,51.94,31.92,5.45
C0103,2015,85.29,41.61,1.47
C0103,2016,67.56,37.30,2.73
C0103,2017,74.84,24.39,2.43
C0103,2018,85.43,42.65,2.63
C0103,2019,80.23,35.44,5.56
C0103,2020,81.86,16.41,1.35
C0103,2021,69.20,40.91,2.42
C0103,2022,77.49,37.05,4.69
C0103,2023,88.55,21.39,2.19
C0103,2024,85.59,43.68,5.17
C0104,2015,74.50,24.96,2.65
C0104,2016,53.41,32.11,1.57
C0104,2017,89.19,23.73,3.60
C0104,2018,59.02,38.97,3.56
C0104,2019,64.43,33.25,1.20
C0104,2020,55.61,28.81,4.59
C0104,2021,56.66,10.81,1.71
C0104,2022,81.83,34.29,2.07
C0104,2023,55.13,34.89,3.81
C0104,2024,57.58,17.25,5.45
C0105,2015,56.86,23.29,1.10
C0105,2016,64.81,45.15,5.11
C0105,2017,77.79,31.97,4.77
C0105,2018,75.75,27.40,1.81
C0105,2019,78.99,47.44,2.87
C0105,2020,79.07,42.48,5.53
C0105,2021,50.12,13.90,1.73
C0105,2022,77.38,44.36,1.56
C0105,2023,77.38,15.99,4.68
C0105,2024,52.48,16.99,3.35
C0106,2015,67.08,13.01,2.42
C0106,2016,53.15,29.25,1.86
C0106,2017,57.63,35.79,4.61
C0106,2018,69.59,40.15,3.20
C0106,2019,50.48,11.07,2.20
C0106,2020,53.80,17.11,5.72
C0106,2021,53.40,34.85,3.81
C0106,2022,54.98,31.02,2.77
C0106,2023,51.99,12.05,4.60
C0106,2024,74.48,47.42,3.48
C0107,2015,57.14,40.34,1.05
C0107,2016,84.50,24.35,5.20
C0107,2017,85.39,31.46,1.33
C0107,2018,77.64,24.97,5.95
C0107,2019,52.60,28.21,2.75
C0107,2020,85.66,33.85,3.62
C0107,2021,66.75,25.94,6.00
C0107,2022,57.24,34.83,2.35
C0107,2023,81.15,28.61,3.31
C0107,2024,63.87,36.29,4.77
C0108,2015,70.24,20.49,3.33
C0108,2016,79.72,16.85,2.67
C0108,2017,54.04,10.54,1.60
C0108,2018,56.78,34.08,3.57
C0108,2019,88.74,49.23,3.76
C0108,2020,78.54,26.82,2.16
C0108,2021,59.25,18.51,2.67
C0108,2022,72.95,10.52,2.49
C0108,2023,57.52,30.51,3.14
C0108,2024,84.62,49.71,4.99
C0109,2015,67.94,49.35,2.66
C0109,2016,82.27,14.05,2.36
C0109,2017,88.88,42.66,5.20
C0109,2018,89.23,16.93,5.06
C0109,2019,55.50,42.37,4.97
C0109,2020,87.79,44.14,4.71
C0109,2021,60.81,10.31,5.44
C0109,2022,64.38,19.49,4.57
C0109,2023,52.52,12.26,1.85
C0109,2024,75.82,29.96,1.16
C0110,2015,75.76,11.07,1.91
C0110,2016,81.08,35.04,2.82
C0110,2017,87.85,32.33,1.26
C0110,2018,67.13,25.18,4.79
C0110,2019,66.30,28.47,4.21
C0110,2020,75.56,49.60,4.59
C0110,2021,76.70,16.71,1.48
C0110,2022,67.81,39.24,2.64
C0110,2023,86.77,35.81,3.30
C0110,2024,52.09,36.55,4.01
C0111,2015,80.26,23.83,5.01
C0111,2016,58.32,18.66,5.88
C0111,2017,69.81,36.03,1.41
C0111,2018,84.06,46.51,4.21
C0111,2019,63.18,49.04,1.67
C0111,2020,85.99,29.24,2.50
C0111,2021,68.03,27.02,4.86
C0111,2022,78.11,23.96,5.97
C0111,2023,78.91,42.40,3.63
C0111,2024,60.43,20.22,2.77
C0112,2015,86.03,30.52,2.07
C0112,2016,54.98,23.80,4.91
C0112,2017,73.60,45.03,5.52
C0112,2018,87.16,21.31,5.24
C0112,2019,51.24,37.46,3.55
C0112,2020,71.25,33.55,3.95
C0112,2021,59.86,23.13,5.18
C0112,2022,57.70,20.19,5.64
C0112,2023,59.35,42.15,5.70
C0112,2024,86.11,30.42,4.45
C0113,2015,67.02,34.46,1.96
C0113,2016,59.44,48.48,2.56
C0113,2017,87.10,25.92,2.33
C0113,2018,62.86,42.57,1.87
C0113,2019,78.94,35.55,2.25
C0113,2020,71.49,33.74,5.35
C0113,2021,77.17,12.18,4.85
C0113,2022,57.31,46.49,1.22
C0113,2023,77.14,19.14,1.74
C0113,2024,86.23,28.93,5.92
C0114,2015,54.04,40.08,2.13
C0114,2016,63.06,30.89,4.17
C0114,2017,88.90,10.17,2.03
C0114,2018,59.01,47.96,2.17
C0114,2019,52.38,10.82,3.49
C0114,2020,52.20,13.60,3.44
C0114,2021,61.01,18.97,4.23
C0114,2022,69.79,33.96,1.84
C0114,2023,60.75,48.85,2.31
C0114,2024,61.24,46.91,4.12
C0115,2015,83.26,36.05,1.49
C0115,2016,80.68,39.67,5.55
C0115,2017,62.43,38.48,1.89
C0115,2018,63.80,37.48,3.19
C0115,2019,88.79,42.50,1.54
C0115,2020,88.01,23.60,4.42
C0115,2021,88.92,18.84,2.63
C0115,2022,87.57,23.91,1.37
C0115,2023,75.12,11.94,3.96
C0115,2024,62.33,48.68,5.90
C0116,2015,88.78,39.58,5.35
C0116,2016,79.71,18.54,4.51
C0116,2017,78.45,20.23,1.06
C0116,2018,81.90,49.70,5.30
C0116,2019,73.94,40.72,5.48
C0116,2020,73.33,27.03,1.19
C0116,2021,64.45,18.27,1.61
C0116,2022,56.03,11.62,3.26
C0116,2023,67.54,36.77,3.01
C0116,2024,70.69,41.20,2.47
C0117,2015,85.11,14.31,1.99
C0117,2016,66.06,10.10,3.75
C0117,2017,85.32,24.30,4.86
C0117,2018,62.70,36.70,5.69
C0117,2019,87.79,46.95,2.51
C0117,2020,51.56,45.18,4.52
C0117,2021,71.01,37.54,4.94
C0117,2022,62.86,42.56,3.39
C0117,2023,61.78,24.23,5.61
C0117,2024,53.18,19.80,1.11
C0118,2015,77.25,14.97,5.50
C0118,2016,65.70,17.27,5.46
C0118,2017,87.96,48.52,1.68
C0118,2018,78.50,47.20,3.20
C0118,2019,67.72,11.88,3.58
C0118,2020,75.09,28.80,3.01
C0118,2021,52.64,24.93,5.48
C0118,2022,73.57,36.07,4.56
C0118,2023,76.65,23.14,1.62
C0118,2024,54.25,21.22,5.63
C0119,2015,77.30,42.37,1.23
C0119,2016,68.96,47.88,3.98
C0119,2017,69.18,18.11,3.61
C0119,2018,78.94,19.41,1.36
C0119,2019,67.99,26.76,4.48
C0119,2020,59.37,38.25,5.81
C0119,2021,61.93,16.68,3.29
C0119,2022,79.53,28.72,3.57
C0119,2023,52.84,43.63,2.92
C0119,2024,83.63,19.36,5.38
C0120,2015,73.29,11.91,5.64
C0120,2016,79.08,46.27,2.99
C0120,2017,63.75,41.50,5.45
C0120,2018,58.91,37.95,2.02
C0120,2019,82.18,13.49,3.29
C0120,2020,54.09,45.97,2.26
C0120,2021,56.63,22.21,2.12
C0120,2022,61.40,18.46,5.28
C0120,2023,64.05,29.50,4.57
C0120,2024,58.15,46.91,1.33
C0121,2015,86.51,49.78,4.79
C0121,2016,51.09,34.56,3.86
C0121,2017,82.14,48.22,4.93
C0121,2018,66.44,28.13,3.97
C0121,2019,83.44,11.19,2.89
C0121,2020,81.84,21.03,3.47
C0121,2021,54.84,22.07,1.71
C0121,2022,76.66,41.31,2.55
C0121,2023,65.14,14.97,1.11
C0121,2024,82.84,17.00,3.03
C0122,2015,84.04,34.57,1.46
C0122,2016,57.56,15.22,4.30
C0122,2017,69.15,29.82,5.56
C0122,2018,73.78,11.40,4.70
C0122,2019,71.76,36.76,2.04
C0122,2020,60.07,46.33,3.54
C0122,2021,60.90,45.00,4.56
C0122,2022,84.33,12.94,5.03
C0122,2023,51.31,33.64,2.42
C0122,2024,60.49,14.15,3.39
C0123,2015,58.92,12.14,1.52
C0123,2016,64.83,34.42,4.63
C0123,2017,77.44,32.90,3.17
C0123,2018,71.29,13.75,1.21
C0123,2019,71.63,24.39,3.65
C0123,2020,79.25,22.67,4.96
C0123,2021,82.49,23.70,1.22
C0123,2022,56.39,23.33,3.02
C0123,2023,54.32,42.99,3.41
C0123,2024,62.05,24.14,6.00
C0124,2015,83.10,23.22,2.09
C0124,2016,71.67,11.18,5.10
C0124,2017,55.71,41.62,1.73
C0124,2018,56.55,36.40,5.82
C0124,2019,85.93,23.66,2.53
C0124,2020,64.68,28.07,1.73
C0124,2021,60.21,41.76,2.91
C0124,2022,77.75,23.77,1.08
C0124,2023,84.43,28.93,1.54
C0124,2024,67.70,10.79,3.48
C0125,2015,81.65,46.73,5.70
C0125,2016,67.20,24.85,3.22
C0125,2017,77.66,21.86,4.30
C0125,2018,72.99,34.36,4.54
C0125,2019,85.78,31.07,1.18
C0125,2020,63.00,26.04,2.61
C0125,2021,80.82,46.89,5.99
C0125,2022,77.36,24.52,1.04
C0125,2023,83.55,49.93,3.35
C0125,2024,74.30,41.57,5.19
C0126,2015,68.41,46.13,2.44
C0126,2016,51.98,21.31,5.98
C0126,2017,83.59,12.81,3.43
C0126,2018,86.40,26.77,5.57
C0126,2019,67.99,22.54,3.64
C0126,2020,58.89,12.43,2.99
C0126,2021,75.89,12.86,4.55
C0126,2022,54.87,16.97,5.79
C0126,2023,51.63,25.11,2.88
C0126,2024,61.60,47.41,5.32
C0127,2015,77.20,36.31,4.30
C0127,2016,82.57,25.94,2.89
C0127,2017,56.27,41.98,1.28
C0127,2018,87.85,32.74,2.56
C0127,2019,72.08,26.70,5.16
C0127,2020,87.01,15.77,1.48
C0127,2021,55.99,47.08,3.86
C0127,2022,68.32,34.96,3.56
C0127,2023,67.23,27.57,4.31
C0127,2024,66.47,27.53,5.70
C0128,2015,87.23,40.60,4.76
C0128,2016,83.98,17.18,3.55
C0128,2017,81.77,26.70,5.15
C0128,2018,61.44,12.52,4.51
C0128,2019,63.56,13.20,5.48
C0128,2020,60.37,31.05,4.62
C0128,2021,81.74,25.23,4.77
C0128,2022,65.71,38.78,1.42
C0128,2023,89.15,49.47,1.02
C0128,2024,64.57,44.38,5.78
C0129,2015,56.79,27.68,2.26
C0129,2016,87.19,25.11,1.83
C0129,2017,81.31,33.40,1.79
C0129,2018,73.33,13.67,4.69
C0129,2019,84.34,49.51,1.23
C0129,2020,87.98,49.24,4.31
C0129,2021,84.45,46.92,3.86
C0129,2022,86.18,36.49,1.74
C0129,2023,60.85,30.12,1.68
C0129,2024,70.43,38.27,1.66
C0130,2015,81.81,22.58,2.30
C0130,2016,71.04,44.09,4.21
C0130,2017,75.67,15.38,2.03
C0130,2018,86.91,42.14,4.30
C0130,2019,61.81,44.70,5.86
C0130,2020,71.58,16.81,5.31
C0130,2021,72.54,29.14,4.99
C0130,2022,64.38,45.67,5.75
C0130,2023,64.73,48.37,4.06
C0130,2024,80.76,42.45,4.84
C0131,2015,87.18,47.64,4.87
C0131,2016,75.35,47.48,5.87
C0131,2017,69.52,49.19,4.24
C0131,2018,80.01,26.54,2.37
C0131,2019,89.91,21.48,1.98
C0131,2020,53.30,35.32,2.53
C0131,2021,76.06,17.55,4.81
C0131,2022,72.24,32.28,4.28
C0131,2023,74.41,33.17,2.10
C0131,2024,50.91,42.26,5.30
C0132,2015,88.23,24.47,5.91
C0132,2016,53.42,34.07,4.79
C0132,2017,62.30,46.13,1.31
C0132,2018,61.93,26.87,4.14
C0132,2019,79.32,32.87,5.69
C0132,2020,76.84,41.50,2.56
C0132,2021,52.47,19.99,3.93
C0132,2022,55.99,14.13,2.13
C0132,2023,62.75,37.27,5.40
C0132,2024,78.16,24.82,5.35
C0133,2015,87.17,25.26,2.82
C0133,2016,62.62,47.20,2.75
C0133,2017,71.02,26.31,1.00
C0133,2018,64.90,48.15,2.59
C0133,2019,73.09,14.25,4.91
C0133,2020,75.12,23.72,1.14
C0133,2021,70.73,37.72,2.01
C0133,2022,65.56,15.04,4.65
C0133,2023,85.19,25.48,4.24
C0133,2024,82.08,44.07,5.93
C0134,2015,89.94,40.47,2.95
C0134,2016,66.51,21.28,1.67
C0134,2017,51.55,24.26,4.32
C0134,2018,76.05,30.20,1.40
C0134,2019,81.34,39.25,1.58
C0134,2020,87.47,16.08,3.84
C0134,2021,50.41,31.11,3.36
C0134,2022,85.18,12.93,2.32
C0134,2023,70.67,25.91,3.39
C0134,2024,64.99,17.64,5.34
C0135,2015,58.88,22.36,4.62
C0135,2016,82.56,23.26,3.27
C0135,2017,64.55,40.81,2.56
C0135,2018,74.18,20.61,3.91
C0135,2019,70.47,36.55,1.01
C0135,2020,60.53,31.33,4.67
C0135,2021,81.51,42.17,5.01
C0135,2022,61.93,22.86,1.61
C0135,2023,81.49,49.79,3.01
C0135,2024,66.38,21.83,1.73
C0136,2015,51.20,33.18,5.74
C0136,2016,80.70,35.29,5.13
C0136,2017,85.97,31.53,1.10
C0136,2018,54.79,44.35,5.85
C0136,2019,73.41,14.52,1.71
C0136,2020,52.87,33.89,1.42
C0136,2021,83.20,30.25,1.16
C0136,2022,89.52,26.69,4.95
C0136,2023,69.80,23.85,5.63
C0136,2024,62.54,16.12,1.48
C0137,2015,83.83,36.00,5.92
C0137,2016,70.83,14.71,2.58
C0137,2017,67.96,43.17,4.39
C0137,2018,59.11,27.91,5.93
C0137,2019,74.64,34.22,1.04
C0137,2020,74.25,13.11,3.73
C0137,2021,60.51,13.74,4.28
C0137,2022,58.46,19.44,2.86
C0137,2023,67.54,41.19,1.55
C0137,2024,68.03,29.43,4.11
C0138,2015,55.14,22.43,1.24
C0138,2016,61.04,43.98,5.62
C0138,2017,56.41,17.68,3.31
C0138,2018,86.06,20.38,5.55
C0138,2019,52.97,41.07,5.18
C0138,2020,85.15,11.08,1.02
C0138,2021,71.12,18.81,3.30
C0138,2022,76.61,30.85,5.44
C0138,2023,86.93,46.60,2.86
C0138,2024,64.62,20.64,2.62
C0139,2015,78.10,18.52,4.43
C0139,2016,76.87,49.00,4.53
C0139,2017,89.53,30.98,4.22
C0139,2018,51.84,12.50,2.82
C0139,2019,68.22,21.06,1.32
C0139,2020,89.58,31.35,5.62
C0139,2021,63.12,12.88,2.59
C0139,2022,88.63,37.70,4.98
C0139,2023,82.67,30.90,2.76
C0139,2024,63.57,38.39,3.47
C0140,2015,51.16,23.67,2.87
C0140,2016,61.21,26.80,1.41
C0140,2017,54.95,47.13,2.65
C0140,2018,67.14,18.43,5.78
C0140,2019,87.58,11.58,1.55
C0140,2020,70.50,49.29,3.78
C0140,2021,67.90,10.30,5.84
C0140,2022,58.63,45.53,1.10
C0140,2023,74.86,43.04,1.35
C0140,2024,68.21,29.51,5.55
C0141,2015,80.91,38.21,4.68
C0141,2016,70.64,14.20,3.73
C0141,2017,85.46,40.55,3.68
C0141,2018,81.32,41.35,5.87
C0141,2019,55.80,12.05,1.10
C0141,2020,55.44,29.89,2.35
C0141,2021,50.97,47.93,2.58
C0141,2022,64.76,48.05,1.60
C0141,2023,52.18,49.38,2.79
C0141,2024,68.00,36.27,2.85
C0142,2015,59.65,15.64,5.79
C0142,2016,69.93,26.52,3.21
C0142,2017,56.33,39.08,5.67
C0142,2018,71.97,21.35,5.05
C0142,2019,88.66,42.41,4.68
C0142,2020,75.49,44.45,2.65
C0142,2021,72.58,40.54,3.13
C0142,2022,81.52,23.68,1.22
C0142,2023,50.22,39.66,2.89
C0142,2024,61.30,12.89,5.35
C0143,2015,89.48,23.41,4.91
C0143,2016,81.30,40.62,5.04
C0143,2017,53.61,41.79,2.11
C0143,2018,63.06,22.75,2.05
C0143,2019,67.59,48.41,4.32
C0143,2020,87.38,20.93,4.26
C0143,2021,73.45,36.40,1.98
C0143,2022,53.09,45.16,4.60
C0143,2023,70.36,32.06,2.88
C0143,2024,61.58,26.50,5.43
C0144,2015,63.55,18.46,2.82
C0144,2016,54.57,17.86,2.15
C0144,2017,68.35,16.36,1.98
C0144,2018,76.78,27.72,5.49
C0144,2019,80.38,31.92,5.30
C0144,2020,77.82,43.56,3.13
C0144,2021,76.42,18.69,2.20
C0144,2022,84.77,40.21,2.42
C0144,2023,63.29,37.76,2.92
C0144,2024,58.58,35.38,1.22
C0145,2015,53.58,23.57,1.34
C0145,2016,56.63,22.72,5.64
C0145,2017,55.98,40.36,4.83
C0145,2018,86.50,20.98,5.07
C0145,2019,57.22,23.19,3.39
C0145,2020,53.76,48.61,2.82
C0145,2021,66.01,49.94,1.46
C0145,2022,56.78,10.07,3.79
C0145,2023,55.22,37.47,4.72
C0145,2024,64.50,31.42,1.98
C0146,2015,86.78,28.41,2.95
C0146,2016,51.22,21.03,5.64
C0146,2017,58.31,30.29,5.22
C0146,2018,82.97,28.26,4.99
C0146,2019,59.81,26.05,1.20
C0146,2020,67.64,43.99,1.83
C0146,2021,53.94,20.83,2.53
C0146,2022,81.81,33.90,2.52
C0146,2023,79.46,44.57,1.64
C0146,2024,55.12,49.16,2.45
C0147,2015,87.92,34.11,3.14
C0147,2016,73.62,30.80,1.25
C0147,2017,81.93,43.62,3.02
C0147,2018,80.55,17.54,3.48
C0147,2019,70.76,35.20,1.20
C0147,2020,79.90,12.57,4.37
